,seed,regression,xgboost,cnn
23,24,"[[np.float64(1.447868809545017), np.float64(1.619057850817174), np.float64(1.3121591976214682), np.float64(1.4531721319503383), np.float64(1.302374546495566)], [np.float64(4.115680107972334), np.float64(4.543720670237078), np.float64(4.157738780388082), np.float64(3.868747080434179), np.float64(3.4348827728201976)], [np.float64(6.806089584097691), np.float64(7.105289944722037), np.float64(6.9853722709246675), np.float64(6.444298359912012), np.float64(6.32739844615)], [np.float64(58.9002784827339), np.float64(69.50428429675604), np.float64(60.11784154099309), np.float64(52.16234086664178), np.float64(39.74292825291264)], [np.float64(30.697022219925607), np.float64(35.10387527379734), np.float64(29.45028472755132), np.float64(29.06216434270069), np.float64(25.16538817888791)]]","[[np.float64(1.3450919684277645), np.float64(1.522214767286824), np.float64(1.2031366281370137), np.float64(1.2874818730276756), np.float64(1.2580091561093933)], [np.float64(3.5847263636527784), np.float64(3.8899472723175523), np.float64(3.6997942142948674), np.float64(3.4082643387014864), np.float64(2.9670254035156445)], [np.float64(5.642750983318511), np.float64(5.829190883575096), np.float64(5.652610391441629), np.float64(6.056734184324347), np.float64(4.818051604273271)], [np.float64(52.0599505124928), np.float64(62.27919116877696), np.float64(51.12519498359879), np.float64(48.08230787718567), np.float64(34.23383590905955)], [np.float64(26.78045966590448), np.float64(30.291130757793642), np.float64(25.663525293887197), np.float64(28.138306766766416), np.float64(19.388763065100544)]]","[[np.float64(1.3671763961123942), np.float64(1.5445718250603622), np.float64(1.2641083815376954), np.float64(1.258328077433958), np.float64(1.2751616954969458)], [np.float64(3.5156713316932375), np.float64(4.021900397508148), np.float64(3.3250017966875607), np.float64(3.1352107576512847), np.float64(3.155667968070712)], [np.float64(5.5727946505705), np.float64(5.9091929046628), np.float64(5.547225256228628), np.float64(5.836027924646025), np.float64(4.6625135768972354)], [np.float64(55.931555444708295), np.float64(70.96458802763534), np.float64(51.94694276392171), np.float64(47.435877848909705), np.float64(35.09422271639285)], [np.float64(26.440325943041003), np.float64(31.042666330331166), np.float64(25.29246464364548), np.float64(26.282715459970916), np.float64(18.051443886639316)]]"
24,25,"[[np.float64(1.518885061663729), np.float64(1.6228453861219037), np.float64(1.4795520215168503), np.float64(1.5648503917730663), np.float64(1.3902066360230363)], [np.float64(4.117719056132898), np.float64(5.055810577844224), np.float64(4.09748828832648), np.float64(3.599192905060727), np.float64(2.971912028520949)], [np.float64(6.580603525406264), np.float64(7.265592045755338), np.float64(6.302503418222024), np.float64(8.328147972311495), np.float64(4.310529986859635)], [np.float64(52.52840256057749), np.float64(63.62361068319155), np.float64(58.007318251475624), np.float64(51.77327559450054), np.float64(22.860651060370007)], [np.float64(28.84590583931837), np.float64(36.437548077805765), np.float64(26.108386143299114), np.float64(32.81023490563046), np.float64(14.636005709444285)]]","[[np.float64(1.4201334930797762), np.float64(1.565859496478188), np.float64(1.3817316334750804), np.float64(1.3034462971187293), np.float64(1.3371590257792443)], [np.float64(3.776457993742255), np.float64(4.845856094241407), np.float64(3.8502171274494774), np.float64(2.623742499363333), np.float64(2.59345007750138)], [np.float64(5.5677227923986115), np.float64(6.393861373011887), np.float64(5.363835768377939), np.float64(6.195814074800411), np.float64(4.028839519727289)], [np.float64(46.83791178056952), np.float64(57.59348806579128), np.float64(51.41773301548371), np.float64(43.400229659553524), np.float64(21.993626319550675)], [np.float64(24.23106215796587), np.float64(30.19132788046159), np.float64(24.25035511753454), np.float64(23.704185564529713), np.float64(13.88592380971453)]]","[[np.float64(1.4796624272527998), np.float64(1.5984244743756608), np.float64(1.4482190142334581), np.float64(1.340405453787192), np.float64(1.4420122967428202)], [np.float64(3.7851023643142008), np.float64(4.649229499060324), np.float64(3.9611390522551355), np.float64(2.6670058568250226), np.float64(2.872747591097763)], [np.float64(5.180565824911415), np.float64(5.549863438214956), np.float64(5.058427412827699), np.float64(6.034120871989665), np.float64(4.132728182129385)], [np.float64(44.34064993499104), np.float64(52.79908814809924), np.float64(49.110955252839275), np.float64(41.00405891964683), np.float64(25.00001353567221)], [np.float64(22.743085306579253), np.float64(28.016861649577507), np.float64(22.148531492678778), np.float64(22.69327758397251), np.float64(14.487225488604729)]]"
25,26,"[[np.float64(1.5363745040898202), np.float64(1.5832766950869102), np.float64(1.6311037793016), np.float64(1.570491173405347), np.float64(1.2173706329811247)], [np.float64(5.484902646112583), np.float64(7.504458424484183), np.float64(4.326446305909646), np.float64(4.475290955834925), np.float64(3.097034385980098)], [np.float64(7.1422275752456965), np.float64(7.584837607165825), np.float64(7.237815345890974), np.float64(7.1065383930964785), np.float64(6.081472159265577)], [np.float64(60.262531811100835), np.float64(72.37646332132155), np.float64(59.528507541680746), np.float64(51.79644045622901), np.float64(40.58653171007717)], [np.float64(30.220108049135387), np.float64(33.32300714392543), np.float64(30.27148716450679), np.float64(28.43056640417888), np.float64(25.21416061616174)]]","[[np.float64(1.426535008896093), np.float64(1.476040562648913), np.float64(1.5185232223203176), np.float64(1.489047249016996), np.float64(1.068399606695548)], [np.float64(5.1872208238059105), np.float64(7.312384698675877), np.float64(3.923738356812626), np.float64(3.8171080395525405), np.float64(2.849610655320443)], [np.float64(6.012278677324752), np.float64(6.694714258489249), np.float64(5.765835524065912), np.float64(6.555330907845852), np.float64(4.3228005353916465)], [np.float64(53.49822220072337), np.float64(67.54992946139788), np.float64(46.9978502189217), np.float64(50.56541923314785), np.float64(32.79695810632691)], [np.float64(25.932083872647468), np.float64(29.69145589711892), np.float64(25.26346261678719), np.float64(25.282143477152687), np.float64(19.256658368814573)]]","[[np.float64(1.5012151488749432), np.float64(1.5727741874484034), np.float64(1.5556779962616338), np.float64(1.6058267699206312), np.float64(1.1247574787489378)], [np.float64(4.985349586299281), np.float64(7.003968411626041), np.float64(3.6554701360797908), np.float64(3.9211782543005214), np.float64(2.7992240004043873)], [np.float64(5.827043581499853), np.float64(6.544065409226642), np.float64(5.290274651194668), np.float64(6.6422978426707), np.float64(4.275784514283624)], [np.float64(53.845069703414644), np.float64(66.4167685930623), np.float64(48.225596525753964), np.float64(54.19683379307037), np.float64(31.904867880545332)], [np.float64(25.592382290494164), np.float64(29.526271419559663), np.float64(23.926762241925204), np.float64(26.855084428028118), np.float64(18.171673560189777)]]"
26,27,"[[np.float64(1.50077267549847), np.float64(1.6366145796166045), np.float64(1.6341532861860788), np.float64(1.2591909376698538), np.float64(1.2605283859624163)], [np.float64(3.9278130205617434), np.float64(4.278472741030534), np.float64(4.153914040599645), np.float64(3.343790272664529), np.float64(3.5096852328239914)], [np.float64(6.728044113799945), np.float64(7.966925889279573), np.float64(6.469983609835677), np.float64(6.423547500623181), np.float64(5.591878846264072)], [np.float64(59.030641996819405), np.float64(77.11711465000919), np.float64(59.92926661472408), np.float64(50.06227079188463), np.float64(32.235038157471486)], [np.float64(29.81913698760689), np.float64(38.14851113939937), np.float64(30.36083943786854), np.float64(24.340123445258413), np.float64(19.249023025523876)]]","[[np.float64(1.4271632743098417), np.float64(1.5703259679118389), np.float64(1.5433267404795876), np.float64(1.2305016349718578), np.float64(1.1713556002969665)], [np.float64(3.6468486617277946), np.float64(4.017065009758054), np.float64(3.983447528960048), np.float64(2.756578301538922), np.float64(3.1953843390531183)], [np.float64(5.643803593891007), np.float64(6.911307413758146), np.float64(5.5039105571695845), np.float64(5.374624719116905), np.float64(4.11885353908788)], [np.float64(54.16841429932975), np.float64(72.80183252076539), np.float64(54.37744033951437), np.float64(46.119572191882256), np.float64(24.630130594299853)], [np.float64(26.7445232510389), np.float64(35.54335057405909), np.float64(27.336311678978802), np.float64(20.649680844288717), np.float64(14.618848474367923)]]","[[np.float64(1.4790281981277154), np.float64(1.5707188054087338), np.float64(1.6660170934055627), np.float64(1.2185431663660191), np.float64(1.2106331503188876)], [np.float64(3.5760974763339135), np.float64(3.9265865890295535), np.float64(3.889320327332845), np.float64(2.8592277640185455), np.float64(3.0768455641510464)], [np.float64(5.208829757290539), np.float64(6.016341835433737), np.float64(5.2504846708340915), np.float64(4.885294780058324), np.float64(4.219049826703183)], [np.float64(52.1090194149147), np.float64(66.32162028689325), np.float64(54.461643858917164), np.float64(43.743762188223236), np.float64(29.46195305029914)], [np.float64(25.289382238459538), np.float64(32.89012975745044), np.float64(26.31707134668533), np.float64(19.272424465993055), np.float64(14.813613195063379)]]"
27,28,"[[np.float64(1.5808131490366846), np.float64(1.8274199068582844), np.float64(1.50986123000887), np.float64(1.3462438286313898), np.float64(1.403146042747416)], [np.float64(4.325927114923728), np.float64(5.420964070909908), np.float64(3.9153161046067684), np.float64(3.29942454675755), np.float64(3.4994588409487553)], [np.float64(6.548724597588439), np.float64(7.426204044193997), np.float64(6.349011141823009), np.float64(6.866223372664107), np.float64(4.795522712675839)], [np.float64(54.820348742001876), np.float64(70.82407292983429), np.float64(49.68469709774346), np.float64(45.96735345364827), np.float64(34.207142905530446)], [np.float64(28.554009684561557), np.float64(34.38132897067029), np.float64(28.068159932981803), np.float64(25.149066249252304), np.float64(19.581548788272926)]]","[[np.float64(1.4375376732848473), np.float64(1.6467014404269058), np.float64(1.43893682788491), np.float64(1.0990444345801285), np.float64(1.281494094199575)], [np.float64(3.890804806440648), np.float64(4.847646936408656), np.float64(3.7013980901324888), np.float64(2.7799422297828555), np.float64(3.0207176074045936)], [np.float64(5.71384521166234), np.float64(6.212637944202366), np.float64(5.630948137715806), np.float64(5.845102398584091), np.float64(4.788808265112265)], [np.float64(48.26744622249953), np.float64(60.61568547996592), np.float64(44.6562507562883), np.float64(41.02366681589174), np.float64(33.23397471562659)], [np.float64(23.29273243111431), np.float64(26.33725649426345), np.float64(24.288775873451666), np.float64(20.483539784730127), np.float64(17.539069617075373)]]","[[np.float64(1.4283913504096069), np.float64(1.5065775565973847), np.float64(1.490797920846569), np.float64(1.1662122337406144), np.float64(1.3755976202266111)], [np.float64(3.769024070801313), np.float64(4.384998027499848), np.float64(3.718537212135342), np.float64(3.112729652013451), np.float64(3.1408102683811054)], [np.float64(5.449820419136249), np.float64(5.795277923797586), np.float64(5.450150864907113), np.float64(5.91582702061577), np.float64(4.359066645656183)], [np.float64(46.43593451492299), np.float64(58.05459833879627), np.float64(43.02853022035058), np.float64(42.54902397441679), np.float64(29.44207321775526)], [np.float64(22.461257842341592), np.float64(26.054334856185765), np.float64(22.446621703895417), np.float64(21.954741745509782), np.float64(15.131858933074538)]]"
28,29,"[[np.float64(1.3840133880838152), np.float64(1.4348400206287646), np.float64(1.4397393291978249), np.float64(1.3995124659028513), np.float64(1.1935996656643986)], [np.float64(4.046473211814965), np.float64(4.853349541328979), np.float64(4.093009289054183), np.float64(2.8130396113181884), np.float64(3.5936489446438276)], [np.float64(6.519801693600965), np.float64(7.294754552568886), np.float64(6.453933537411265), np.float64(6.123252896469939), np.float64(5.702175668456381)], [np.float64(54.37030790151258), np.float64(64.17035971694513), np.float64(60.00334344801704), np.float64(44.94938425258242), np.float64(33.392805590668395)], [np.float64(29.96094836803632), np.float64(34.33728572417842), np.float64(32.604882136253764), np.float64(25.103868986326702), np.float64(21.79544165283496)]]","[[np.float64(1.2925188281817388), np.float64(1.3975038125635146), np.float64(1.2914591561197977), np.float64(1.2945975121384632), np.float64(1.1182447973760585)], [np.float64(3.854228103406546), np.float64(4.7615149952758875), np.float64(3.9885722090795355), np.float64(2.6645994571825646), np.float64(2.9631048318970503)], [np.float64(5.349829810468515), np.float64(6.110945902585438), np.float64(5.397699368691246), np.float64(4.575445812420426), np.float64(4.685482424292154)], [np.float64(47.87136793296912), np.float64(59.98495679308594), np.float64(49.24959026096689), np.float64(39.2463858464059), np.float64(28.97471701721127)], [np.float64(25.293808921212946), np.float64(30.943335670759346), np.float64(27.17684183334301), np.float64(18.942295888746493), np.float64(16.63068284282159)]]","[[np.float64(1.3575536110519943), np.float64(1.462550806706959), np.float64(1.3737378252634203), np.float64(1.3477534706096457), np.float64(1.1664810628240927)], [np.float64(3.655025534115492), np.float64(4.3281419462251325), np.float64(3.853267832631137), np.float64(2.673899451076752), np.float64(2.971982755919082)], [np.float64(5.39196728347729), np.float64(6.1010556961472835), np.float64(5.665534224630921), np.float64(4.409252817109796), np.float64(4.608972342042669)], [np.float64(49.67225097860046), np.float64(65.03529509162635), np.float64(49.51867406287923), np.float64(36.73118596969793), np.float64(30.02541326539063)], [np.float64(25.201196140356757), np.float64(31.802839693143824), np.float64(26.910200227572805), np.float64(17.170195111126638), np.float64(15.942750769867565)]]"
29,30,"[[np.float64(1.509716226745424), np.float64(1.680784366362223), np.float64(1.4195954913437216), np.float64(1.5260257078925579), np.float64(1.3248590147504173)], [np.float64(3.9986368139558492), np.float64(4.464869119379178), np.float64(3.955189204956142), np.float64(3.863979566128846), np.float64(3.3252643631234142)], [np.float64(6.578664128766766), np.float64(6.606146187570881), np.float64(6.469788079489019), np.float64(8.094609250912706), np.float64(5.036655457597205)], [np.float64(50.25529576002442), np.float64(50.936693109171856), np.float64(55.42813040204736), np.float64(55.7372286877034), np.float64(32.72179427057883)], [np.float64(27.89572508111389), np.float64(29.241342694126335), np.float64(29.69955374729472), np.float64(31.127150832162954), np.float64(18.113002223541624)]]","[[np.float64(1.3758839988713103), np.float64(1.5803179372667775), np.float64(1.2681964256359715), np.float64(1.2734184594720817), np.float64(1.2598432225305873)], [np.float64(3.8063966529999824), np.float64(4.745285256477251), np.float64(3.4244268817053647), np.float64(3.429728617176883), np.float64(2.8452917966154625)], [np.float64(5.57729823813602), np.float64(6.030116806528111), np.float64(5.379066024375249), np.float64(6.464541589607937), np.float64(4.068238442967055)], [np.float64(47.18426658429873), np.float64(50.64191822689093), np.float64(50.21859479888153), np.float64(50.50671953684337), np.float64(30.716674319508787)], [np.float64(24.43970626728652), np.float64(26.502958745861037), np.float64(26.374496548039737), np.float64(25.63923486360311), np.float64(14.984355038425658)]]","[[np.float64(1.4197583330602879), np.float64(1.6672208414055012), np.float64(1.298670680597092), np.float64(1.296456566806009), np.float64(1.2549888159964744)], [np.float64(3.519304265955398), np.float64(4.273076389833224), np.float64(3.252901882812586), np.float64(3.143187445723443), np.float64(2.797710836301084)], [np.float64(5.4674284749081385), np.float64(5.622215226122051), np.float64(5.578790438328341), np.float64(6.419805126279604), np.float64(3.913694367319072)], [np.float64(48.001266362972295), np.float64(47.93888340872166), np.float64(53.94639294169981), np.float64(52.48502244449873), np.float64(31.53146128489289)], [np.float64(24.073152631559584), np.float64(25.262662634415374), np.float64(26.966232579441254), np.float64(24.774343391087957), np.float64(15.139999891583331)]]"
30,31,"[[np.float64(1.5383699352844589), np.float64(1.5721979132970996), np.float64(1.623299719340334), np.float64(1.5115091361978072), np.float64(1.3344406953921344)], [np.float64(4.152099092661034), np.float64(4.015106133372387), np.float64(5.197034727046704), np.float64(3.229639020061848), np.float64(3.0074841288169645)], [np.float64(6.557788493377446), np.float64(6.765653107737751), np.float64(6.94336777014371), np.float64(6.653703299817338), np.float64(5.261342737890905)], [np.float64(53.9555404553401), np.float64(60.39284715169282), np.float64(58.76822485078199), np.float64(47.73500385894506), np.float64(33.35261797226553)], [np.float64(30.13199162738067), np.float64(34.16024736598618), np.float64(31.790428837967536), np.float64(27.093556142748152), np.float64(19.49868991334625)]]","[[np.float64(1.4574169160652628), np.float64(1.489325362823972), np.float64(1.594227034697159), np.float64(1.2668808448947526), np.float64(1.3027496120257507)], [np.float64(3.937877104218559), np.float64(3.934562569040682), np.float64(5.034557044797379), np.float64(2.570806008226502), np.float64(2.6260208004998145)], [np.float64(5.767969241569287), np.float64(5.952573459657562), np.float64(6.50205289855839), np.float64(4.960884754316136), np.float64(4.641389890744687)], [np.float64(49.50063116477215), np.float64(52.836989547181695), np.float64(58.89237972312606), np.float64(37.45283091015905), np.float64(31.552247649184096)], [np.float64(25.909383040227944), np.float64(27.791976123253892), np.float64(30.55243772765933), np.float64(20.409731237936683), np.float64(16.044962805244644)]]","[[np.float64(1.5143964245565813), np.float64(1.535773435034573), np.float64(1.693366519900106), np.float64(1.2443099882146829), np.float64(1.363858955431404)], [np.float64(3.9935530089524436), np.float64(4.309849579866597), np.float64(4.818683198725528), np.float64(2.5774642757858346), np.float64(2.608478057347826)], [np.float64(5.610734835166605), np.float64(5.699512720313122), np.float64(6.196736067609862), np.float64(4.939498975675074), np.float64(4.913909660524182)], [np.float64(47.94229974618293), np.float64(53.860643719935105), np.float64(54.111821689701316), np.float64(35.31660273268765), np.float64(31.413789196690804)], [np.float64(24.721398030505316), np.float64(27.461301480589697), np.float64(27.833134969042987), np.float64(19.34243751934409), np.float64(16.282406720644378)]]"
31,32,"[[np.float64(1.562591223917726), np.float64(1.7431204147828825), np.float64(1.5797754729223075), np.float64(1.4483419897563345), np.float64(1.1983250757197248)], [np.float64(4.288727630453879), np.float64(5.054691407048745), np.float64(4.488843235877972), np.float64(3.1378055302110996), np.float64(3.040066966805351)], [np.float64(6.7617843333051955), np.float64(7.290929764856243), np.float64(7.0118645889569), np.float64(6.01394053418953), np.float64(5.833304469770311)], [np.float64(57.825089048838905), np.float64(64.82402922982851), np.float64(62.28362578547644), np.float64(46.17003351417523), np.float64(43.1883942496873)], [np.float64(30.53603666760974), np.float64(33.74121889331816), np.float64(32.857050746116094), np.float64(26.716379419553263), np.float64(21.529811282452396)]]","[[np.float64(1.441277148510438), np.float64(1.5349898780197062), np.float64(1.4917372691119073), np.float64(1.346823297193835), np.float64(1.2242756765203404)], [np.float64(3.7893880422555952), np.float64(4.129667707426059), np.float64(4.2941114928099875), np.float64(2.954990877094323), np.float64(2.719906936352)], [np.float64(5.611519891050362), np.float64(5.8660877527729856), np.float64(5.917345006234578), np.float64(5.201451148520992), np.float64(4.869604613917152)], [np.float64(50.46618645530994), np.float64(53.69414636675162), np.float64(57.877084901421654), np.float64(40.60541257708102), np.float64(36.92586979363582)], [np.float64(26.469581061161588), np.float64(28.394403896950525), np.float64(29.85499984423956), np.float64(22.51524665413049), np.float64(18.49739194811449)]]","[[np.float64(1.5169276827402196), np.float64(1.6073163176733942), np.float64(1.5606943085635747), np.float64(1.4734289109091447), np.float64(1.261332587785813)], [np.float64(3.719422224600428), np.float64(3.9740475085289786), np.float64(4.172670960893899), np.float64(3.214289510226964), np.float64(2.647806364595572)], [np.float64(5.490979401555494), np.float64(5.649560168786211), np.float64(5.953788784614352), np.float64(5.241773808634773), np.float64(4.43910228741101)], [np.float64(51.307081139589464), np.float64(55.49261631878238), np.float64(57.941470230896606), np.float64(44.5769706130527), np.float64(32.71026434864929)], [np.float64(26.046900139697797), np.float64(28.86789011991331), np.float64(28.573913814044168), np.float64(23.00095762160695), np.float64(16.108026524456513)]]"
32,33,"[[np.float64(1.406254750295291), np.float64(1.451470437562371), np.float64(1.4493194785465175), np.float64(1.4519112436157007), np.float64(1.2027484288126136)], [np.float64(3.868713785594541), np.float64(4.048205569348297), np.float64(4.406729375525349), np.float64(3.1696171006509966), np.float64(3.151966224304275)], [np.float64(6.447077119825976), np.float64(6.535321354289142), np.float64(6.440047063877838), np.float64(6.941387484203492), np.float64(5.8027304973432745)], [np.float64(52.10151479695674), np.float64(60.76685210012231), np.float64(50.890766376347266), np.float64(52.143907607229664), np.float64(37.42852850150084)], [np.float64(28.773138094157474), np.float64(34.60271340704376), np.float64(25.91596570673973), np.float64(27.9150492632271), np.float64(23.72255631109509)]]","[[np.float64(1.3132821684891547), np.float64(1.3386991960185088), np.float64(1.3789086664365646), np.float64(1.2745662734318897), np.float64(1.1907589254044082)], [np.float64(3.4410156711314337), np.float64(3.7038677848390194), np.float64(3.7652524665725804), np.float64(3.0530916618139443), np.float64(2.7168859032096915)], [np.float64(5.469585759078125), np.float64(5.477593148780657), np.float64(5.330927720864039), np.float64(6.313959528909953), np.float64(4.7829852065083305)], [np.float64(45.6891139504286), np.float64(54.50921666041513), np.float64(41.52732203365389), np.float64(49.42107216830722), np.float64(31.446620308572204)], [np.float64(24.555100190725785), np.float64(28.724812252099802), np.float64(22.833034665819298), np.float64(25.552512373088575), np.float64(18.64779042555004)]]","[[np.float64(1.3892314485068173), np.float64(1.4219545422273963), np.float64(1.4824293020951411), np.float64(1.398770129838283), np.float64(1.1454496444013924)], [np.float64(3.425573680947771), np.float64(3.7399167671204006), np.float64(3.809276787868721), np.float64(2.9969897744114973), np.float64(2.485196761822305)], [np.float64(5.240143354762844), np.float64(5.415669868470856), np.float64(4.842627763204884), np.float64(5.909198845831314), np.float64(4.922220246650713)], [np.float64(46.07595015457206), np.float64(58.56487156357361), np.float64(38.8780084576739), np.float64(45.977316767699485), np.float64(33.60996261430575)], [np.float64(23.170114184030325), np.float64(28.309672024147403), np.float64(19.671606644046634), np.float64(23.526422817436597), np.float64(19.028444082247116)]]"
33,34,"[[np.float64(1.4529643695002548), np.float64(1.7034752312403245), np.float64(1.319665439197681), np.float64(1.314812721478871), np.float64(1.2958979500808883)], [np.float64(3.838984279119919), np.float64(4.519317174800186), np.float64(3.888507288428679), np.float64(2.9789172384991054), np.float64(3.152059179519271)], [np.float64(7.474589114268409), np.float64(9.077309286476677), np.float64(6.560015595713096), np.float64(7.324140490994432), np.float64(5.610086505432786)], [np.float64(59.05112826984987), np.float64(76.39439404772921), np.float64(50.59525276292617), np.float64(56.055821715841944), np.float64(33.80712501701005)], [np.float64(30.96027173739017), np.float64(38.82023141629662), np.float64(26.288205040937257), np.float64(31.438552714876092), np.float64(19.533765570874348)]]","[[np.float64(1.3450061916097906), np.float64(1.613966902186251), np.float64(1.2154523081030244), np.float64(1.1063171814531292), np.float64(1.2292367813471503)], [np.float64(3.4511797230709806), np.float64(4.31222274439873), np.float64(3.315824500187325), np.float64(2.539094332548092), np.float64(2.6451948332807946)], [np.float64(6.330251752911892), np.float64(7.728345044161804), np.float64(5.58136565278403), np.float64(5.974149820895377), np.float64(4.878005690497625)], [np.float64(51.77115462483232), np.float64(67.05488093481179), np.float64(44.893102548416834), np.float64(46.10458251286046), np.float64(32.76969970171941)], [np.float64(26.56767849806385), np.float64(33.81830039206367), np.float64(23.621855937111476), np.float64(24.400588184166942), np.float64(16.601843877531287)]]","[[np.float64(1.412441800310499), np.float64(1.6682355627043777), np.float64(1.289564914944983), np.float64(1.1550718482415139), np.float64(1.3367842465930837)], [np.float64(3.470047065218487), np.float64(4.346975084690577), np.float64(3.2373682177925978), np.float64(2.6297838697956575), np.float64(2.7401299338077454)], [np.float64(5.806589099963439), np.float64(7.043985678714103), np.float64(5.2503021480623), np.float64(5.618798611221454), np.float64(4.1787801281347665)], [np.float64(51.27833645451059), np.float64(66.04970934863684), np.float64(45.778608745520415), np.float64(48.172120416134355), np.float64(26.773281868150537)], [np.float64(25.176921425254207), np.float64(31.07329293766545), np.float64(23.357350169883546), np.float64(24.4172432591229), np.float64(14.983129620897088)]]"
34,35,"[[np.float64(1.4566995437082844), np.float64(1.559057328404171), np.float64(1.5026244131829496), np.float64(1.4936987633091423), np.float64(1.1048834539002899)], [np.float64(3.9837368267529993), np.float64(4.39649366749098), np.float64(4.1477000020433685), np.float64(4.020077597091695), np.float64(2.6441533813743234)], [np.float64(6.766251282731684), np.float64(6.792592015707881), np.float64(7.175763927212168), np.float64(6.820923327995099), np.float64(5.847157720288536)], [np.float64(61.79696864835647), np.float64(70.82450815078627), np.float64(66.10144195058265), np.float64(55.387360079400146), np.float64(37.272420975105184)], [np.float64(31.707903895236615), np.float64(37.04908239944311), np.float64(32.59539624047583), np.float64(25.37121739773053), np.float64(24.180570808541876)]]","[[np.float64(1.4103051378800042), np.float64(1.5490920207662227), np.float64(1.4533540261486373), np.float64(1.3228904439963134), np.float64(1.120503953396947)], [np.float64(3.5122351132534786), np.float64(3.907628184175238), np.float64(4.007751149744008), np.float64(2.693870929615326), np.float64(2.27338659417202)], [np.float64(5.9004180557472585), np.float64(5.954093379790677), np.float64(6.112287872743481), np.float64(6.5437926224132665), np.float64(4.642353301524513)], [np.float64(56.602498407467856), np.float64(64.26826115926289), np.float64(61.31015917577939), np.float64(51.620692493253344), np.float64(32.43615852245949)], [np.float64(28.22939657381816), np.float64(31.77253031411936), np.float64(29.20235315452074), np.float64(26.351080165684724), np.float64(20.28697593911436)]]","[[np.float64(1.4456531185756814), np.float64(1.595112599537263), np.float64(1.4809056060518022), np.float64(1.3948911070255912), np.float64(1.1066593913599392)], [np.float64(3.264531135528954), np.float64(3.6233591903241367), np.float64(3.535089489863014), np.float64(2.8387727762116426), np.float64(2.316759959675542)], [np.float64(5.697459348702229), np.float64(5.643064735461337), np.float64(6.152529473301174), np.float64(5.966883262767028), np.float64(4.574098187003758)], [np.float64(55.429669332857266), np.float64(61.61129817987813), np.float64(62.36025580258831), np.float64(48.75553867210478), np.float64(31.040976426381167)], [np.float64(27.374555518185876), np.float64(30.422133495308547), np.float64(29.441087554567822), np.float64(24.415266668162822), np.float64(19.153625643021574)]]"
35,36,"[[np.float64(1.5060589359466394), np.float64(1.5056947216639636), np.float64(1.5223616822208814), np.float64(1.6288768587929747), np.float64(1.3288805601563276)], [np.float64(4.74097107439194), np.float64(5.221948817297025), np.float64(4.425084637141163), np.float64(5.5976575284683605), np.float64(2.8912421236984986)], [np.float64(6.536237927760589), np.float64(7.08183862121755), np.float64(6.269769391528453), np.float64(7.282794121452181), np.float64(4.793225307387882)], [np.float64(54.574377921724135), np.float64(62.37735053868458), np.float64(57.100840692375414), np.float64(55.175826716309174), np.float64(28.45244907383303)], [np.float64(28.945160388576493), np.float64(34.512416258719036), np.float64(28.150225679533886), np.float64(27.541017774922658), np.float64(18.784487226787)]]","[[np.float64(1.4319737168469813), np.float64(1.454823397805424), np.float64(1.508305260301761), np.float64(1.4283810538643855), np.float64(1.2635003334329533)], [np.float64(4.126538853022622), np.float64(4.013093252278595), np.float64(3.9128281685466955), np.float64(5.469435824952356), np.float64(2.649438791255573)], [np.float64(5.59605504411734), np.float64(6.176636430531127), np.float64(5.526658421756795), np.float64(6.09347313608995), np.float64(3.687119771342649)], [np.float64(50.245277972589676), np.float64(59.05318546192107), np.float64(52.78778320948125), np.float64(48.556153387958595), np.float64(23.551407654875305)], [np.float64(25.41034587582147), np.float64(30.29895865695185), np.float64(25.68921209856984), np.float64(24.045963611141005), np.float64(14.250866293956872)]]","[[np.float64(1.585993460180754), np.float64(1.6285906658608043), np.float64(1.758982557973907), np.float64(1.458715839721727), np.float64(1.3440501520178123)], [np.float64(4.177607523833502), np.float64(4.3027822146972525), np.float64(3.942819149712266), np.float64(5.382371775816045), np.float64(2.3755856334509855)], [np.float64(5.655255569859941), np.float64(6.134354122566308), np.float64(5.504791092864683), np.float64(6.1817563515538625), np.float64(4.165688970466896)], [np.float64(50.6351175754955), np.float64(59.63056261268287), np.float64(52.620652838102366), np.float64(47.526878267869215), np.float64(27.968878681552294)], [np.float64(25.9607149340945), np.float64(31.57949527845079), np.float64(27.184694863594785), np.float64(21.78913495027928), np.float64(14.384418581975371)]]"
