,seed,regression,xgboost,cnn
10,11,"[[np.float64(1.5620425336731143), np.float64(1.6884757322810178), np.float64(1.50676118143255), np.float64(1.4928556288470205), np.float64(1.479971494057967)], [np.float64(4.276277911220467), np.float64(5.09532058251387), np.float64(4.463985923817527), np.float64(3.2256607129071373), np.float64(3.046977629128439)], [np.float64(6.781007597124332), np.float64(7.380636352485712), np.float64(6.85230789406541), np.float64(6.3880066996628155), np.float64(5.853744545895586)], [np.float64(50.96463120283965), np.float64(60.04839634563067), np.float64(52.29877860954647), np.float64(45.61430694064353), np.float64(32.9175046464107)], [np.float64(28.210193928413698), np.float64(33.75422159896798), np.float64(27.66998816937669), np.float64(22.975536416488957), np.float64(22.053538015579118)]]","[[np.float64(1.4347993478821204), np.float64(1.5872494524049447), np.float64(1.3682992037718786), np.float64(1.3076556188738377), np.float64(1.3679095551535936)], [np.float64(4.0462263902384406), np.float64(4.784731583072035), np.float64(4.280729798793907), np.float64(3.1242528039427238), np.float64(2.7821239308868213)], [np.float64(5.394464953599029), np.float64(5.88590564758189), np.float64(5.552470143433396), np.float64(5.10152257802655), np.float64(4.405208250459358)], [np.float64(45.29723580920559), np.float64(53.54159007045426), np.float64(46.951739619811875), np.float64(39.797086258243155), np.float64(28.390568049439956)], [np.float64(23.90103362020017), np.float64(28.341837907105447), np.float64(25.31645531609949), np.float64(17.252715904533307), np.float64(17.255617613809765)]]","[[np.float64(1.495831160973243), np.float64(1.7030276272567084), np.float64(1.363977155423808), np.float64(1.3835468234740305), np.float64(1.4097547210175114)], [np.float64(4.07431625831319), np.float64(4.779015923221902), np.float64(4.22150808505495), np.float64(3.341455819759402), np.float64(2.934042716478142)], [np.float64(5.1807231434376115), np.float64(5.4991026394681075), np.float64(5.3741493860557785), np.float64(5.071750624422865), np.float64(4.315519942953634)], [np.float64(43.61353845668467), np.float64(48.48484758090474), np.float64(45.81730708170228), np.float64(42.84584952114447), np.float64(29.393682997019003)], [np.float64(22.60858161751746), np.float64(26.805868529861847), np.float64(23.479683321965375), np.float64(16.316884406683183), np.float64(17.402387296177903)]]"
11,12,"[[np.float64(1.511751592143282), np.float64(1.6724372703254746), np.float64(1.5965655997891177), np.float64(1.3776731425600195), np.float64(1.1175212252958993)], [np.float64(4.953928269446908), np.float64(6.265141158130814), np.float64(5.122251748326786), np.float64(3.253542316216673), np.float64(2.523518333958307)], [np.float64(7.230486222094817), np.float64(7.8874828895926665), np.float64(7.449182589582944), np.float64(7.104874807851333), np.float64(5.498348817617925)], [np.float64(56.301803983111746), np.float64(68.48866102998865), np.float64(52.494999536815136), np.float64(52.99513388089806), np.float64(35.85045554132726)], [np.float64(32.20101257926435), np.float64(39.230560533175996), np.float64(27.31234673114989), np.float64(31.845032653400548), np.float64(23.939519659868665)]]","[[np.float64(1.4349700558735927), np.float64(1.6325408824291219), np.float64(1.423447777771061), np.float64(1.2094660844913891), np.float64(1.2205350095854763)], [np.float64(4.646430125175591), np.float64(6.046945785920771), np.float64(4.515812684771197), np.float64(2.8390554951308147), np.float64(2.660974638649821)], [np.float64(6.195204487754415), np.float64(6.94311633271721), np.float64(6.231790182952248), np.float64(5.863126355916591), np.float64(4.768280042414971)], [np.float64(52.39108424897229), np.float64(63.30158225261424), np.float64(50.00824096474792), np.float64(49.05734719630686), np.float64(32.51565917176641)], [np.float64(27.327172586971308), np.float64(33.97458095518147), np.float64(23.17505952216797), np.float64(26.070331611677656), np.float64(19.255429443276288)]]","[[np.float64(1.5135099522071922), np.float64(1.7125499540924416), np.float64(1.5095061856356773), np.float64(1.3035271279149698), np.float64(1.271662236681804)], [np.float64(4.6428409142605895), np.float64(5.887894949271325), np.float64(4.74054535807672), np.float64(2.9426586017551064), np.float64(2.5851217402357793)], [np.float64(6.15921102292196), np.float64(6.832586593239288), np.float64(6.474693094615223), np.float64(5.806559188699944), np.float64(4.354898035766698)], [np.float64(52.80146824460386), np.float64(61.94358158264928), np.float64(54.84430165931635), np.float64(48.13502157326761), np.float64(29.783578492922548)], [np.float64(27.80925783952381), np.float64(33.81478594816742), np.float64(27.370190568918023), np.float64(24.40451309643139), np.float64(16.493406532463446)]]"
12,13,"[[np.float64(1.4958079670524294), np.float64(1.6974494039847627), np.float64(1.4337305994225686), np.float64(1.3930143426458146), np.float64(1.373236438096122)], [np.float64(4.033893219599449), np.float64(4.538949432772349), np.float64(4.4034834726712715), np.float64(3.545852234941705), np.float64(3.068074662206673)], [np.float64(6.720570619692494), np.float64(6.924477693170352), np.float64(6.730145115180516), np.float64(8.052820799429204), np.float64(5.0827665034613885)], [np.float64(55.39860108223805), np.float64(66.22419372810343), np.float64(57.80763041764249), np.float64(56.05248822338), np.float64(30.737222106084715)], [np.float64(29.220174463595615), np.float64(34.63434113511157), np.float64(29.54577886955798), np.float64(29.36705994148517), np.float64(19.364297376151463)]]","[[np.float64(1.411791125447523), np.float64(1.5630653060540332), np.float64(1.42760185637466), np.float64(1.121812797088281), np.float64(1.3902850277229726)], [np.float64(3.566031892665761), np.float64(3.9295489137795654), np.float64(4.127267827589837), np.float64(2.8704835725312594), np.float64(2.632609657194766)], [np.float64(5.651011912798809), np.float64(6.26743371030557), np.float64(5.3907701620523785), np.float64(6.375506263633709), np.float64(4.407357542867357)], [np.float64(50.77391628845223), np.float64(63.51567390237365), np.float64(50.64741296429871), np.float64(49.29823734170394), np.float64(28.847239849499463)], [np.float64(25.54674494179425), np.float64(31.5370653938652), np.float64(25.053571981207348), np.float64(24.189516218821176), np.float64(17.26771403719508)]]","[[np.float64(1.553390058427114), np.float64(1.6360587587424922), np.float64(1.6380839205923687), np.float64(1.3641525716289813), np.float64(1.4648014860551704)], [np.float64(3.6528049640464735), np.float64(3.9870498201101165), np.float64(4.147985214733142), np.float64(3.1460366875217263), np.float64(2.7521539108717175)], [np.float64(5.721918367707974), np.float64(6.203592812173161), np.float64(5.639923737446688), np.float64(6.48010492854422), np.float64(4.3887930674221804)], [np.float64(54.442398095777484), np.float64(66.55970925202205), np.float64(55.811089755234626), np.float64(53.558107996317965), np.float64(30.720016098443875)], [np.float64(25.670670395467592), np.float64(31.71652740065778), np.float64(25.574170007074937), np.float64(23.756617852508448), np.float64(17.104820033418196)]]"
13,14,"[[np.float64(1.5242031887211733), np.float64(1.6489115571882929), np.float64(1.578304308837766), np.float64(1.5378290227873082), np.float64(1.122596854477833)], [np.float64(4.808735896761703), np.float64(6.397956179635109), np.float64(3.8487820052150163), np.float64(4.4300791152373655), np.float64(2.5606025803088572)], [np.float64(7.3060151686882575), np.float64(7.447252144707009), np.float64(7.199136755865216), np.float64(8.738247303934854), np.float64(5.890351178623579)], [np.float64(64.26333140824184), np.float64(77.96496259746719), np.float64(59.347184832950624), np.float64(65.66243772452869), np.float64(37.036975479045445)], [np.float64(31.434070554047462), np.float64(36.99840581701477), np.float64(30.096515288150865), np.float64(31.570999088521848), np.float64(20.177016284249316)]]","[[np.float64(1.4613020222466857), np.float64(1.5888374302111248), np.float64(1.4923965307603053), np.float64(1.4921169076826855), np.float64(1.0853435240784384)], [np.float64(4.398111704767541), np.float64(5.798256606481263), np.float64(3.715623149290606), np.float64(3.8011477399209768), np.float64(2.3917705242585527)], [np.float64(6.134211958734218), np.float64(6.5844490703776515), np.float64(6.0058196369982655), np.float64(6.938081850910644), np.float64(4.644571334126255)], [np.float64(56.588270194797126), np.float64(69.209638044787), np.float64(52.50027465317995), np.float64(55.46357466527492), np.float64(32.84390808801729)], [np.float64(27.375741983988487), np.float64(33.828407439478745), np.float64(26.272283657632354), np.float64(23.84532276365982), np.float64(15.681434138820896)]]","[[np.float64(1.559499488606095), np.float64(1.7729832445673972), np.float64(1.5644381027658352), np.float64(1.4417139999339348), np.float64(1.1561850735299448)], [np.float64(4.337492001072802), np.float64(5.690418708776243), np.float64(3.5598236237899936), np.float64(3.9378471190596995), np.float64(2.5210471172859634)], [np.float64(5.713167097253749), np.float64(6.354606183613866), np.float64(5.636954731028243), np.float64(5.819768145854219), np.float64(4.318006512060559)], [np.float64(53.89874233900035), np.float64(67.95907741182494), np.float64(48.61312918327914), np.float64(48.10833632575962), np.float64(32.59126869813233)], [np.float64(25.664502668036224), np.float64(32.08860573894554), np.float64(24.702594290635275), np.float64(20.602504202173517), np.float64(14.903958704742783)]]"
14,15,"[[np.float64(1.432226914415915), np.float64(1.5239931549077614), np.float64(1.3770490492313756), np.float64(1.422561040997868), np.float64(1.3900190723056576)], [np.float64(4.52088337965547), np.float64(6.230862479950369), np.float64(3.921522718297914), np.float64(3.2316135703185402), np.float64(3.528851907629843)], [np.float64(6.833850287785971), np.float64(7.452859176516209), np.float64(6.740489459312401), np.float64(7.553551991585411), np.float64(5.262839953671867)], [np.float64(56.66789582060993), np.float64(74.36114645846577), np.float64(45.65707240358104), np.float64(61.47147331085303), np.float64(34.77920840580063)], [np.float64(29.488864802583592), np.float64(35.93772538003004), np.float64(26.154411915603767), np.float64(32.45951020557987), np.float64(20.17282519934232)]]","[[np.float64(1.3740403328737731), np.float64(1.4530115421485899), np.float64(1.3298670932694177), np.float64(1.335034326917811), np.float64(1.3615079232842102)], [np.float64(3.9721574006573803), np.float64(5.4357548669465245), np.float64(3.3547697134519656), np.float64(3.047907148671356), np.float64(3.142178199751366)], [np.float64(5.788710677662457), np.float64(6.750542660385183), np.float64(5.1797993833394225), np.float64(6.109387598511366), np.float64(4.837676933396796)], [np.float64(49.924532953972395), np.float64(66.63621605615744), np.float64(40.84632586137241), np.float64(50.54674799537823), np.float64(31.94282028449495)], [np.float64(24.56908638855308), np.float64(30.935440936319843), np.float64(21.053249143417062), np.float64(26.599897648735162), np.float64(16.367725109385283)]]","[[np.float64(1.4675244453089271), np.float64(1.6883948396607094), np.float64(1.369067583761485), np.float64(1.3488800442336433), np.float64(1.3879505988725611)], [np.float64(4.091913284584315), np.float64(5.354194499589067), np.float64(3.8823054168528883), np.float64(3.166490773489428), np.float64(3.1054243367057865)], [np.float64(5.767136171373456), np.float64(6.753935080144877), np.float64(5.2551843842351555), np.float64(6.096928349147748), np.float64(4.616813194343387)], [np.float64(54.77281898464788), np.float64(77.66448719003027), np.float64(41.51896933916576), np.float64(52.40483815488604), np.float64(31.87341886787288)], [np.float64(25.88671372909426), np.float64(33.81399079874857), np.float64(22.062418162723777), np.float64(27.084819050144223), np.float64(15.710183556332302)]]"
15,16,"[[np.float64(1.4979758143428674), np.float64(1.5384484703884342), np.float64(1.4194784455667546), np.float64(1.510443722901437), np.float64(1.542861776990732)], [np.float64(4.634522187523106), np.float64(5.43777150210886), np.float64(5.00348917782489), np.float64(3.228257400878513), np.float64(3.561410576639199)], [np.float64(6.887421012314829), np.float64(6.774052345066884), np.float64(7.785501163406179), np.float64(7.258143143620867), np.float64(4.997264265618087)], [np.float64(60.72117453937294), np.float64(73.06485194305826), np.float64(66.60180148757033), np.float64(49.33317600270975), np.float64(32.014705066893)], [np.float64(32.323282893073205), np.float64(38.30917504110651), np.float64(34.097569969717895), np.float64(29.43862436653776), np.float64(18.970941754384803)]]","[[np.float64(1.3747634840033915), np.float64(1.4638446081495309), np.float64(1.2472758453337418), np.float64(1.3971139475421286), np.float64(1.4037123289810702)], [np.float64(4.125443043905752), np.float64(4.797547063025314), np.float64(4.341528331944251), np.float64(3.182208260938293), np.float64(3.267212937641121)], [np.float64(6.144608307207328), np.float64(6.163361956758917), np.float64(6.785951410681431), np.float64(6.6759833961634705), np.float64(4.342695415895202)], [np.float64(55.36363749477866), np.float64(66.54557182650262), np.float64(59.048319024112445), np.float64(49.25766727705904), np.float64(29.07763740378689)], [np.float64(28.70630709192293), np.float64(34.98469579226212), np.float64(28.28415719088656), np.float64(26.78431465866639), np.float64(18.326552843602833)]]","[[np.float64(1.6078299927273485), np.float64(1.862124450571118), np.float64(1.531041440793362), np.float64(1.5241954088738774), np.float64(1.3499022377659984)], [np.float64(3.910692015308979), np.float64(4.198773067470993), np.float64(4.362741256901698), np.float64(3.2460559874109656), np.float64(3.1350765517262684)], [np.float64(6.033786569217671), np.float64(5.700223318884242), np.float64(6.960072564411946), np.float64(6.613029388767326), np.float64(4.198290637622103)], [np.float64(57.49587020295049), np.float64(70.53156155161014), np.float64(58.35219055926923), np.float64(51.88497821333413), np.float64(33.127101229685216)], [np.float64(28.095910791776216), np.float64(33.294772398613404), np.float64(28.740621508246374), np.float64(26.573457409082813), np.float64(17.643499947571502)]]"
16,17,"[[np.float64(1.512578635978598), np.float64(1.5909624542295284), np.float64(1.4458745605435754), np.float64(1.5940764804379821), np.float64(1.3953875422301039)], [np.float64(3.79279465625225), np.float64(4.4939572896598445), np.float64(3.5179207129246026), np.float64(3.529269332504894), np.float64(3.137412769313875)], [np.float64(6.9090589805855505), np.float64(7.016866354097678), np.float64(6.840669884222557), np.float64(8.248720380861885), np.float64(5.141853506278853)], [np.float64(56.404254854577474), np.float64(62.36831271366925), np.float64(54.58421884325332), np.float64(68.05137228973781), np.float64(29.55171498930537)], [np.float64(31.840939402213035), np.float64(34.51392425181322), np.float64(33.7540884125218), np.float64(34.045645452524404), np.float64(19.19495170563658)]]","[[np.float64(1.3872513510333104), np.float64(1.577770740473205), np.float64(1.2420044229310223), np.float64(1.4214358484763965), np.float64(1.2253027744924634)], [np.float64(3.373874156779495), np.float64(4.0484197503175645), np.float64(3.0869910639265403), np.float64(3.067356483661282), np.float64(2.824628003894122)], [np.float64(5.768864964041226), np.float64(6.127128972092452), np.float64(5.482276852657085), np.float64(6.711719518676713), np.float64(4.427252278329559)], [np.float64(49.6812253513421), np.float64(53.283603194952256), np.float64(48.668039657552015), np.float64(61.044556872388306), np.float64(27.39541651084683)], [np.float64(26.235400231994902), np.float64(30.212116592824533), np.float64(26.5726739324886), np.float64(27.125491090863097), np.float64(15.368850443276102)]]","[[np.float64(1.3478359736786165), np.float64(1.4944580055629055), np.float64(1.2238278691222604), np.float64(1.3679719624774158), np.float64(1.257328861298368)], [np.float64(3.3629934740937837), np.float64(3.9841663655996182), np.float64(3.2274580024526953), np.float64(2.892143739427968), np.float64(2.839386553699681)], [np.float64(5.421858467541423), np.float64(5.790528714159948), np.float64(4.918349106662861), np.float64(6.501904953880704), np.float64(4.246293818838879)], [np.float64(50.84354671126797), np.float64(56.08395705731446), np.float64(48.17656406266084), np.float64(60.78503367349826), np.float64(31.065219153391908)], [np.float64(25.037932450399214), np.float64(29.172582338820476), np.float64(25.17489485600384), np.float64(25.418381487724314), np.float64(14.878522917902425)]]"
17,18,"[[np.float64(1.4196600713891379), np.float64(1.3475221618070743), np.float64(1.5452580276591477), np.float64(1.444172302391093), np.float64(1.2818701160586743)], [np.float64(3.645178160603257), np.float64(3.8629296867166314), np.float64(3.9916576537849773), np.float64(3.2729463749666365), np.float64(2.927712438638497)], [np.float64(6.180499762452674), np.float64(6.851234459640503), np.float64(5.88547331677255), np.float64(6.637404199176033), np.float64(5.026806702320285)], [np.float64(51.069235814045804), np.float64(61.20847262091824), np.float64(51.97871747873493), np.float64(45.97031554256198), np.float64(33.21455713898019)], [np.float64(27.71357447975291), np.float64(32.98516003088717), np.float64(26.29116209491281), np.float64(27.12934769813282), np.float64(20.56888961446535)]]","[[np.float64(1.368177749066194), np.float64(1.3317302322259843), np.float64(1.4496861887459305), np.float64(1.3944433122790685), np.float64(1.2560571460433674)], [np.float64(3.566533686479893), np.float64(3.7193517851971407), np.float64(4.038488004410697), np.float64(3.218682165980228), np.float64(2.6558593710840896)], [np.float64(5.18651524753752), np.float64(5.768619532579647), np.float64(4.918840565476717), np.float64(5.544562506261169), np.float64(4.2459341324064)], [np.float64(44.75102219863341), np.float64(53.36390702311952), np.float64(44.50200272669913), np.float64(42.71395640397501), np.float64(29.52957972540596)], [np.float64(23.656865407066352), np.float64(29.49976007804907), np.float64(20.993678753835788), np.float64(23.539298813384196), np.float64(16.626551505521572)]]","[[np.float64(1.3797864988368163), np.float64(1.327226986951051), np.float64(1.488893927969283), np.float64(1.4574193588019213), np.float64(1.1867410417325488)], [np.float64(3.4330408283998533), np.float64(3.6022214075671006), np.float64(3.753723679948521), np.float64(3.197381413399827), np.float64(2.7282397828920937)], [np.float64(5.000615722488194), np.float64(5.364090353764281), np.float64(5.011821818036025), np.float64(5.232261964667228), np.float64(4.100451920462629)], [np.float64(44.856075913674744), np.float64(53.38747816588922), np.float64(45.88508242259093), np.float64(40.31344373222169), np.float64(29.720454491326183)], [np.float64(22.15800567979531), np.float64(27.092562076925503), np.float64(20.054002726850886), np.float64(22.423865319191094), np.float64(15.747098702453851)]]"
18,19,"[[np.float64(1.5368052885417047), np.float64(1.493574337442997), np.float64(1.634966451047352), np.float64(1.7208976846753132), np.float64(1.2131124971010585)], [np.float64(4.159696457669442), np.float64(4.44860521261149), np.float64(4.590794708300145), np.float64(3.4089610560061034), np.float64(3.5917065802683488)], [np.float64(6.041273971191232), np.float64(5.9737500378772035), np.float64(6.3614270145242315), np.float64(6.376065019394403), np.float64(5.21720172035926)], [np.float64(46.98790765767143), np.float64(45.66142713165698), np.float64(53.52968191796356), np.float64(48.71221750314788), np.float64(34.0017400039992)], [np.float64(26.55020893392079), np.float64(27.488766053407748), np.float64(30.30646385410995), np.float64(24.524240348746567), np.float64(19.48802388133136)]]","[[np.float64(1.44202486398065), np.float64(1.4174017229502678), np.float64(1.6029775183522086), np.float64(1.466468144652509), np.float64(1.146268020512773)], [np.float64(3.857155388118321), np.float64(4.051034827302531), np.float64(4.382235893358639), np.float64(3.0412795081670465), np.float64(3.3057703710655946)], [np.float64(5.166144080819072), np.float64(5.280966905365494), np.float64(5.557773195927217), np.float64(5.4687021181876805), np.float64(3.8681618788267103)], [np.float64(41.75943134422548), np.float64(41.76235917691193), np.float64(48.41838933223968), np.float64(41.47408338751204), np.float64(28.003525246142125)], [np.float64(21.70510300395791), np.float64(21.371263141635314), np.float64(26.045973726528285), np.float64(20.623215631388334), np.float64(14.045567646285853)]]","[[np.float64(1.520635763173739), np.float64(1.4845826108212428), np.float64(1.6773080913141913), np.float64(1.5660824828626825), np.float64(1.2323836382598985)], [np.float64(3.8381455071144397), np.float64(4.1105194210528655), np.float64(4.275852535423469), np.float64(3.0604313457999135), np.float64(3.295793547268171)], [np.float64(5.101034959062451), np.float64(5.142821413115854), np.float64(5.4926341672156695), np.float64(5.529838896335323), np.float64(3.7728361080651176)], [np.float64(43.71778426891748), np.float64(44.71317109783027), np.float64(49.94465274746887), np.float64(46.09348906173729), np.float64(24.95506657498643)], [np.float64(21.707730193748052), np.float64(21.53856098282576), np.float64(25.444229921556914), np.float64(22.083547977166603), np.float64(13.346990947664821)]]"
19,20,"[[np.float64(1.5095590891643769), np.float64(1.4101810636596688), np.float64(1.6299862149774027), np.float64(1.7368204596155803), np.float64(1.2535842644422155)], [np.float64(4.491593114754385), np.float64(5.042908729215072), np.float64(4.559229229022731), np.float64(4.2880724010322595), np.float64(3.3847678494552715)], [np.float64(6.930789297245548), np.float64(7.5220300246135965), np.float64(6.207451739974306), np.float64(7.53434858590414), np.float64(6.308486877256584)], [np.float64(58.747834122480434), np.float64(69.01105461200626), np.float64(51.924210620972715), np.float64(61.456414677135434), np.float64(44.66165453366595)], [np.float64(29.994082634598605), np.float64(34.085009155664736), np.float64(26.516276340829272), np.float64(33.23931398661549), np.float64(23.57929539724201)]]","[[np.float64(1.3611697781727092), np.float64(1.3460262146869164), np.float64(1.4491958359175399), np.float64(1.489790608787967), np.float64(1.1075933902615505)], [np.float64(4.036659876649405), np.float64(4.680768344191464), np.float64(4.165492257925333), np.float64(3.5503903821533767), np.float64(2.814015582247973)], [np.float64(5.9489474462879555), np.float64(6.605504783388605), np.float64(5.3690621842288335), np.float64(6.9964550903592375), np.float64(4.355558392393394)], [np.float64(51.9259693456868), np.float64(59.53196057168074), np.float64(46.82653679885678), np.float64(59.61207670604932), np.float64(34.83953823627391)], [np.float64(26.056181647487787), np.float64(30.167896817281616), np.float64(23.111273107700722), np.float64(29.88127932672863), np.float64(17.417691358445907)]]","[[np.float64(1.40098096692), np.float64(1.379737306668221), np.float64(1.5096858174047336), np.float64(1.4901683406648003), np.float64(1.165356633001411)], [np.float64(3.8881993438431204), np.float64(4.664354491861129), np.float64(3.876482346705671), np.float64(3.250288820929084), np.float64(2.72701697929001)], [np.float64(5.825620700859993), np.float64(6.4692612948963735), np.float64(5.017334752381089), np.float64(7.029005902316014), np.float64(4.450901212876234)], [np.float64(53.69350776370015), np.float64(63.91563752233785), np.float64(46.320426285757726), np.float64(60.81290178472267), np.float64(34.14155399577163)], [np.float64(25.62774196893648), np.float64(30.5609076214833), np.float64(21.64997387243575), np.float64(29.415753385866694), np.float64(16.44792388113682)]]"
20,21,"[[np.float64(1.5288317370101374), np.float64(1.564844251144539), np.float64(1.605465053166502), np.float64(1.545443654305902), np.float64(1.3200748095035002)], [np.float64(4.026385230502148), np.float64(4.16177905149221), np.float64(4.340986773856995), np.float64(3.5135476938392634), np.float64(3.678183818587186)], [np.float64(6.687168129706362), np.float64(7.01462913644482), np.float64(7.319718573175819), np.float64(6.814522819326435), np.float64(4.724758985947095)], [np.float64(57.36572028351919), np.float64(66.2944059871989), np.float64(63.475234037768395), np.float64(49.997224925873745), np.float64(32.39589581992259)], [np.float64(29.391625238938108), np.float64(32.25238791223971), np.float64(31.77386514415029), np.float64(29.144269313255606), np.float64(19.228656268541844)]]","[[np.float64(1.425959266917855), np.float64(1.477531283848942), np.float64(1.5246274113766776), np.float64(1.4596384501923976), np.float64(1.1226048213902233)], [np.float64(3.747775544182426), np.float64(4.206505960248832), np.float64(3.9995079878999125), np.float64(2.9364477352028118), np.float64(3.119225813951916)], [np.float64(5.716415274708307), np.float64(6.165102967123849), np.float64(5.936878474393715), np.float64(5.966200333591965), np.float64(4.225026403712762)], [np.float64(50.762796016041094), np.float64(58.42666743978639), np.float64(52.84152382028033), np.float64(48.58621399871863), np.float64(33.19890130126555)], [np.float64(26.32023637962965), np.float64(30.675022606494263), np.float64(26.565565210198674), np.float64(25.198786759056546), np.float64(18.168327537798735)]]","[[np.float64(1.4948979368712685), np.float64(1.4797707417065316), np.float64(1.6055339892176694), np.float64(1.5382928756292196), np.float64(1.28748156735934)], [np.float64(3.687507889261069), np.float64(3.8575300014285663), np.float64(4.2413030080480985), np.float64(3.0348219808424313), np.float64(2.8824062869457348)], [np.float64(5.5709429255105425), np.float64(6.1202638231448026), np.float64(5.632788542914895), np.float64(5.796445757490688), np.float64(4.211387157727843)], [np.float64(51.24973755066747), np.float64(60.39454254504356), np.float64(52.46788981850304), np.float64(46.53560328754087), np.float64(34.70777672454212)], [np.float64(25.39570825765026), np.float64(29.99051844047937), np.float64(24.897355745697595), np.float64(25.139713595835016), np.float64(17.178731839324634)]]"
21,22,"[[np.float64(1.4838598810496513), np.float64(1.6518262526721428), np.float64(1.532905646975075), np.float64(1.2207057392428788), np.float64(1.3340828924685681)], [np.float64(4.104971337997685), np.float64(4.8697431020487505), np.float64(4.23074419363981), np.float64(3.031806419365187), np.float64(3.3644324178755274)], [np.float64(7.065128199274892), np.float64(8.026543437595036), np.float64(6.837425010734248), np.float64(6.970056701704582), np.float64(5.708544241754284)], [np.float64(59.849736058175544), np.float64(78.84645011852687), np.float64(53.76354431654884), np.float64(53.57171995197743), np.float64(34.35448819354568)], [np.float64(31.866981550590896), np.float64(40.721326453980424), np.float64(27.87920465573759), np.float64(29.372097766861202), np.float64(23.328427743086852)]]","[[np.float64(1.3844065476399257), np.float64(1.627217165986816), np.float64(1.3957521424668335), np.float64(1.0813852138784503), np.float64(1.1875653894019136)], [np.float64(3.672059202150554), np.float64(4.48570492794938), np.float64(3.6602417417243385), np.float64(2.784482399850175), np.float64(2.9110253179217627)], [np.float64(5.817588024802058), np.float64(6.757000091593942), np.float64(5.609607797177133), np.float64(5.756472999995486), np.float64(4.350254787877154)], [np.float64(54.156588673211466), np.float64(76.34015340584001), np.float64(43.85263669961824), np.float64(45.86224656834467), np.float64(28.98509436449505)], [np.float64(27.25664855354744), np.float64(37.40871264347726), np.float64(21.78686654071037), np.float64(23.880088414849542), np.float64(18.13675105976772)]]","[[np.float64(1.4774102873798896), np.float64(1.6320633877228905), np.float64(1.4931461629228828), np.float64(1.2779098445056696), np.float64(1.3646600167897005)], [np.float64(3.6355757979674475), np.float64(4.280541056087183), np.float64(3.683265501900251), np.float64(3.0897805345677125), np.float64(2.7811214855995843)], [np.float64(5.628152399275681), np.float64(6.54793016416709), np.float64(5.339363495155046), np.float64(5.762517661589807), np.float64(4.114231483975865)], [np.float64(52.901201133747385), np.float64(70.97223263169742), np.float64(46.28275111513889), np.float64(47.09478839047511), np.float64(29.45500512067071)], [np.float64(25.701848940402662), np.float64(34.031338174003665), np.float64(21.744781156540167), np.float64(23.949709998867384), np.float64(16.37176987820109)]]"
22,23,"[[np.float64(1.5052928681216047), np.float64(1.6299681471637204), np.float64(1.5555920687277343), np.float64(1.3597103670671513), np.float64(1.3914117056896487)], [np.float64(3.8216903109525733), np.float64(3.950567031319209), np.float64(4.3773767756574005), np.float64(3.0600692009626003), np.float64(3.413354999934362)], [np.float64(6.248914043708953), np.float64(7.2403236783906), np.float64(6.646487606184597), np.float64(5.591084957158694), np.float64(4.756673678799305)], [np.float64(49.958267159195266), np.float64(64.36090140715964), np.float64(52.1907797149834), np.float64(39.44546684626883), np.float64(31.536848087749515)], [np.float64(26.939637336628792), np.float64(35.10890048396061), np.float64(26.0401540325111), np.float64(22.374754034361104), np.float64(19.172851644508142)]]","[[np.float64(1.4036068935677577), np.float64(1.4969915211004945), np.float64(1.3947692497512958), np.float64(1.3466768975748509), np.float64(1.3444513166970715)], [np.float64(3.5816601238651646), np.float64(4.016795239290044), np.float64(4.016514507508048), np.float64(2.6517453663514874), np.float64(3.0394538330758736)], [np.float64(5.549453080520821), np.float64(6.320507682161221), np.float64(5.504332515644505), np.float64(5.5130691811387456), np.float64(4.565128031337271)], [np.float64(47.01902387376189), np.float64(58.07048173244634), np.float64(49.14336079011675), np.float64(43.079132570394265), np.float64(29.0014974789794)], [np.float64(23.27442161816079), np.float64(29.040318484379966), np.float64(21.61648038181049), np.float64(23.73985143019203), np.float64(16.181648281587908)]]","[[np.float64(1.4792875058738737), np.float64(1.7408100372870183), np.float64(1.454781823309829), np.float64(1.2841802256446295), np.float64(1.3112176883098277)], [np.float64(3.8897954441312605), np.float64(4.507345319753451), np.float64(4.260033358666858), np.float64(2.861410731231083), np.float64(3.2580826041933473)], [np.float64(5.355854966480495), np.float64(6.021790047154776), np.float64(5.568831456104672), np.float64(5.184409635131573), np.float64(4.24371976487419)], [np.float64(46.54433280861487), np.float64(55.233004055025816), np.float64(51.45495398768598), np.float64(40.60888444756067), np.float64(29.884166343157023)], [np.float64(23.466553133593862), np.float64(28.90670270282527), np.float64(24.29508328873445), np.float64(21.029797012516887), np.float64(15.691228959924668)]]"
