,seed,regression,xgboost,cnn
10,11,"[[np.float64(1.3993554490926268), np.float64(1.3581554404928557), np.float64(1.4611629660819323), np.float64(1.5523514385795898), np.float64(1.199637805803823)], [np.float64(3.532026398533605), np.float64(3.706131598286117), np.float64(3.5504143837310496), np.float64(3.56444722698628), np.float64(3.2142709874246256)], [np.float64(6.024322860053277), np.float64(5.982233819601566), np.float64(6.523229781503721), np.float64(5.260800962275003), np.float64(5.990453138131138)], [np.float64(46.077375469348716), np.float64(51.24216199736328), np.float64(51.99198211186312), np.float64(34.66540332196702), np.float64(37.954564947557955)], [np.float64(27.317717136494093), np.float64(29.739639094319735), np.float64(30.226967965874213), np.float64(21.541456836378977), np.float64(23.95544753950591)]]","[[np.float64(1.298877687448754), np.float64(1.3096318033550134), np.float64(1.3319089076546589), np.float64(1.3957121426308634), np.float64(1.1313336033793169)], [np.float64(3.2342542774531586), np.float64(3.2874602594550755), np.float64(3.2691427400026685), np.float64(3.1204225340284886), np.float64(3.212848581041967)], [np.float64(4.906040801290643), np.float64(4.766172489552969), np.float64(5.334668311522892), np.float64(4.388595826010289), np.float64(4.901015295356598)], [np.float64(42.180021165824954), np.float64(43.99025033659787), np.float64(49.169619325281715), np.float64(32.77520981879358), np.float64(35.91112144732226)], [np.float64(22.405192778333166), np.float64(22.4821462525007), np.float64(25.873278449822912), np.float64(17.952364521257113), np.float64(20.50791117093482)]]","[[np.float64(1.3617047861387717), np.float64(1.418873787226217), np.float64(1.407481111494758), np.float64(1.4207716960324135), np.float64(1.139247911388481)], [np.float64(3.1047363623059634), np.float64(3.2829216346807963), np.float64(3.118600578652875), np.float64(3.0530699735801834), np.float64(2.869985957645395)], [np.float64(4.707503383406107), np.float64(4.416059746361871), np.float64(4.93160209953431), np.float64(4.650724828391781), np.float64(4.815277588638896)], [np.float64(40.84019250663032), np.float64(40.55440388727234), np.float64(46.09086599368661), np.float64(36.97267871896924), np.float64(36.27376982116109)], [np.float64(21.143322747207417), np.float64(21.2602642803158), np.float64(23.86472653562185), np.float64(18.183335430876724), np.float64(19.239296010968474)]]"
11,12,"[[np.float64(1.3157801498372823), np.float64(1.3846755911022919), np.float64(1.4547085910308368), np.float64(1.2270820207426947), np.float64(1.0526499774129836)], [np.float64(3.6177983354302086), np.float64(4.0471619393341145), np.float64(4.1340287175460695), np.float64(2.9455396999971244), np.float64(2.6313370392345696)], [np.float64(5.7966623831406565), np.float64(5.93733563901543), np.float64(5.506955513486315), np.float64(6.537956029415854), np.float64(5.056576618798223)], [np.float64(43.60354654149002), np.float64(52.10250146052486), np.float64(36.757227738224785), np.float64(49.6011098135993), np.float64(29.36031359746346)], [np.float64(25.435557826476767), np.float64(30.365627937533876), np.float64(22.37892208391187), np.float64(27.804363251769264), np.float64(17.50102549883724)]]","[[np.float64(1.2238099925631514), np.float64(1.354607570837503), np.float64(1.3352645784157426), np.float64(1.0554940535577306), np.float64(0.990443480874073)], [np.float64(3.1397309163914335), np.float64(3.4393481935998227), np.float64(3.721744241210506), np.float64(2.628306924070834), np.float64(2.0089828249121124)], [np.float64(4.995193855643696), np.float64(5.497814740990585), np.float64(4.693615567458524), np.float64(5.414446589448816), np.float64(4.043697940527597)], [np.float64(42.83139955775331), np.float64(54.781120411344325), np.float64(36.39755989717703), np.float64(44.647614984824195), np.float64(25.583694809300965)], [np.float64(22.962312926390414), np.float64(28.40338258806355), np.float64(20.258244605674093), np.float64(24.104001970019524), np.float64(14.77081633643099)]]","[[np.float64(1.3257760227340218), np.float64(1.4765397794935244), np.float64(1.4800348994743087), np.float64(1.0992331688772037), np.float64(1.0356117495147488)], [np.float64(3.042801875816276), np.float64(3.4199770148633206), np.float64(3.402478484806996), np.float64(2.5784922449505028), np.float64(2.2215655518842956)], [np.float64(5.063529679935732), np.float64(5.529503166713704), np.float64(4.467760696414981), np.float64(5.940189596566821), np.float64(3.965610586606431)], [np.float64(41.98130544117299), np.float64(51.739177620783444), np.float64(34.65927942461469), np.float64(47.10353787191731), np.float64(26.536897438108355)], [np.float64(22.722297116956984), np.float64(26.84854931442959), np.float64(19.816393746673604), np.float64(25.942479452551197), np.float64(14.605479349468524)]]"
12,13,"[[np.float64(1.3295571919909492), np.float64(1.4961150562783285), np.float64(1.3746937979470641), np.float64(1.1110929735898236), np.float64(1.1879109516073465)], [np.float64(3.6182777531637482), np.float64(4.34592227017383), np.float64(3.502043371014991), np.float64(3.1218758334661674), np.float64(2.95037937842933)], [np.float64(5.893495312265281), np.float64(6.332626714945887), np.float64(6.011267358529063), np.float64(5.673621092506125), np.float64(5.207008407742142)], [np.float64(44.4809078648738), np.float64(51.68096942973799), np.float64(45.87990582155882), np.float64(42.09658773999347), np.float64(30.81390628218603)], [np.float64(26.609155765225488), np.float64(31.848584653345085), np.float64(26.759594098921905), np.float64(22.808735923918118), np.float64(20.385032689792464)]]","[[np.float64(1.241145951423359), np.float64(1.4090045383576235), np.float64(1.30880190009449), np.float64(1.0120273768811168), np.float64(1.0661255559817284)], [np.float64(3.119736249230366), np.float64(3.681919881507537), np.float64(3.1516816101292626), np.float64(2.5481139337474947), np.float64(2.614928117875839)], [np.float64(5.135851491503604), np.float64(5.48287026183523), np.float64(5.344817682253664), np.float64(5.135561003999358), np.float64(4.207866232175787)], [np.float64(42.17893578161476), np.float64(48.831120259130884), np.float64(44.5637116781063), np.float64(39.72294149063427), np.float64(27.689030917094783)], [np.float64(22.603636572217443), np.float64(26.01224949125109), np.float64(23.393359421654676), np.float64(21.44884041251965), np.float64(16.053089196924596)]]","[[np.float64(1.3013964472881294), np.float64(1.4225140717685238), np.float64(1.3926728431699864), np.float64(1.1705377800785948), np.float64(1.082416715620975)], [np.float64(3.2453991935462514), np.float64(3.725833446934256), np.float64(3.1480187888731055), np.float64(2.9367663966423847), np.float64(2.858487399041966)], [np.float64(4.749349636076542), np.float64(4.980094913777203), np.float64(4.882396409742908), np.float64(4.818117523064627), np.float64(4.084966773641773)], [np.float64(41.09874014848766), np.float64(47.56046193297555), np.float64(40.71827922898435), np.float64(40.6753762689717), np.float64(29.818716767745265)], [np.float64(21.588992791154347), np.float64(24.586940611893567), np.float64(22.279956691304058), np.float64(20.66925965975083), np.float64(15.841800338404907)]]"
13,14,"[[np.float64(1.4131090691420736), np.float64(1.4249043564569412), np.float64(1.429568946894855), np.float64(1.4178879272311717), np.float64(1.353672680363079)], [np.float64(3.3511675683056317), np.float64(3.533160727104627), np.float64(3.6839348020058806), np.float64(2.8565040081285034), np.float64(2.756573433505735)], [np.float64(5.911570077196981), np.float64(6.721315531504447), np.float64(5.622411738059259), np.float64(5.802607579697126), np.float64(4.797377618909717)], [np.float64(45.51988653940445), np.float64(53.96132394560595), np.float64(44.27289107481552), np.float64(45.80927928883254), np.float64(25.657233877681996)], [np.float64(27.11156997274179), np.float64(32.474960622103055), np.float64(26.33492897572786), np.float64(23.799117245384615), np.float64(19.387660924892188)]]","[[np.float64(1.3355325303469676), np.float64(1.3249658904447423), np.float64(1.331558968517964), np.float64(1.4059171619258135), np.float64(1.2889653097672777)], [np.float64(3.0209408722776327), np.float64(3.137309089074443), np.float64(3.433618680373115), np.float64(2.6080379992858767), np.float64(2.2708405431777954)], [np.float64(4.96079137214106), np.float64(5.57879993000953), np.float64(4.990197247072363), np.float64(4.788662784394052), np.float64(3.6589381228066977)], [np.float64(41.401178451204615), np.float64(45.210578969210566), np.float64(46.33933305988653), np.float64(38.77080163429225), np.float64(22.21970573781591)], [np.float64(22.898309560113823), np.float64(24.68738805493564), np.float64(26.06951507396131), np.float64(19.404572118481568), np.float64(14.933098692355552)]]","[[np.float64(1.5315308979759166), np.float64(1.7067905624811084), np.float64(1.4358453225800727), np.float64(1.4820429255888627), np.float64(1.3953768340439663)], [np.float64(3.132930851464494), np.float64(3.5780520597372525), np.float64(3.109478172238744), np.float64(2.796956266361265), np.float64(2.5356343249329236)], [np.float64(4.857215049360334), np.float64(5.38521043381638), np.float64(4.8431340060195165), np.float64(4.782237704984374), np.float64(3.782010324780988)], [np.float64(42.837745144991324), np.float64(48.04555235662967), np.float64(45.359190026654474), np.float64(42.098896970608735), np.float64(24.18981927853142)], [np.float64(22.08265585350473), np.float64(25.269326939698193), np.float64(23.593066229647476), np.float64(19.189664870533562), np.float64(13.904805192372688)]]"
14,15,"[[np.float64(1.2700608015762405), np.float64(1.2476332028480326), np.float64(1.3352033816420457), np.float64(1.2644139560621064), np.float64(1.2063251340630141)], [np.float64(3.2820752268836775), np.float64(3.966483994337692), np.float64(3.034643722380835), np.float64(2.771017704147556), np.float64(2.5563936192660544)], [np.float64(5.620154141036263), np.float64(5.581397732377053), np.float64(5.912342619951001), np.float64(4.765345928745573), np.float64(5.931184377681177)], [np.float64(45.13097448147783), np.float64(47.14564312915142), np.float64(47.9453236005912), np.float64(36.287929022477776), np.float64(43.73555626893532)], [np.float64(25.852162944544425), np.float64(29.373607525994387), np.float64(25.084680063311204), np.float64(19.509856450495445), np.float64(24.935543304233416)]]","[[np.float64(1.1937118218093916), np.float64(1.2132860609517226), np.float64(1.263796940456923), np.float64(1.201843429252363), np.float64(1.0137790911952653)], [np.float64(3.1992973345485667), np.float64(4.03153136856599), np.float64(2.927837107182253), np.float64(2.4520017418745716), np.float64(2.2697473123872784)], [np.float64(4.751255160882713), np.float64(4.879385904158178), np.float64(5.062159979847236), np.float64(3.5496542406612046), np.float64(4.9448729772645965)], [np.float64(40.04129371157021), np.float64(40.5676776829574), np.float64(43.420031605922865), np.float64(28.8665585099225), np.float64(42.127885730401886)], [np.float64(21.19558959206551), np.float64(22.125636926246273), np.float64(22.673752971749167), np.float64(15.945038226079783), np.float64(21.10859193385807)]]","[[np.float64(1.2401769809566277), np.float64(1.2508160563750015), np.float64(1.297044635707909), np.float64(1.3217195696448272), np.float64(1.024586176726636)], [np.float64(2.9901873965384795), np.float64(3.7146032058362164), np.float64(2.629289440672705), np.float64(2.6344286011921523), np.float64(2.157563381513954)], [np.float64(4.671235486767121), np.float64(4.942625454854894), np.float64(4.743255372377077), np.float64(3.663456611901306), np.float64(4.843835032395215)], [np.float64(40.90124767793397), np.float64(44.23161106897649), np.float64(41.90472759560236), np.float64(31.771369277254244), np.float64(40.01848913201379)], [np.float64(20.99892965664988), np.float64(22.752025438345385), np.float64(21.724703329635044), np.float64(15.82663818030569), np.float64(20.439458618700197)]]"
15,16,"[[np.float64(1.356589781160466), np.float64(1.2994405753524967), np.float64(1.3074358294946562), np.float64(1.6942887578446981), np.float64(1.2334024323211399)], [np.float64(3.4407090286239344), np.float64(3.570375198978024), np.float64(3.6162410641991234), np.float64(3.287880223768648), np.float64(3.0346850991810768)], [np.float64(6.21101873111623), np.float64(6.358427213197074), np.float64(6.331953301126902), np.float64(6.8635448434525355), np.float64(5.201253902588341)], [np.float64(46.92089905518358), np.float64(50.712227176673174), np.float64(49.281833682437345), np.float64(47.53205562344477), np.float64(35.18776574840559)], [np.float64(27.566407435612387), np.float64(29.40521320475521), np.float64(29.449489730252047), np.float64(28.42770014759968), np.float64(19.812932514181902)]]","[[np.float64(1.2931645097136202), np.float64(1.2308206740664802), np.float64(1.3408197994257354), np.float64(1.4560478154066945), np.float64(1.1690866876555812)], [np.float64(3.291437635297966), np.float64(3.4786306211299682), np.float64(3.4985235381345445), np.float64(2.9875834852076033), np.float64(2.836899721001279)], [np.float64(5.282202375452588), np.float64(5.444075542475116), np.float64(5.625263698342103), np.float64(5.545825978021145), np.float64(4.129835889139399)], [np.float64(43.05563697312791), np.float64(47.29485146122742), np.float64(44.57442830724756), np.float64(43.705461293290114), np.float64(32.060101640009435)], [np.float64(23.07530428920087), np.float64(25.398425301127507), np.float64(24.253152482624344), np.float64(23.40026029429764), np.float64(16.22535837808685)]]","[[np.float64(1.4959278542696262), np.float64(1.5561138359542779), np.float64(1.4138564298009637), np.float64(1.4536424633059322), np.float64(1.5664181108369912)], [np.float64(3.322559937281246), np.float64(3.770936395971117), np.float64(3.2208854834760636), np.float64(2.617258578236345), np.float64(3.2463309786516774)], [np.float64(4.951927486269602), np.float64(4.927010515571457), np.float64(5.020587825568903), np.float64(5.417692720440289), np.float64(4.493767600677882)], [np.float64(41.94436731981691), np.float64(45.61402353430927), np.float64(41.55604146870896), np.float64(44.619601021580806), np.float64(34.18730450282201)], [np.float64(22.530881789852053), np.float64(24.18312371328252), np.float64(23.046598993903874), np.float64(22.7769125099685), np.float64(18.623602681517898)]]"
16,17,"[[np.float64(1.3913119583328464), np.float64(1.4805054221099878), np.float64(1.4413485585485852), np.float64(1.2421703583310812), np.float64(1.2992096247218905)], [np.float64(3.3974970742527484), np.float64(3.6008403060038483), np.float64(3.446276590323033), np.float64(3.076588872746404), np.float64(3.2775006619264917)], [np.float64(5.885986279766693), np.float64(6.155733497826707), np.float64(5.852202978271963), np.float64(6.611253472687604), np.float64(4.77927865341865)], [np.float64(44.82570766211321), np.float64(51.62830393290326), np.float64(43.043195387757706), np.float64(49.96912150478624), np.float64(29.541406978513294)], [np.float64(27.100879329279163), np.float64(30.97747521478964), np.float64(25.326276581304988), np.float64(29.998103139782387), np.float64(20.088189833911436)]]","[[np.float64(1.3511786098133505), np.float64(1.4248324819802183), np.float64(1.4106098164735403), np.float64(1.1973577045742358), np.float64(1.2726302470674387)], [np.float64(3.208987100787741), np.float64(3.591450453600925), np.float64(3.2180887415187054), np.float64(2.6965715322278276), np.float64(2.9982318125512246)], [np.float64(5.1335773524164034), np.float64(5.6545571283056795), np.float64(5.168309250556234), np.float64(5.438246575178844), np.float64(3.864858411497484)], [np.float64(41.081017790215896), np.float64(48.220123887107796), np.float64(40.561798989072976), np.float64(42.455455165688164), np.float64(26.943017754504933)], [np.float64(23.29439570722855), np.float64(27.982762071842153), np.float64(22.446713420525953), np.float64(24.244282061778108), np.float64(14.552010507868037)]]","[[np.float64(1.4098985519217329), np.float64(1.4134866493185563), np.float64(1.4466098796458544), np.float64(1.3835054696677074), np.float64(1.3718229120238097)], [np.float64(3.246195699264), np.float64(3.593978971373626), np.float64(3.2119594070441373), np.float64(3.011458439612519), np.float64(2.9402775102939795)], [np.float64(5.003701960406324), np.float64(5.371090570960015), np.float64(5.115932053710314), np.float64(5.423198539678822), np.float64(3.759817426392529)], [np.float64(41.663400161455996), np.float64(47.01829613775509), np.float64(42.70489697690726), np.float64(42.58662138682433), np.float64(29.17466072276559)], [np.float64(22.795879563393978), np.float64(26.937984953851554), np.float64(21.820214126963542), np.float64(24.88089256714784), np.float64(14.138421445099958)]]"
17,18,"[[np.float64(1.3909735571136637), np.float64(1.4810214696474668), np.float64(1.335517554930502), np.float64(1.4512657047630524), np.float64(1.2617928206654456)], [np.float64(3.7212682836552653), np.float64(4.117000638775731), np.float64(3.748071507297366), np.float64(2.7686082547661757), np.float64(3.513883195501689)], [np.float64(6.2839303301620575), np.float64(6.867456113350348), np.float64(6.052751807291069), np.float64(6.557672091851477), np.float64(5.287063198288708)], [np.float64(47.640721838327075), np.float64(55.528594937323156), np.float64(47.18444411370085), np.float64(46.41865246749726), np.float64(31.50463722685151)], [np.float64(28.6354378663603), np.float64(33.45503206956797), np.float64(26.296922023405433), np.float64(29.17658329385365), np.float64(21.631331566958746)]]","[[np.float64(1.3248379094867897), np.float64(1.4211247353678305), np.float64(1.265261279092402), np.float64(1.3930746472126558), np.float64(1.182139017134006)], [np.float64(3.3593979344439684), np.float64(3.6414620695380227), np.float64(3.411821540086671), np.float64(2.645283187972876), np.float64(3.1986211686555652)], [np.float64(5.1621599194919465), np.float64(5.536419534742492), np.float64(5.117968014458066), np.float64(5.110033594701208), np.float64(4.550086790396412)], [np.float64(41.939246415897834), np.float64(47.74651161547568), np.float64(43.76243572266925), np.float64(38.787797587585075), np.float64(28.11974518477856)], [np.float64(22.653769256435396), np.float64(25.969731921246815), np.float64(22.057142236456695), np.float64(22.773604105859533), np.float64(16.368118539873624)]]","[[np.float64(1.333616347256376), np.float64(1.4912308466232274), np.float64(1.246195150077528), np.float64(1.3338531675064942), np.float64(1.1563746282718128)], [np.float64(3.3116075169967134), np.float64(3.498244002271923), np.float64(3.256218980686948), np.float64(2.959498301332304), np.float64(3.285500446936245)], [np.float64(4.9462234091979544), np.float64(5.228472070947456), np.float64(5.039520017398215), np.float64(4.8296627283326545), np.float64(4.340856779013562)], [np.float64(39.406483277472304), np.float64(42.75812270936561), np.float64(43.70985117732943), np.float64(35.16199178682385), np.float64(27.48068122035247)], [np.float64(21.421742041940757), np.float64(24.276107189113613), np.float64(21.64467739467377), np.float64(19.610287407110153), np.float64(16.35922985871028)]]"
18,19,"[[np.float64(1.4472766754342268), np.float64(1.3727201539760898), np.float64(1.6539796755556264), np.float64(1.3285096421830949), np.float64(1.3053148001654509)], [np.float64(3.749946609551647), np.float64(3.9284208505800753), np.float64(4.24090144764141), np.float64(3.15678930580124), np.float64(2.899292788373045)], [np.float64(5.908927939847684), np.float64(6.18881199144468), np.float64(6.197071790910194), np.float64(5.959010260635322), np.float64(4.499742702103984)], [np.float64(47.00286108095344), np.float64(53.47581777808994), np.float64(50.16327670030968), np.float64(43.26949262557631), np.float64(24.874780154956387)], [np.float64(27.64436912798594), np.float64(32.10207676039272), np.float64(28.27930614668982), np.float64(24.0987914063063), np.float64(18.425759263890072)]]","[[np.float64(1.3526019485347387), np.float64(1.280324903891675), np.float64(1.5790714030516617), np.float64(1.1669851667082072), np.float64(1.2305369038977287)], [np.float64(3.46853790949769), np.float64(3.527575246821282), np.float64(4.074353123534801), np.float64(2.5735651398836437), np.float64(2.9550115913265826)], [np.float64(5.189923599099135), np.float64(5.48117566221275), np.float64(5.51161818508569), np.float64(5.215732785663556), np.float64(3.6517783718231756)], [np.float64(42.67480055348867), np.float64(49.586543208908694), np.float64(44.56515362344437), np.float64(39.39491278508595), np.float64(21.23639663536854)], [np.float64(23.061475286066493), np.float64(27.198590352802523), np.float64(23.650867379358118), np.float64(19.61796696946275), np.float64(14.31829662930552)]]","[[np.float64(1.3714209392773076), np.float64(1.3207622210275016), np.float64(1.5613235826793177), np.float64(1.2442882132532254), np.float64(1.2231435985608783)], [np.float64(3.3127750207699296), np.float64(3.37594938493766), np.float64(3.7971241932476145), np.float64(2.4178098376191985), np.float64(3.080272743822815)], [np.float64(5.041158481712679), np.float64(5.401692057035099), np.float64(5.281856961019413), np.float64(5.0654570469237745), np.float64(3.502413249760576)], [np.float64(41.982732591065044), np.float64(50.02224788171196), np.float64(43.09546167744045), np.float64(37.26320361347413), np.float64(20.767565261319927)], [np.float64(21.995742911525376), np.float64(26.33932494679774), np.float64(22.270323850450065), np.float64(18.095297324630682), np.float64(13.900710900658781)]]"
19,20,"[[np.float64(1.3801192488568454), np.float64(1.5353492633481547), np.float64(1.2829470369388674), np.float64(1.4202803051324715), np.float64(1.2888684122854344)], [np.float64(3.672704882918243), np.float64(3.822655214275663), np.float64(3.826869444503457), np.float64(3.7534606849508765), np.float64(3.0363036146937987)], [np.float64(6.279841810731009), np.float64(7.028778461453371), np.float64(6.097303354168573), np.float64(6.547823511310451), np.float64(5.1743939524549045)], [np.float64(47.31649719742661), np.float64(54.13846203112727), np.float64(47.932163402898055), np.float64(49.97058785296536), np.float64(30.598180084006657)], [np.float64(27.177670380326937), np.float64(31.40404357669306), np.float64(27.552286832667818), np.float64(27.33999041286683), np.float64(18.524294898199475)]]","[[np.float64(1.2961947965716134), np.float64(1.43790389001671), np.float64(1.2375203495650593), np.float64(1.3698722023678365), np.float64(1.1182621981037535)], [np.float64(3.4494352161847615), np.float64(4.0324085344122125), np.float64(3.338843890585051), np.float64(3.3161220291874915), np.float64(2.813074674114177)], [np.float64(5.243668274891017), np.float64(5.526216738166824), np.float64(5.474047132834038), np.float64(5.5186741036925175), np.float64(4.008950152215256)], [np.float64(44.17210700592255), np.float64(48.087612721186574), np.float64(47.7721061117015), np.float64(45.86099024347621), np.float64(26.258085600755788)], [np.float64(23.872003018754434), np.float64(26.554293834665078), np.float64(25.22291396268639), np.float64(24.881894121360958), np.float64(14.584301529687709)]]","[[np.float64(1.3379850725248197), np.float64(1.5058507717090652), np.float64(1.245647501496403), np.float64(1.3241444863787932), np.float64(1.2640784301790202)], [np.float64(3.2347225972957694), np.float64(3.443266345650416), np.float64(3.149345158884272), np.float64(3.472431111571137), np.float64(2.8634189782280592)], [np.float64(5.0023595329512), np.float64(5.325214157941699), np.float64(5.255525460143574), np.float64(5.056734984626885), np.float64(3.8674767049749974)], [np.float64(43.483661382674626), np.float64(46.79307087557868), np.float64(46.733963626847704), np.float64(47.25238228919573), np.float64(25.107536468942)], [np.float64(22.97490577056869), np.float64(26.398526201258278), np.float64(24.212704168482976), np.float64(22.215225769067), np.float64(14.408282342252864)]]"
20,21,"[[np.float64(1.512459432273812), np.float64(1.6498993236726123), np.float64(1.5264915692212808), np.float64(1.487661350174083), np.float64(1.2080127202001154)], [np.float64(3.624059434141814), np.float64(3.837210567506407), np.float64(3.8170684201220646), np.float64(2.9775516254195287), np.float64(3.4679047138873083)], [np.float64(6.095195685096702), np.float64(6.194638473642955), np.float64(6.674893396336475), np.float64(5.8923360970833185), np.float64(4.9753323198309305)], [np.float64(46.735284683466055), np.float64(47.82520153314041), np.float64(55.75927142313189), np.float64(40.25498327694297), np.float64(31.567338273334208)], [np.float64(27.465443013655168), np.float64(29.293094258753044), np.float64(29.61677088042843), np.float64(25.605754708186566), np.float64(21.181929556063483)]]","[[np.float64(1.4094830737733415), np.float64(1.4850938029279803), np.float64(1.475391021202693), np.float64(1.419487408594707), np.float64(1.1028633065251838)], [np.float64(3.3219992448677864), np.float64(3.3402865825894326), np.float64(3.6395118548646272), np.float64(2.9452189460488762), np.float64(3.078071580689867)], [np.float64(5.050111309569645), np.float64(5.240480512137446), np.float64(5.437844181263818), np.float64(4.6713689944529015), np.float64(4.316400901386636)], [np.float64(42.43100043092719), np.float64(43.38392449374731), np.float64(49.104748455486344), np.float64(37.8137588239621), np.float64(31.429913888009832)], [np.float64(22.62564374220388), np.float64(23.45033131203202), np.float64(25.735851335577788), np.float64(20.066597029884278), np.float64(17.207919313201515)]]","[[np.float64(1.4546206949359197), np.float64(1.5321990609842389), np.float64(1.5342429315109973), np.float64(1.4192444772256931), np.float64(1.1717582858549)], [np.float64(3.1395986846603834), np.float64(3.1449108379335713), np.float64(3.5013329115648744), np.float64(2.85345923878043), np.float64(2.734543212162459)], [np.float64(4.977216645829625), np.float64(5.101564228216516), np.float64(5.373244363381699), np.float64(4.595133278157747), np.float64(4.378509696034792)], [np.float64(43.50819748781008), np.float64(44.6437547775591), np.float64(50.183494747055995), np.float64(37.52241715599655), np.float64(33.73431197370151)], [np.float64(22.776310844366243), np.float64(23.34010383725343), np.float64(26.138540103669396), np.float64(19.588892447564113), np.float64(18.125232954977008)]]"
21,22,"[[np.float64(1.3650044874795626), np.float64(1.4260260998206429), np.float64(1.46944939993878), np.float64(1.2715260900536047), np.float64(1.1797113671904849)], [np.float64(3.529101294403219), np.float64(3.7010363916586932), np.float64(3.77457326005104), np.float64(2.9304325691421855), np.float64(3.3769538898447022)], [np.float64(5.830738151550146), np.float64(6.512435267670756), np.float64(5.789250548647072), np.float64(5.9815491256694004), np.float64(4.617440894475903)], [np.float64(48.11973207097447), np.float64(55.959647130602086), np.float64(48.402972627726754), np.float64(51.62306117137399), np.float64(28.584521024551997)], [np.float64(27.265701789103144), np.float64(31.621409247822243), np.float64(25.805344384256422), np.float64(30.150545615552392), np.float64(18.813116814508792)]]","[[np.float64(1.2756900527571977), np.float64(1.2982479332557977), np.float64(1.3829425656861885), np.float64(1.1746409960610595), np.float64(1.153823610875459)], [np.float64(3.2185096200875405), np.float64(3.265785129707243), np.float64(3.4983457851327433), np.float64(2.8243461170018365), np.float64(3.0295351908941113)], [np.float64(5.109894141725912), np.float64(5.553049701260947), np.float64(4.997687909135393), np.float64(5.553225795351022), np.float64(4.123736671902659)], [np.float64(44.39358102185692), np.float64(49.861468908730984), np.float64(45.26276550618538), np.float64(48.48037515314118), np.float64(28.132921157240588)], [np.float64(23.82074654296807), np.float64(27.874200035768485), np.float64(24.425930289610683), np.float64(23.17401889838879), np.float64(15.97694865921819)]]","[[np.float64(1.2859045640620999), np.float64(1.336770442562011), np.float64(1.3483242654096117), np.float64(1.2657861429076416), np.float64(1.1230924908452207)], [np.float64(2.9818900437996825), np.float64(3.13708222320451), np.float64(3.161519711120512), np.float64(2.74970682300878), np.float64(2.6563634061475008)], [np.float64(5.060879759358844), np.float64(5.306792516328274), np.float64(5.1081534359218), np.float64(5.420332045055416), np.float64(4.237959258744225)], [np.float64(44.68027251705489), np.float64(49.50338556500774), np.float64(47.19152038531892), np.float64(46.75100892274152), np.float64(28.965739656947576)], [np.float64(23.316190106142038), np.float64(26.352020227386106), np.float64(24.496653362015557), np.float64(23.36879644743181), np.float64(15.607435565206295)]]"
22,23,"[[np.float64(1.4295886834007656), np.float64(1.532997149692637), np.float64(1.4526341502170734), np.float64(1.3974248120768127), np.float64(1.233357674421363)], [np.float64(3.428921731889839), np.float64(3.9621017009131743), np.float64(3.300282690259852), np.float64(2.901022927280407), np.float64(3.0539473411694775)], [np.float64(5.737344468866515), np.float64(6.060712044679666), np.float64(5.822434348967798), np.float64(6.320354812447014), np.float64(4.405737022258928)], [np.float64(43.77993032179017), np.float64(49.649880533757944), np.float64(44.56886904822138), np.float64(45.37340483248043), np.float64(28.27482348894439)], [np.float64(24.716964324025913), np.float64(28.876980917051394), np.float64(22.97097275162019), np.float64(26.752748599733177), np.float64(16.708863927198507)]]","[[np.float64(1.3333925750534268), np.float64(1.4070778018180978), np.float64(1.4151185608141308), np.float64(1.2739387458176543), np.float64(1.1183701569493192)], [np.float64(3.1581428464319936), np.float64(3.7247184329689933), np.float64(3.1477726987257846), np.float64(2.4008194064538713), np.float64(2.6782493105396292)], [np.float64(4.759434032318698), np.float64(5.1908438077048125), np.float64(4.874250941415151), np.float64(4.699959724112294), np.float64(3.806058214859672)], [np.float64(38.98321004556298), np.float64(44.820560834319814), np.float64(39.48116257940929), np.float64(38.77627856755706), np.float64(25.98213664253654)], [np.float64(21.668943005162042), np.float64(25.467692170436393), np.float64(20.932971656564487), np.float64(21.838607512063884), np.float64(14.677423378402086)]]","[[np.float64(1.4234857934177496), np.float64(1.536277841800209), np.float64(1.4759893774127402), np.float64(1.441004246389297), np.float64(1.1034012695318656)], [np.float64(3.151202516487321), np.float64(3.621255082724754), np.float64(3.250146599038215), np.float64(2.5820584539778597), np.float64(2.5506796791481747)], [np.float64(4.615409329928977), np.float64(5.1476296505651895), np.float64(4.654326043072159), np.float64(4.522880653740957), np.float64(3.6012443461446093)], [np.float64(40.1237359567801), np.float64(48.822952563008194), np.float64(40.442860209419884), np.float64(35.10512951594118), np.float64(24.866380202483352)], [np.float64(20.767516638183857), np.float64(25.678783483318067), np.float64(20.264608076081032), np.float64(18.11777254417601), np.float64(13.15031645161702)]]"
