,seed,regression,xgboost,cnn
23,24,"[[np.float64(1.365167821997632), np.float64(1.4958712070258522), np.float64(1.2754333206486468), np.float64(1.423395788850726), np.float64(1.1578267374960642)], [np.float64(3.3852397589745458), np.float64(3.77903778125156), np.float64(3.459434089784801), np.float64(3.083052911268602), np.float64(2.746106156952812)], [np.float64(5.960472964616939), np.float64(6.011488113840237), np.float64(5.895437403887984), np.float64(6.320863965226071), np.float64(5.552320524071415)], [np.float64(45.965200064257516), np.float64(48.11900583231158), np.float64(48.190938613293255), np.float64(46.518044471148464), np.float64(37.10919100724332)], [np.float64(26.69502192036662), np.float64(28.699866937701405), np.float64(27.53124341195908), np.float64(26.574176575441804), np.float64(21.14018148226579)]]","[[np.float64(1.2745413476046141), np.float64(1.4041374603921106), np.float64(1.1612555772660562), np.float64(1.271126600747101), np.float64(1.1785064212760212)], [np.float64(3.0626208751798165), np.float64(3.482087973923512), np.float64(3.1016683528936717), np.float64(2.6221697787259504), np.float64(2.563537001423681)], [np.float64(4.949084374386207), np.float64(5.130299522254652), np.float64(4.894157582326876), np.float64(5.260315966413286), np.float64(4.303352389348792)], [np.float64(40.47068129488625), np.float64(43.26986666543887), np.float64(40.78132522641477), np.float64(41.4684632897933), np.float64(32.84167625084853)], [np.float64(21.684231888186588), np.float64(23.120782413275837), np.float64(21.15182461142596), np.float64(23.716426947540047), np.float64(16.910918382872904)]]","[[np.float64(1.3075903411651146), np.float64(1.4216570676742377), np.float64(1.2222604320492756), np.float64(1.2744301053437377), np.float64(1.2389370600404959)], [np.float64(2.9903556322407776), np.float64(3.213997281173049), np.float64(3.0850173189255785), np.float64(2.8417716306585614), np.float64(2.538064042681677)], [np.float64(4.742443532014457), np.float64(4.868574988489193), np.float64(4.625582905989492), np.float64(4.823536372651191), np.float64(4.583208124449687)], [np.float64(39.186962631054946), np.float64(40.79554889020467), np.float64(40.838454865405865), np.float64(37.71362348792571), np.float64(34.98636602969709)], [np.float64(20.03592233700296), np.float64(21.35405548811944), np.float64(20.63173640965988), np.float64(19.906180123734984), np.float64(16.437784810643663)]]"
24,25,"[[np.float64(1.4949979275098186), np.float64(1.5122033786862024), np.float64(1.3642740158967641), np.float64(1.585393611049934), np.float64(1.5448351756902576)], [np.float64(3.4844101326189603), np.float64(3.479273248055789), np.float64(3.720478200008375), np.float64(3.2314457981806797), np.float64(3.402625902236701)], [np.float64(5.923872944648931), np.float64(5.840946601861922), np.float64(5.853800571640625), np.float64(6.56688448696063), np.float64(5.462118657605781)], [np.float64(45.580693582668985), np.float64(51.70136269906813), np.float64(44.82491220022876), np.float64(49.046403315846774), np.float64(31.288940176594586)], [np.float64(26.915273555656352), np.float64(32.43055829434969), np.float64(24.63082565292702), np.float64(27.392546485508994), np.float64(19.410345273571167)]]","[[np.float64(1.4425638802025587), np.float64(1.4885320604319316), np.float64(1.3317387023360594), np.float64(1.378250742564755), np.float64(1.5711284674216934)], [np.float64(3.2179394739929537), np.float64(3.328869508416005), np.float64(3.499922774712794), np.float64(2.7253549055083877), np.float64(3.099960792040983)], [np.float64(5.170229274395419), np.float64(5.706305174837631), np.float64(4.696977388539644), np.float64(5.30568384901981), np.float64(4.799035814129706)], [np.float64(41.8285943540209), np.float64(49.76295399067304), np.float64(38.91329518560885), np.float64(44.26978397255609), np.float64(28.198065451663382)], [np.float64(23.309378902034677), np.float64(27.487386434433446), np.float64(21.86906045115612), np.float64(24.487900578690912), np.float64(16.266259930971916)]]","[[np.float64(1.4341181524759476), np.float64(1.4159162360310047), np.float64(1.3459665393381377), np.float64(1.3483849785502313), np.float64(1.6400391838983568)], [np.float64(3.2008571573385205), np.float64(3.245363114457575), np.float64(3.242505024105625), np.float64(2.9731795554179024), np.float64(3.2910225824950206)], [np.float64(4.922385309184736), np.float64(5.237388011812757), np.float64(4.814269630254798), np.float64(4.844023808073792), np.float64(4.656868400637456)], [np.float64(40.28742442190746), np.float64(46.10288801890385), np.float64(40.94570601617889), np.float64(39.79043227823302), np.float64(29.24135319592747)], [np.float64(22.4245647198763), np.float64(26.32780920805796), np.float64(21.874316295664368), np.float64(22.4057463615939), np.float64(16.047522238826588)]]"
25,26,"[[np.float64(1.4534249875407617), np.float64(1.527095730859298), np.float64(1.4295575969171406), np.float64(1.525987767674998), np.float64(1.294349082912624)], [np.float64(3.7711611836268406), np.float64(4.154242125311088), np.float64(3.78480653826669), np.float64(3.2033766038154283), np.float64(3.599066964121115)], [np.float64(5.877842646627664), np.float64(6.554534874848441), np.float64(5.902519393760953), np.float64(5.639328640089687), np.float64(4.848543494194638)], [np.float64(46.77542078566081), np.float64(56.85947323664789), np.float64(46.60998044243858), np.float64(40.5008347275606), np.float64(32.89608493253862)], [np.float64(26.755688569385615), np.float64(32.12171782528727), np.float64(23.960217310087277), np.float64(26.41978185306205), np.float64(21.248554812591838)]]","[[np.float64(1.3760765240175963), np.float64(1.4606641145277703), np.float64(1.411330197144798), np.float64(1.313960706482475), np.float64(1.235036544506734)], [np.float64(3.418202314278441), np.float64(3.613974285927706), np.float64(3.4631458987879706), np.float64(2.915481673619454), np.float64(3.4620172522221733)], [np.float64(4.836937810736012), np.float64(5.572773295979376), np.float64(4.641711484172971), np.float64(4.841353441020411), np.float64(3.76562459630324)], [np.float64(41.5027499735521), np.float64(50.92200028552785), np.float64(40.8388822280474), np.float64(38.16663275164469), np.float64(26.263284796026873)], [np.float64(21.955077447697143), np.float64(27.588835452128016), np.float64(19.953673868132643), np.float64(21.6568941731338), np.float64(13.567978627828222)]]","[[np.float64(1.4356588367537357), np.float64(1.50870440954695), np.float64(1.4663031525358485), np.float64(1.3769548273723953), np.float64(1.3205232150034647)], [np.float64(3.3761508451596605), np.float64(3.6240525754405937), np.float64(3.420969341138591), np.float64(2.8892393004248706), np.float64(3.320492463048512)], [np.float64(4.660240518298381), np.float64(5.131020139490073), np.float64(4.661046735872662), np.float64(4.8116153337273015), np.float64(3.6344534154254404)], [np.float64(39.94678302680319), np.float64(48.81754384418737), np.float64(40.84087739645131), np.float64(34.047206542847334), np.float64(25.672755441349263)], [np.float64(20.436930429673275), np.float64(24.63930378666788), np.float64(19.940129748025424), np.float64(20.288186702379274), np.float64(12.563534118361108)]]"
26,27,"[[np.float64(1.3040352098666406), np.float64(1.3955192022844043), np.float64(1.2624168802978235), np.float64(1.2711934256897623), np.float64(1.2534548205213318)], [np.float64(3.4378926390615683), np.float64(3.6156745482683617), np.float64(3.714411092275672), np.float64(3.0391258129013017), np.float64(3.142150345483365)], [np.float64(5.891775776685927), np.float64(5.8992363895605875), np.float64(5.88638374240779), np.float64(6.87372439703781), np.float64(4.57121183672458)], [np.float64(45.91758616069488), np.float64(50.497394656199155), np.float64(47.10177486358949), np.float64(48.49414695202104), np.float64(31.73094772053312)], [np.float64(27.529056156043783), np.float64(29.443989962304663), np.float64(26.34868575502814), np.float64(31.972545411698864), np.float64(19.821889722500245)]]","[[np.float64(1.2109212325942733), np.float64(1.3072509364652707), np.float64(1.1208816336070477), np.float64(1.1382894304870343), np.float64(1.2601016166940318)], [np.float64(3.1709875955458577), np.float64(3.5386075069176095), np.float64(3.3265682369354064), np.float64(2.611082325249243), np.float64(2.8946107441920574)], [np.float64(4.892631429539539), np.float64(5.0181828987835635), np.float64(4.741787861854447), np.float64(5.483690682177934), np.float64(4.172009989860849)], [np.float64(40.80712915730202), np.float64(47.464583283904425), np.float64(40.07348211871648), np.float64(40.43356426140436), np.float64(29.78258665555103)], [np.float64(21.863484814730555), np.float64(24.406676756400504), np.float64(21.392669399713604), np.float64(23.450806966314904), np.float64(15.772366462071972)]]","[[np.float64(1.2449191034746412), np.float64(1.3826446270805848), np.float64(1.117950733665768), np.float64(1.1137628618798006), np.float64(1.3312356769058427)], [np.float64(2.995718866668457), np.float64(3.187443299078089), np.float64(3.2781350337446113), np.float64(2.454289828156218), np.float64(2.799296360826082)], [np.float64(4.780125000417014), np.float64(4.966252897978316), np.float64(4.559515551977846), np.float64(5.385172585213499), np.float64(4.038390857504136)], [np.float64(40.234458258136), np.float64(46.76956341983284), np.float64(39.849018494318145), np.float64(39.45920597816816), np.float64(29.376663299646598)], [np.float64(21.583906286718317), np.float64(24.686423813504085), np.float64(20.699587208356135), np.float64(23.061231944705828), np.float64(15.111256773622813)]]"
27,28,"[[np.float64(1.3968389909706387), np.float64(1.3791743387095543), np.float64(1.4714723216275105), np.float64(1.2570790225206703), np.float64(1.43854253968295)], [np.float64(3.648136615416667), np.float64(3.7847202879609587), np.float64(4.00890849643938), np.float64(2.9791934888059237), np.float64(3.4040533205499925)], [np.float64(5.711061210940699), np.float64(5.792272128482433), np.float64(5.881274450147092), np.float64(5.357214975942005), np.float64(5.635625981530663)], [np.float64(43.68272635266922), np.float64(48.73178414363838), np.float64(44.88386205875645), np.float64(39.212961506765836), np.float64(35.88267894316902)], [np.float64(25.745329353082028), np.float64(29.42091155210193), np.float64(25.66027766777996), np.float64(23.509265843228704), np.float64(20.541055402431482)]]","[[np.float64(1.3238132124880713), np.float64(1.2873283046682755), np.float64(1.3978632140611182), np.float64(1.1760376881175993), np.float64(1.403616664373304)], [np.float64(3.3271343782310696), np.float64(3.5637715063461495), np.float64(3.4632780290770393), np.float64(3.0122692251170458), np.float64(2.9546745629843723)], [np.float64(4.865483065589309), np.float64(4.83944334669559), np.float64(5.063157501678409), np.float64(4.479018589134637), np.float64(4.961766702125129)], [np.float64(39.071601297614734), np.float64(43.19069825466655), np.float64(40.70428502090286), np.float64(34.722169500847876), np.float64(32.3164388618846)], [np.float64(21.46405858479838), np.float64(24.877675597850015), np.float64(21.760881553106003), np.float64(19.134967938107437), np.float64(15.997501151546366)]]","[[np.float64(1.3883845277184457), np.float64(1.4014602071065057), np.float64(1.4147378308874086), np.float64(1.2653463222177739), np.float64(1.439006128035689)], [np.float64(3.1849299903705073), np.float64(3.3484055120022016), np.float64(3.3534622038447957), np.float64(3.103783641564548), np.float64(2.6546910892082356)], [np.float64(4.673612763784712), np.float64(4.629449138289559), np.float64(4.70608147680217), np.float64(4.499924454933589), np.float64(4.864580890833038)], [np.float64(38.179781862358176), np.float64(42.99632662210459), np.float64(37.621644199394595), np.float64(35.32518466769506), np.float64(32.30552322539647)], [np.float64(20.56929242679427), np.float64(23.94973206712303), np.float64(19.985409424830774), np.float64(19.133660225660808), np.float64(15.868005083561563)]]"
28,29,"[[np.float64(1.4344761131173882), np.float64(1.4582044036242132), np.float64(1.591598049171446), np.float64(1.3267322211418522), np.float64(1.2256494983329551)], [np.float64(3.4683925509948836), np.float64(3.5397643963106695), np.float64(3.7395113629937526), np.float64(3.2393434625597166), np.float64(3.11994878028992)], [np.float64(5.861794269265534), np.float64(5.721308531715394), np.float64(6.483886452819161), np.float64(5.515332292969681), np.float64(5.328127418645628)], [np.float64(43.90457140818791), np.float64(45.70714179195034), np.float64(48.447346042678326), np.float64(39.86033137624362), np.float64(36.983751353848234)], [np.float64(25.800819090200957), np.float64(28.873606130058825), np.float64(26.874763018579948), np.float64(21.89121176391709), np.float64(22.74707190549708)]]","[[np.float64(1.3320396819379274), np.float64(1.3845904029035538), np.float64(1.4609939732325221), np.float64(1.1927510374679906), np.float64(1.1594859538437083)], [np.float64(3.210555703929604), np.float64(3.471431671310535), np.float64(3.3765057546190276), np.float64(2.9075494725754063), np.float64(2.8127106744109414)], [np.float64(5.020294873008794), np.float64(5.217965347187271), np.float64(5.825662371774507), np.float64(4.4612343151895795), np.float64(3.712852590690693)], [np.float64(40.94567670062279), np.float64(42.6152320368783), np.float64(46.89803673356983), np.float64(37.86514006886402), np.float64(29.97515921860259)], [np.float64(22.523812032838332), np.float64(25.163956432593178), np.float64(25.206081024396422), np.float64(18.615696402460273), np.float64(16.828962918882514)]]","[[np.float64(1.380441754056083), np.float64(1.471708858407123), np.float64(1.476259048186738), np.float64(1.2461255087801826), np.float64(1.2029866120927264)], [np.float64(2.977951919362445), np.float64(3.218943374708066), np.float64(3.043398719490633), np.float64(2.6435315326764255), np.float64(2.8151008255079364)], [np.float64(4.72806748309201), np.float64(4.73662988348241), np.float64(5.378457567075539), np.float64(4.380838275975998), np.float64(3.8730744449102725)], [np.float64(39.983782085834015), np.float64(40.061741774555074), np.float64(45.10964158776834), np.float64(38.778743368718516), np.float64(31.67055431479559)], [np.float64(21.151488755871426), np.float64(23.30567245739442), np.float64(23.39930772915677), np.float64(17.76286166454483), np.float64(16.778262927367475)]]"
29,30,"[[np.float64(1.3692837224747898), np.float64(1.3105789301080604), np.float64(1.4242393386021006), np.float64(1.306586180776233), np.float64(1.4263477642088755)], [np.float64(3.337514899542811), np.float64(3.6357813150865836), np.float64(3.356503752499765), np.float64(2.9505099586384618), np.float64(3.1473074945814927)], [np.float64(5.876854683866845), np.float64(5.212744647779617), np.float64(6.403377358030016), np.float64(6.65530641899657), np.float64(5.101690698921935)], [np.float64(46.97595470227742), np.float64(48.2984504645102), np.float64(51.656901493705604), np.float64(48.99748726529168), np.float64(32.033097749260236)], [np.float64(26.523150562617758), np.float64(28.862513624801558), np.float64(27.15457915465427), np.float64(26.844666666415122), np.float64(20.4347185904284)]]","[[np.float64(1.3138849792046086), np.float64(1.3133552388302658), np.float64(1.3457550560244167), np.float64(1.196379773881287), np.float64(1.3684148494651367)], [np.float64(2.95553574868849), np.float64(3.0462242114947835), np.float64(3.17182127061849), np.float64(2.5591410936741967), np.float64(2.779942885523987)], [np.float64(4.99228997961738), np.float64(4.476182324829665), np.float64(5.427691933987952), np.float64(5.8230120949626825), np.float64(4.05008072291761)], [np.float64(43.39256259969576), np.float64(47.624276111751165), np.float64(46.723396156088704), np.float64(44.4220458390752), np.float64(25.599268570615592)], [np.float64(22.685578038933425), np.float64(24.673807479681454), np.float64(24.568245232615762), np.float64(22.18570957871566), np.float64(15.215821765573981)]]","[[np.float64(1.419071027720473), np.float64(1.5250572413937868), np.float64(1.3837443645371919), np.float64(1.3590040822290805), np.float64(1.3549659825289502)], [np.float64(3.0669985371990793), np.float64(3.186383333762426), np.float64(3.2263259114353198), np.float64(2.8080757527209252), np.float64(2.8228423420494972)], [np.float64(4.808984071900245), np.float64(4.535985125339679), np.float64(4.936327173864265), np.float64(5.744187179210355), np.float64(3.941662296175665)], [np.float64(43.12034621447057), np.float64(48.95944196225927), np.float64(43.82757744023833), np.float64(45.51486891619447), np.float64(25.88111964463036)], [np.float64(22.389120481155565), np.float64(25.098666313582015), np.float64(23.602047699541675), np.float64(21.84111605650229), np.float64(14.833860812383175)]]"
30,31,"[[np.float64(1.4092417808351567), np.float64(1.624066915988457), np.float64(1.4136593928375234), np.float64(1.3017115856430879), np.float64(1.1326781317255823)], [np.float64(3.602202247805392), np.float64(4.331992996848736), np.float64(3.8529374514349666), np.float64(2.8120024620168254), np.float64(2.4252035984897393)], [np.float64(5.635529069476903), np.float64(6.019681445422638), np.float64(5.477615074688475), np.float64(6.050465366159176), np.float64(4.963182800253752)], [np.float64(45.959478313715756), np.float64(52.301895555442876), np.float64(46.32163135262862), np.float64(47.34407191034885), np.float64(33.19592727864792)], [np.float64(26.007635182773168), np.float64(28.907673254523804), np.float64(26.010894822319038), np.float64(26.8137267690442), np.float64(20.589436476196447)]]","[[np.float64(1.3343306030656306), np.float64(1.527495871985858), np.float64(1.3325719875689446), np.float64(1.2025333370556452), np.float64(1.1280802656990607)], [np.float64(3.343147242950074), np.float64(4.027229776559328), np.float64(3.5969301978056225), np.float64(2.3941214694247965), np.float64(2.3590421618175306)], [np.float64(4.7514055747522885), np.float64(5.089121807934874), np.float64(4.496446655799402), np.float64(5.500782352641646), np.float64(3.981754003321408)], [np.float64(42.94754299704587), np.float64(50.52015316416546), np.float64(41.70924079026474), np.float64(44.50219047341024), np.float64(30.403103450622336)], [np.float64(21.960899111464684), np.float64(25.678380036800014), np.float64(20.554678345141067), np.float64(23.821710999558334), np.float64(16.288631875598387)]]","[[np.float64(1.376359366134488), np.float64(1.5370384126408496), np.float64(1.3720317016803296), np.float64(1.243514453586564), np.float64(1.2348969447385043)], [np.float64(3.1760077892928367), np.float64(3.9280654779726336), np.float64(3.015569693243665), np.float64(2.7527337233855094), np.float64(2.468718378677831)], [np.float64(4.698371713057162), np.float64(4.838596110117263), np.float64(4.4236369415185886), np.float64(5.662084136760981), np.float64(4.075378102386857)], [np.float64(43.56828226043177), np.float64(51.7264669263912), np.float64(40.31399332363001), np.float64(48.36949150835316), np.float64(30.191497457698024)], [np.float64(21.99135910895649), np.float64(25.191858132987477), np.float64(20.800798351396754), np.float64(24.65962756086696), np.float64(16.11906083955199)]]"
31,32,"[[np.float64(1.3862378196787375), np.float64(1.475478248284747), np.float64(1.3628880255460254), np.float64(1.4107930164284037), np.float64(1.2295174871648147)], [np.float64(3.6382007813969737), np.float64(3.7966793808870007), np.float64(3.898144656430584), np.float64(3.1638198542037874), np.float64(3.234177543889799)], [np.float64(5.833386193692831), np.float64(5.849966114452815), np.float64(5.586733505154637), np.float64(6.758133874103417), np.float64(5.307778292329854)], [np.float64(46.06749225912903), np.float64(52.12676508186747), np.float64(45.59054963624124), np.float64(44.18239522841941), np.float64(35.715666579353226)], [np.float64(27.48359749862068), np.float64(30.991778225049277), np.float64(27.014947040534643), np.float64(27.944806938299298), np.float64(20.13710525653592)]]","[[np.float64(1.2888448902381746), np.float64(1.3484921588840213), np.float64(1.2943541199809294), np.float64(1.2644034105110902), np.float64(1.1857531140012463)], [np.float64(3.4248739276427385), np.float64(3.692959699222179), np.float64(3.6790115772950616), np.float64(2.780194876095205), np.float64(2.935120107599166)], [np.float64(5.028402752311944), np.float64(4.937275617369282), np.float64(4.887238703165453), np.float64(5.65601408102742), np.float64(4.833243295628191)], [np.float64(41.42427564561173), np.float64(46.21408733608377), np.float64(40.54677766321634), np.float64(37.77018818503467), np.float64(36.72865678295038)], [np.float64(21.95069390971857), np.float64(24.064296123372745), np.float64(22.512025719698904), np.float64(20.500446781910792), np.float64(17.76402087793689)]]","[[np.float64(1.355170091428746), np.float64(1.4110576158958439), np.float64(1.3356778491687267), np.float64(1.4068059731219886), np.float64(1.2331646748392593)], [np.float64(3.373430624333721), np.float64(3.6832646991198223), np.float64(3.3895829389574184), np.float64(3.0810596643729666), np.float64(2.9883539893154185)], [np.float64(4.687743762481494), np.float64(4.74824498706552), np.float64(4.347939400050912), np.float64(5.222128558070363), np.float64(4.659411044823775)], [np.float64(40.65000167733686), np.float64(46.65763288245287), np.float64(38.928798449963246), np.float64(38.06039351495183), np.float64(33.699666035415476)], [np.float64(21.40425021793749), np.float64(24.324866284815112), np.float64(21.852331924334887), np.float64(19.653791762425158), np.float64(15.667730877995005)]]"
32,33,"[[np.float64(1.3568654142657681), np.float64(1.3746360139658333), np.float64(1.3802145953830454), np.float64(1.1907774214571607), np.float64(1.4227459000908456)], [np.float64(3.3332638962580647), np.float64(3.796417102057476), np.float64(3.3089430300412954), np.float64(2.7358447568714817), np.float64(3.015220042192682)], [np.float64(5.6192484677737555), np.float64(5.606305607307511), np.float64(5.4464213436779065), np.float64(6.090486045443544), np.float64(5.524811139371216)], [np.float64(44.47267385238674), np.float64(48.43162253686667), np.float64(45.141689523220165), np.float64(41.513730742136616), np.float64(38.143212930174265)], [np.float64(26.371154755049673), np.float64(28.344105942703074), np.float64(25.490372785753348), np.float64(27.323277568581183), np.float64(23.495558262045172)]]","[[np.float64(1.288501834276427), np.float64(1.3152180348403968), np.float64(1.339515165873153), np.float64(1.0271836927027829), np.float64(1.3548015744433899)], [np.float64(3.118954708808944), np.float64(3.4546597114969724), np.float64(3.132823178161505), np.float64(2.6386960888421305), np.float64(2.8818998157396165)], [np.float64(4.900512056917778), np.float64(4.771082654566786), np.float64(5.079547052809785), np.float64(4.811131863471084), np.float64(4.836406408109525)], [np.float64(39.1494048158501), np.float64(42.1423380603629), np.float64(40.49766071543289), np.float64(37.328007399475375), np.float64(31.9754419156806)], [np.float64(21.43995026580838), np.float64(21.501400877481633), np.float64(22.42757530660738), np.float64(21.292802114248893), np.float64(19.319908519566486)]]","[[np.float64(1.4662254846384803), np.float64(1.694326070796974), np.float64(1.403822291762676), np.float64(1.2449389016316856), np.float64(1.3492254043084064)], [np.float64(3.252499830848022), np.float64(3.9659586338525177), np.float64(2.9929467745321747), np.float64(2.6955324997457244), np.float64(2.829178542776331)], [np.float64(4.997788247621032), np.float64(5.708784112419389), np.float64(4.71233538282553), np.float64(4.423578477717263), np.float64(4.734416738568085)], [np.float64(46.19046606979422), np.float64(58.26332873795943), np.float64(44.27366801501317), np.float64(35.60300532910112), np.float64(33.19640012236011)], [np.float64(23.735504491440672), np.float64(29.319631140081036), np.float64(21.763070648033654), np.float64(20.454043342136814), np.float64(19.115644135002544)]]"
33,34,"[[np.float64(1.368658410713074), np.float64(1.3482111796606975), np.float64(1.4175286739754436), np.float64(1.4266200337941277), np.float64(1.261666629343874)], [np.float64(3.81022417342877), np.float64(3.7642091983876984), np.float64(4.477534670174643), np.float64(3.4801624972551255), np.float64(2.896325871556983)], [np.float64(5.572825188194972), np.float64(5.879820468478886), np.float64(5.657114688740033), np.float64(5.435075309692181), np.float64(4.975312128758221)], [np.float64(44.590519739335335), np.float64(49.678220326728905), np.float64(49.53813979556386), np.float64(37.338629870209076), np.float64(30.830058953093765)], [np.float64(26.840637009161494), np.float64(29.49216960166955), np.float64(28.270255869856246), np.float64(25.275928863823502), np.float64(20.14814208506127)]]","[[np.float64(1.2894838301324023), np.float64(1.3040339618121495), np.float64(1.2887446627047894), np.float64(1.311538687572232), np.float64(1.242510675501835)], [np.float64(3.2504978719681854), np.float64(3.4883794255978797), np.float64(3.706288568465625), np.float64(2.7061441164181708), np.float64(2.3797351691788586)], [np.float64(4.818493448126629), np.float64(5.19080417486431), np.float64(4.90147269078034), np.float64(4.682837644356142), np.float64(4.0685326879282515)], [np.float64(42.96542176160359), np.float64(51.18168592018068), np.float64(45.39581851703371), np.float64(34.760898406370096), np.float64(27.243565752355206)], [np.float64(22.687890610643393), np.float64(26.713014419041976), np.float64(23.373981642167838), np.float64(18.76799801081202), np.float64(16.38029723988894)]]","[[np.float64(1.31701033930599), np.float64(1.3005236811273366), np.float64(1.317559714372588), np.float64(1.3703190715545153), np.float64(1.2923449235676696)], [np.float64(3.176221951226684), np.float64(3.1886171460514285), np.float64(3.643751940741128), np.float64(2.6371954007733023), np.float64(2.783072878907105)], [np.float64(4.823303977771343), np.float64(5.398330571208796), np.float64(4.7892187953731735), np.float64(4.787860268752771), np.float64(3.706980507810431)], [np.float64(43.10871754343941), np.float64(51.75552265107703), np.float64(43.85399205286942), np.float64(38.35021382838596), np.float64(26.008042644702236)], [np.float64(21.479530830817225), np.float64(25.97043997512271), np.float64(21.293660182641286), np.float64(18.468327660034973), np.float64(14.624279242150738)]]"
34,35,"[[np.float64(1.402572503977368), np.float64(1.3325486497739898), np.float64(1.3909573950484306), np.float64(1.7020283854719), np.float64(1.2457051815312903)], [np.float64(3.58294954307915), np.float64(3.629355357296905), np.float64(4.020612705824061), np.float64(2.985892127039541), np.float64(3.253995503545471)], [np.float64(5.944431750554444), np.float64(5.692862644673205), np.float64(6.139152529782237), np.float64(5.781011791450582), np.float64(6.1444663282355245)], [np.float64(48.85903051309471), np.float64(46.75773015670409), np.float64(57.34411937002766), np.float64(42.0866079784991), np.float64(43.037953857867926)], [np.float64(27.22783334676959), np.float64(30.222742597381533), np.float64(28.20111751726722), np.float64(24.38379565736828), np.float64(22.900406042640437)]]","[[np.float64(1.3105842816291833), np.float64(1.282517384231719), np.float64(1.3556592271088228), np.float64(1.440611792255013), np.float64(1.1665514639865036)], [np.float64(3.292329598156572), np.float64(3.422838573827734), np.float64(3.6639616166423217), np.float64(2.7519343336153823), np.float64(2.8902875457763235)], [np.float64(5.39272996430818), np.float64(4.764847718256598), np.float64(6.170485974032924), np.float64(4.972530436596344), np.float64(5.365970990733951)], [np.float64(46.835791312384345), np.float64(43.80683498855012), np.float64(56.58216601119498), np.float64(38.92443538553906), np.float64(40.75302410290502)], [np.float64(23.398008572496057), np.float64(22.415139296739042), np.float64(28.065224701253253), np.float64(21.21453679078791), np.float64(18.399681760812797)]]","[[np.float64(1.3622269276141996), np.float64(1.3038518024844523), np.float64(1.4292436299801883), np.float64(1.4987531015776874), np.float64(1.2234474886935607)], [np.float64(3.1016920222340203), np.float64(3.198878996925899), np.float64(3.278059590778358), np.float64(2.7449342679311672), np.float64(2.954649673677932)], [np.float64(5.161596671816248), np.float64(4.729874586900727), np.float64(5.73887472947756), np.float64(5.133774648848859), np.float64(4.892361600821354)], [np.float64(45.74233207826349), np.float64(45.29037991642599), np.float64(52.94520971977749), np.float64(40.1201675968666), np.float64(38.648215082382094)], [np.float64(22.764368687115688), np.float64(23.032225526404243), np.float64(26.022353957131617), np.float64(21.692496851507332), np.float64(17.435620208785785)]]"
35,36,"[[np.float64(1.388329178798979), np.float64(1.5193292379682182), np.float64(1.3408665070018344), np.float64(1.3601209437302135), np.float64(1.2839341286451984)], [np.float64(3.8538216957177247), np.float64(4.070812562202645), np.float64(4.141117373336881), np.float64(3.532906499072947), np.float64(3.311385308745206)], [np.float64(6.07926676283577), np.float64(5.5219276844118115), np.float64(6.873983362163324), np.float64(6.298066505255964), np.float64(5.276909643007971)], [np.float64(48.006869546280775), np.float64(46.83100338190295), np.float64(56.79050673612821), np.float64(45.94009393610155), np.float64(34.84148527039321)], [np.float64(28.021381313494402), np.float64(26.55158978789835), np.float64(32.81207633148459), np.float64(28.38979764939061), np.float64(20.726309552559762)]]","[[np.float64(1.2830660090894357), np.float64(1.3633746048452697), np.float64(1.3218297587483254), np.float64(1.245797629962608), np.float64(1.1261246409646108)], [np.float64(3.4800396766578507), np.float64(3.893841361470446), np.float64(3.713099543669542), np.float64(2.722170061885304), np.float64(3.064735003312393)], [np.float64(5.265503183896988), np.float64(4.906887808750735), np.float64(6.056843042543576), np.float64(5.40451127842428), np.float64(4.210716926387889)], [np.float64(43.19811428257299), np.float64(42.51563095984028), np.float64(51.24336546484307), np.float64(40.57126666475653), np.float64(31.175491043591325)], [np.float64(22.659020158488048), np.float64(22.53470176828927), np.float64(26.451755014124174), np.float64(21.544722634460168), np.float64(16.6529330513762)]]","[[np.float64(1.3241461502176515), np.float64(1.3176257853313702), np.float64(1.3753119544526697), np.float64(1.3657745866275017), np.float64(1.2088468655342577)], [np.float64(3.378216322998507), np.float64(3.6746062629322713), np.float64(3.633545187899634), np.float64(2.8737871095103076), np.float64(2.9142005274924507)], [np.float64(5.151133106474493), np.float64(4.570411653764947), np.float64(5.851857195416021), np.float64(5.373097075263448), np.float64(4.537593212954432)], [np.float64(43.663836168762906), np.float64(43.1898522541278), np.float64(50.680114845493044), np.float64(41.93941893289004), np.float64(32.75697590563042)], [np.float64(22.82093957358255), np.float64(22.271249928854804), np.float64(26.61973651975814), np.float64(21.896737880404864), np.float64(17.39985538826423)]]"
