,seed,regression,xgboost,cnn
23,24,"[[np.float64(1.3691227385952194), np.float64(1.4078877753027061), np.float64(1.3848920691441762), np.float64(1.4820390123018274), np.float64(1.1725265733731776)], [np.float64(3.6818940470042114), np.float64(4.004618678679648), np.float64(4.132768934551156), np.float64(3.1574268652155797), np.float64(2.884562456215558)], [np.float64(5.915247439674272), np.float64(6.2222769099677615), np.float64(5.868068157311412), np.float64(6.59677130849668), np.float64(4.8006469025808185)], [np.float64(43.81950310256609), np.float64(50.07974206187678), np.float64(45.78332634500842), np.float64(44.770445202791414), np.float64(28.14620102620425)], [np.float64(26.305805241857385), np.float64(30.293245575584347), np.float64(26.020712886852106), np.float64(27.375677768726266), np.float64(18.86819504074077)]]","[[np.float64(1.30081780532632), np.float64(1.3934976835224782), np.float64(1.287779822338872), np.float64(1.2916391973494354), np.float64(1.1934388258380537)], [np.float64(3.4048824262155843), np.float64(3.750284816261528), np.float64(3.938316626114103), np.float64(2.845356032600966), np.float64(2.3911220390595727)], [np.float64(4.851191387562889), np.float64(4.629369446354086), np.float64(4.986072275316837), np.float64(5.459893929835643), np.float64(4.334535906110281)], [np.float64(39.14702574829548), np.float64(39.525690209641844), np.float64(45.37635667074089), np.float64(39.51754080312337), np.float64(26.48571740632545)], [np.float64(21.29989726100962), np.float64(21.894913624995944), np.float64(23.863389793732377), np.float64(21.967882230143235), np.float64(14.989905489245873)]]","[[np.float64(1.3421005012742782), np.float64(1.4129263119888875), np.float64(1.3017107914577324), np.float64(1.3773848573292298), np.float64(1.2669672694196534)], [np.float64(3.159169766505963), np.float64(3.436332109537522), np.float64(3.627281054749866), np.float64(2.6377355686129786), np.float64(2.3711504073008145)], [np.float64(4.620742065024084), np.float64(4.3793492966812755), np.float64(4.662977250688014), np.float64(5.526977244339698), np.float64(3.926739326768893)], [np.float64(38.539092518344916), np.float64(37.72544009131549), np.float64(44.72116972271869), np.float64(41.10019292137033), np.float64(25.257302186281827)], [np.float64(20.381679735171343), np.float64(21.08029742026243), np.float64(22.389730744487466), np.float64(21.457846188850255), np.float64(14.519803292048302)]]"
24,25,"[[np.float64(1.245677446122133), np.float64(1.3293670813610436), np.float64(1.191543207900738), np.float64(1.3149270056566515), np.float64(1.1372143008766051)], [np.float64(3.3606443604718996), np.float64(4.070476825015492), np.float64(3.255544734758015), np.float64(2.7673665015805233), np.float64(2.791887818887015)], [np.float64(5.198094569376223), np.float64(5.536214232274733), np.float64(4.608319572073837), np.float64(5.834827307804727), np.float64(4.930814850423887)], [np.float64(39.08410787608502), np.float64(42.69997507218153), np.float64(39.03269794148431), np.float64(42.83611548352818), np.float64(29.72621557597024)], [np.float64(24.047790746949538), np.float64(25.637158782463665), np.float64(23.98301068667028), np.float64(26.117551806758748), np.float64(19.80043868299801)]]","[[np.float64(1.1612692839779362), np.float64(1.2262734731642586), np.float64(1.129162404744154), np.float64(1.2626325563696337), np.float64(1.0202734894734589)], [np.float64(3.066783341364471), np.float64(3.640977358172825), np.float64(3.0370638094881377), np.float64(2.6384717073164117), np.float64(2.498806994745955)], [np.float64(4.3071036485736265), np.float64(4.675824245005833), np.float64(4.057617299112596), np.float64(4.609927249871932), np.float64(3.8312162587335328)], [np.float64(35.76563000369104), np.float64(42.005813926953444), np.float64(35.07344707629138), np.float64(36.91137498352402), np.float64(24.692779221192804)], [np.float64(19.188840578613494), np.float64(22.11135076591002), np.float64(17.978434549025046), np.float64(19.974225868470707), np.float64(15.431404930881556)]]","[[np.float64(1.230737492096423), np.float64(1.191640189413252), np.float64(1.2960496246614386), np.float64(1.3821810955672098), np.float64(1.05481425962653)], [np.float64(3.0099443863848814), np.float64(3.3105309791160438), np.float64(3.1018899650761433), np.float64(2.8858565788233776), np.float64(2.4999019868018126)], [np.float64(4.31046129740377), np.float64(4.7006340043492685), np.float64(4.193936495241917), np.float64(4.329730563167746), np.float64(3.8640601520414)], [np.float64(36.121220625456594), np.float64(42.3887769383346), np.float64(37.47434727105136), np.float64(32.888765925801586), np.float64(25.792817447483248)], [np.float64(19.233691897168153), np.float64(21.904130741399694), np.float64(19.23847899598515), np.float64(18.73845824126135), np.float64(15.253202238300705)]]"
25,26,"[[np.float64(1.3443462476841206), np.float64(1.4829093873448242), np.float64(1.336661469709987), np.float64(1.3500740476792703), np.float64(1.0922723413186943)], [np.float64(3.468418885970665), np.float64(4.038252588565814), np.float64(3.450679291638332), np.float64(2.867592681709962), np.float64(3.0147963567260767)], [np.float64(5.25544684553298), np.float64(5.726865997176953), np.float64(5.04134039139348), np.float64(5.408419166920625), np.float64(4.694708395049042)], [np.float64(39.38605384493599), np.float64(47.06021371319117), np.float64(37.5662470697865), np.float64(38.526329252577284), np.float64(28.63613266843673)], [np.float64(23.25967269066407), np.float64(27.83137634603428), np.float64(22.398994568678603), np.float64(21.7284041533273), np.float64(17.559238904340987)]]","[[np.float64(1.2560104441028654), np.float64(1.3891336479289293), np.float64(1.2392492080878996), np.float64(1.2988963206505884), np.float64(0.9887365315433981)], [np.float64(3.188817669845911), np.float64(3.5695725424195524), np.float64(3.235349082791373), np.float64(2.923994830171084), np.float64(2.6387786181080863)], [np.float64(4.68061214643269), np.float64(4.963928450556766), np.float64(4.726005932567155), np.float64(4.882403111109808), np.float64(3.8250389636326654)], [np.float64(37.813007742593804), np.float64(43.22851424365164), np.float64(38.83564156849463), np.float64(38.19315818835036), np.float64(22.845616116632705)], [np.float64(20.12097125083875), np.float64(22.579844067707082), np.float64(20.875048455011154), np.float64(19.9391226305222), np.float64(13.300100307387508)]]","[[np.float64(1.3180162058731992), np.float64(1.4950977114041895), np.float64(1.2878947245253642), np.float64(1.2644893520844172), np.float64(1.1051290851781466)], [np.float64(3.1044296432535234), np.float64(3.474417940338538), np.float64(3.211762491185155), np.float64(2.6525505747712295), np.float64(2.6200740273815124)], [np.float64(4.437880314676425), np.float64(4.743788190968575), np.float64(4.4371500321505986), np.float64(4.59069226563212), np.float64(3.7057089433501815)], [np.float64(36.584742734056206), np.float64(41.63662416641595), np.float64(37.59549425053518), np.float64(36.42403178118755), np.float64(23.44552116079237)], [np.float64(19.658040237565608), np.float64(22.666876290313066), np.float64(19.78071729308013), np.float64(19.06537945092045), np.float64(13.82287112445802)]]"
26,27,"[[np.float64(1.4090498144766117), np.float64(1.4477460386285654), np.float64(1.4072134385734034), np.float64(1.3072633008482546), np.float64(1.4364957395176747)], [np.float64(3.4137023257023484), np.float64(3.688022005381605), np.float64(3.4777911766462353), np.float64(3.2244081571859824), np.float64(3.0254588708164074)], [np.float64(5.734442529332154), np.float64(5.569167347595527), np.float64(6.075520005215201), np.float64(5.9961469007489905), np.float64(5.179867746674182)], [np.float64(43.97365859430357), np.float64(48.15687401647791), np.float64(46.70287913658749), np.float64(41.42299871648777), np.float64(34.14478061953408)], [np.float64(25.83755612466305), np.float64(28.121918173964293), np.float64(25.933088962196017), np.float64(28.280654566963772), np.float64(19.134689645866825)]]","[[np.float64(1.3170767836463237), np.float64(1.3833291141169595), np.float64(1.2993256112914235), np.float64(1.1084194982215991), np.float64(1.4033554126800292)], [np.float64(3.1725567306120195), np.float64(3.595023910471001), np.float64(3.2750888138477587), np.float64(2.554553306913762), np.float64(2.79424713668179)], [np.float64(4.734312419377187), np.float64(4.98748434920669), np.float64(4.96383753069287), np.float64(4.61033373164238), np.float64(4.039420130163633)], [np.float64(39.35946495342441), np.float64(43.477391259106355), np.float64(40.99612366541867), np.float64(38.00241518804251), np.float64(30.50589641048134)], [np.float64(20.991788070271415), np.float64(22.885214925992287), np.float64(21.988387977909913), np.float64(21.27219135206684), np.float64(15.547418683371564)]]","[[np.float64(1.3448598291814777), np.float64(1.4179946967231007), np.float64(1.3446631425822264), np.float64(1.155099649178148), np.float64(1.3825563096531737)], [np.float64(3.03754700067513), np.float64(3.1895611449679664), np.float64(3.214549979627937), np.float64(2.827251043943984), np.float64(2.6758475343521675)], [np.float64(4.600563268341072), np.float64(4.629581266474198), np.float64(4.885901942827672), np.float64(4.23634021245923), np.float64(4.393941073983582)], [np.float64(39.87694603821577), np.float64(41.44626283864017), np.float64(45.847691835929005), np.float64(32.63290967942161), np.float64(32.47494129392258)], [np.float64(20.84924629785326), np.float64(22.064022991161515), np.float64(23.360550882028363), np.float64(18.6630670061538), np.float64(16.097440842375786)]]"
27,28,"[[np.float64(1.3490286797894924), np.float64(1.4388480360166462), np.float64(1.3037445506797845), np.float64(1.2605089989563205), np.float64(1.357281171389296)], [np.float64(3.389130719010011), np.float64(3.778237161223595), np.float64(3.5791000856462767), np.float64(2.909979750953901), np.float64(2.6856943203363093)], [np.float64(5.398302286449295), np.float64(5.535178813622409), np.float64(5.37866733095977), np.float64(5.335642751610632), np.float64(5.262196505358592)], [np.float64(40.62345036537491), np.float64(46.79758384426802), np.float64(41.69597942120143), np.float64(35.140871634243496), np.float64(31.30489569979414)], [np.float64(22.81170211881802), np.float64(26.776392991259335), np.float64(22.283420247007854), np.float64(18.66447195625099), np.float64(19.970518673988582)]]","[[np.float64(1.2813480061936284), np.float64(1.3541532403773646), np.float64(1.281432757480392), np.float64(1.1298118393496466), np.float64(1.2884848220497747)], [np.float64(3.114003783034676), np.float64(3.4422186355335076), np.float64(3.284118928640991), np.float64(2.570521100980775), np.float64(2.6401893310287283)], [np.float64(4.586651058132897), np.float64(4.523106197226344), np.float64(4.81040465162528), np.float64(4.61463541568714), np.float64(4.225977056026852)], [np.float64(37.953980270235604), np.float64(40.82804820644862), np.float64(40.804056638942384), np.float64(36.76721134921095), np.float64(27.09345541994273)], [np.float64(20.27619940472883), np.float64(21.041051098244104), np.float64(23.01172423260656), np.float64(17.475432915290522), np.float64(15.379984421724656)]]","[[np.float64(1.3641541919815439), np.float64(1.427730603447566), np.float64(1.426450714021409), np.float64(1.1982075162464692), np.float64(1.279063089107246)], [np.float64(3.2393093225300116), np.float64(3.346084593781426), np.float64(3.7032506747433294), np.float64(2.5493500697844644), np.float64(2.65002580897241)], [np.float64(4.590688872075763), np.float64(4.678077256151944), np.float64(4.776259163639241), np.float64(4.412068952037128), np.float64(4.242006361993235)], [np.float64(38.04969023087348), np.float64(39.726788694733315), np.float64(42.81775912093903), np.float64(34.54841749019309), np.float64(27.418619101294766)], [np.float64(20.502209439949755), np.float64(21.1688605724806), np.float64(24.115178377430805), np.float64(15.928154599472897), np.float64(15.11421662972747)]]"
28,29,"[[np.float64(1.2888882912582993), np.float64(1.2326196734594845), np.float64(1.3566222608873535), np.float64(1.481628625891396), np.float64(1.0957207405770304)], [np.float64(3.066281724835751), np.float64(3.2038020678100128), np.float64(3.051557515602591), np.float64(3.1287679519577574), np.float64(2.8102149803260126)], [np.float64(5.443146375370426), np.float64(5.794627951138831), np.float64(5.419834745443824), np.float64(4.948537207882024), np.float64(5.300038844648686)], [np.float64(40.902527651458676), np.float64(47.97063066259732), np.float64(39.32956685661908), np.float64(38.39356012553012), np.float64(32.37322291683625)], [np.float64(25.50265199483622), np.float64(30.99283262968402), np.float64(23.885608626954756), np.float64(20.414326088527616), np.float64(21.797486788541683)]]","[[np.float64(1.1922382185269196), np.float64(1.1325238078095974), np.float64(1.2710486398919338), np.float64(1.3398450599560974), np.float64(1.031886384309469)], [np.float64(2.8295103665716783), np.float64(2.8353406622677357), np.float64(2.9978611812513187), np.float64(2.796391722860452), np.float64(2.599174278415288)], [np.float64(4.619057310489966), np.float64(4.989113057127754), np.float64(4.368876299272357), np.float64(4.536793693967587), np.float64(4.42821052737111)], [np.float64(37.49369779153808), np.float64(43.5904067088123), np.float64(34.98864839744197), np.float64(37.45917686707799), np.float64(30.049313188232887)], [np.float64(20.301487908084393), np.float64(25.7642817162087), np.float64(17.396263988912494), np.float64(17.604035282001323), np.float64(16.158901645774694)]]","[[np.float64(1.3104768119122043), np.float64(1.2721895024163221), np.float64(1.4076377458728973), np.float64(1.441071549081998), np.float64(1.1022972280758911)], [np.float64(2.847827124893152), np.float64(2.8500345648706396), np.float64(2.8835773838392353), np.float64(2.906955932670301), np.float64(2.7449023676478266)], [np.float64(4.456385925569341), np.float64(5.025127859687301), np.float64(4.067025951358985), np.float64(4.2449489538302085), np.float64(4.20439638777147)], [np.float64(35.34561887585986), np.float64(42.83833804526607), np.float64(30.70372169426576), np.float64(36.881606942681366), np.float64(26.217567381031373)], [np.float64(19.975583330143806), np.float64(25.42530856607457), np.float64(17.169572863888334), np.float64(17.034816812803427), np.float64(15.889256930283057)]]"
29,30,"[[np.float64(1.3754245190714436), np.float64(1.2595091062480064), np.float64(1.4316438470585995), np.float64(1.5323154842582192), np.float64(1.2682117171749985)], [np.float64(3.4430475783234926), np.float64(3.1052338076364303), np.float64(4.040864725245964), np.float64(3.1417334287070613), np.float64(3.0671755761478656)], [np.float64(5.377728078810877), np.float64(4.998065721899835), np.float64(5.433820568765512), np.float64(6.575945811547415), np.float64(4.388932099333484)], [np.float64(39.28900058976613), np.float64(41.20990850625596), np.float64(40.48663897383755), np.float64(42.356493938981934), np.float64(30.107048597525846)], [np.float64(22.76877910831456), np.float64(25.74451973814124), np.float64(23.39412424163354), np.float64(22.012177578168085), np.float64(17.15085762905569)]]","[[np.float64(1.320332055836085), np.float64(1.322000354491539), np.float64(1.3057039008937594), np.float64(1.441409968549349), np.float64(1.2116277160456166)], [np.float64(3.1103342914023697), np.float64(3.0636321338511854), np.float64(3.420417963306231), np.float64(2.6477751772590143), np.float64(3.049645749726859)], [np.float64(4.481055497505693), np.float64(4.539070186883041), np.float64(4.53777808006266), np.float64(4.975551265833274), np.float64(3.7112908694209326)], [np.float64(37.24958715062316), np.float64(42.25808061420834), np.float64(37.86576986598399), np.float64(37.001098880958956), np.float64(27.400496653659587)], [np.float64(19.000564257538763), np.float64(21.54680664087365), np.float64(18.962246800642284), np.float64(18.484983629456618), np.float64(15.27842870744878)]]","[[np.float64(1.3521386039024754), np.float64(1.358862528179684), np.float64(1.3422763005695457), np.float64(1.453504899052603), np.float64(1.2501335720993167)], [np.float64(2.964618140519901), np.float64(2.751328386061849), np.float64(3.178676507406669), np.float64(2.8080023274150356), np.float64(3.035449711580656)], [np.float64(4.3174339279087715), np.float64(4.175612861819634), np.float64(4.422629064755793), np.float64(4.925334505080081), np.float64(3.6326457192327513)], [np.float64(37.839265091346135), np.float64(41.83980310112392), np.float64(39.30806404405285), np.float64(37.12805829737765), np.float64(28.819503838371233)], [np.float64(19.40408162785529), np.float64(21.548336239571423), np.float64(20.266180591688336), np.float64(17.81490323900228), np.float64(15.81946942827335)]]"
30,31,"[[np.float64(1.33828841242832), np.float64(1.3241998630410594), np.float64(1.2523845022242182), np.float64(1.500435454691432), np.float64(1.3622221116207418)], [np.float64(3.428577795161385), np.float64(3.7783573633607292), np.float64(3.516148214954181), np.float64(3.1965709928523314), np.float64(2.8297346063331683)], [np.float64(5.386579723536209), np.float64(4.96378956535617), np.float64(5.829329824677787), np.float64(5.836470797299455), np.float64(4.959492423917134)], [np.float64(41.11323995072172), np.float64(42.05235912859322), np.float64(46.93210346103348), np.float64(38.407555355937056), np.float64(30.690595032633052)], [np.float64(23.835159118656307), np.float64(24.293169047391867), np.float64(25.469430457812344), np.float64(23.73693754326293), np.float64(20.34766075784628)]]","[[np.float64(1.2545248013175339), np.float64(1.2587951722790542), np.float64(1.223774824299954), np.float64(1.3237621287683718), np.float64(1.2425852918516125)], [np.float64(3.303558180343222), np.float64(3.6640017054595027), np.float64(3.37389468199923), np.float64(3.0983957286608197), np.float64(2.688826788159334)], [np.float64(4.443558179460985), np.float64(4.4619854865737265), np.float64(4.65400713658151), np.float64(4.705710349548148), np.float64(3.8503380813282053)], [np.float64(38.5498722474981), np.float64(40.51296605590361), np.float64(44.87121552908714), np.float64(35.459778089743594), np.float64(24.58213029922094)], [np.float64(19.85114961105886), np.float64(22.580917288526155), np.float64(20.32585783342321), np.float64(19.606211101686483), np.float64(13.827506241830577)]]","[[np.float64(1.3313352978072015), np.float64(1.3105629120999875), np.float64(1.3209309855016236), np.float64(1.4334667389639075), np.float64(1.3020909075458904)], [np.float64(3.0789792348166047), np.float64(3.2731220234952825), np.float64(3.0834522903372763), np.float64(3.25916692199025), np.float64(2.585603808242184)], [np.float64(4.265950287970624), np.float64(4.36420582233311), np.float64(4.26996260969678), np.float64(4.486801684578627), np.float64(3.9269363081556063)], [np.float64(35.62723040248392), np.float64(38.33304456963644), np.float64(38.82229863946288), np.float64(33.52151756209197), np.float64(26.44396882870113)], [np.float64(18.813487261416594), np.float64(21.280686144291355), np.float64(18.681374309851194), np.float64(18.48449807234657), np.float64(14.69878090500916)]]"
31,32,"[[np.float64(1.2769004383823679), np.float64(1.283193296516812), np.float64(1.3279601322010097), np.float64(1.321399245369865), np.float64(1.1531306649737685)], [np.float64(3.3480282707883875), np.float64(3.195192129428418), np.float64(3.9511322338033463), np.float64(2.521975924174732), np.float64(3.170020858358382)], [np.float64(5.607481704908541), np.float64(5.836976425217569), np.float64(5.797180605752736), np.float64(5.355807189464568), np.float64(5.134053698877713)], [np.float64(45.002803319312044), np.float64(54.3862860484141), np.float64(43.297358196740724), np.float64(37.00103279116961), np.float64(35.96431233896839)], [np.float64(26.586526544426647), np.float64(30.533696771032137), np.float64(27.156908977601695), np.float64(20.869728477413837), np.float64(22.751041152008423)]]","[[np.float64(1.2301307646569393), np.float64(1.2688206497526744), np.float64(1.3058548341891092), np.float64(1.2218838368402032), np.float64(1.051156046004405)], [np.float64(2.899408694380785), np.float64(2.78266223420154), np.float64(3.5143783029292246), np.float64(2.076164312254131), np.float64(2.6124470102253823)], [np.float64(4.805891589665501), np.float64(4.5459050743425395), np.float64(5.040229401822336), np.float64(4.62354711079817), np.float64(4.981072424221566)], [np.float64(41.44257821312498), np.float64(46.09023039820409), np.float64(42.64690630051295), np.float64(32.256112059108425), np.float64(38.071351284921974)], [np.float64(21.872346762996212), np.float64(23.20853577212601), np.float64(23.033916587855014), np.float64(17.891740422974845), np.float64(20.703095874170973)]]","[[np.float64(1.2475849453353083), np.float64(1.2875061197170687), np.float64(1.3128000503957444), np.float64(1.204413218370815), np.float64(1.1138220242275938)], [np.float64(2.8766644671389403), np.float64(2.707211523067552), np.float64(3.3793876942438135), np.float64(2.2404463831613532), np.float64(2.7654622191402973)], [np.float64(4.721001855859613), np.float64(4.40167542000854), np.float64(5.063912440375306), np.float64(4.737541054842628), np.float64(4.674674506254055)], [np.float64(41.0380242444541), np.float64(46.05210427155165), np.float64(43.70375774170378), np.float64(33.931851052866236), np.float64(32.937448731341874)], [np.float64(21.15474308890473), np.float64(21.767596510134087), np.float64(23.227761582689794), np.float64(18.155990612985477), np.float64(19.05148556618699)]]"
32,33,"[[np.float64(1.2625701239240181), np.float64(1.3981890861947495), np.float64(1.1660520580266402), np.float64(1.3209586212925655), np.float64(1.17314440682644)], [np.float64(3.3084129598172285), np.float64(3.0020656922671067), np.float64(3.661823867712983), np.float64(3.6294897112153777), np.float64(2.874560367701899)], [np.float64(5.689749514092064), np.float64(5.674306748997767), np.float64(6.069538695456214), np.float64(5.929519763601637), np.float64(4.86929287407391)], [np.float64(44.456750947392855), np.float64(48.53428941180213), np.float64(45.93400896072644), np.float64(48.57875963579422), np.float64(31.58616762824621)], [np.float64(26.617423514402617), np.float64(28.54044583629138), np.float64(26.314787687813176), np.float64(32.1058957290466), np.float64(19.603431272846226)]]","[[np.float64(1.166073325224574), np.float64(1.2126370398919488), np.float64(1.124477357057162), np.float64(1.1116229197125629), np.float64(1.199068901859662)], [np.float64(2.965758792057301), np.float64(2.740631505956838), np.float64(3.2353644964785215), np.float64(3.2434963121808926), np.float64(2.6082659397207837)], [np.float64(4.652891557945291), np.float64(4.444088667661902), np.float64(5.020975919128123), np.float64(4.729318959911382), np.float64(4.2565854045884555)], [np.float64(38.22019347524299), np.float64(39.54547612715911), np.float64(42.074436590037486), np.float64(38.93176512705457), np.float64(28.086182182335524)], [np.float64(20.78972353286222), np.float64(21.995720131955917), np.float64(21.628219103768448), np.float64(23.720358866110562), np.float64(14.891863944425728)]]","[[np.float64(1.358670197584104), np.float64(1.3332324997269516), np.float64(1.1951772871656694), np.float64(1.2747713967742116), np.float64(1.6577121259054903)], [np.float64(3.0119968947155056), np.float64(2.587593540260891), np.float64(3.2480781388807265), np.float64(3.134732369849016), np.float64(3.083517179365645)], [np.float64(4.693009894742802), np.float64(4.523280689613141), np.float64(4.817816780633626), np.float64(4.609467492767415), np.float64(4.77210637766626)], [np.float64(39.837974207858224), np.float64(43.44039396693689), np.float64(41.83822867314586), np.float64(38.1042413375641), np.float64(31.580432719080612)], [np.float64(21.405173110903874), np.float64(23.29758871849634), np.float64(21.657612085053433), np.float64(22.210021049131356), np.float64(17.377107389407552)]]"
33,34,"[[np.float64(1.3522230365746115), np.float64(1.5699386926320482), np.float64(1.3573075892581976), np.float64(1.2888187546308043), np.float64(1.0595555445727582)], [np.float64(3.259075041319853), np.float64(3.3190565114510338), np.float64(3.6564523789684835), np.float64(3.0479720875480942), np.float64(2.661132691340653)], [np.float64(5.505649940648105), np.float64(5.867541134110882), np.float64(5.75427697162802), np.float64(5.560010051930388), np.float64(4.523786272828113)], [np.float64(40.14338360709349), np.float64(47.86740404473613), np.float64(39.80193704932442), np.float64(38.634979892619285), np.float64(29.552796584204398)], [np.float64(24.868722449297827), np.float64(28.60901317185811), np.float64(24.64135037118981), np.float64(23.945035048209785), np.float64(20.340795964771647)]]","[[np.float64(1.2135703759576941), np.float64(1.4154542538268475), np.float64(1.2442090298117836), np.float64(1.0389633997821053), np.float64(0.9916120223644996)], [np.float64(2.9297734189367284), np.float64(3.3147268357728623), np.float64(3.127200456352233), np.float64(2.6261625703673794), np.float64(2.2437900375173383)], [np.float64(4.544556941502134), np.float64(4.7883344160561405), np.float64(4.851098485763579), np.float64(4.103331582751224), np.float64(4.050861003766157)], [np.float64(35.74796596833369), np.float64(42.36076532326662), np.float64(36.36670371547737), np.float64(34.01966131007976), np.float64(25.373911316002957)], [np.float64(19.961521123926634), np.float64(23.326983206928812), np.float64(20.472544708735196), np.float64(17.93110380881437), np.float64(15.506709335013978)]]","[[np.float64(1.2565076739054117), np.float64(1.4020998810380167), np.float64(1.2575852120516673), np.float64(1.182933471314774), np.float64(1.1031438149392467)], [np.float64(2.8868237837514252), np.float64(3.0266624496137915), np.float64(3.097657620081973), np.float64(2.7911539024687846), np.float64(2.414740324695172)], [np.float64(4.464981256717244), np.float64(4.764684965232508), np.float64(4.810240689207658), np.float64(3.963849605453082), np.float64(3.8602235067798487)], [np.float64(36.108130602216775), np.float64(42.505585326766216), np.float64(37.07305761388984), np.float64(32.44960575368308), np.float64(27.351870069711953)], [np.float64(18.921011930010202), np.float64(22.527465271596725), np.float64(19.52296871124887), np.float64(15.851947562242838), np.float64(14.636048549474419)]]"
34,35,"[[np.float64(1.3369826010581554), np.float64(1.342774996717048), np.float64(1.3729182251177778), np.float64(1.306335760896381), np.float64(1.302799295709222)], [np.float64(3.1232582984632167), np.float64(3.2981721672480515), np.float64(3.2188179903289833), np.float64(2.713820514429426), np.float64(3.0402493561877213)], [np.float64(5.337871245478202), np.float64(5.223370788328586), np.float64(5.428392216330734), np.float64(5.42674404092688), np.float64(5.299922049871366)], [np.float64(39.43089612432214), np.float64(45.850905641210595), np.float64(38.05102486550221), np.float64(35.2873883653773), np.float64(34.535343173374336)], [np.float64(24.496683639402537), np.float64(30.16556240214511), np.float64(22.891805929507882), np.float64(20.03391263926835), np.float64(20.834400640050948)]]","[[np.float64(1.2477517857739093), np.float64(1.2585621642274027), np.float64(1.3184176870803646), np.float64(1.1889091809576962), np.float64(1.1771101123641066)], [np.float64(2.846551448814233), np.float64(3.1659497179288985), np.float64(2.956396968105473), np.float64(2.2772333643558635), np.float64(2.621162322016753)], [np.float64(4.472858520187679), np.float64(4.30528333127777), np.float64(4.572906136415446), np.float64(4.773930163796275), np.float64(4.31894185342358)], [np.float64(35.40954208153702), np.float64(37.99160104297833), np.float64(35.077657949819994), np.float64(34.07415842346028), np.float64(33.153313465222816)], [np.float64(18.91176968652625), np.float64(21.004216306278565), np.float64(18.986056332085308), np.float64(16.492087080483827), np.float64(17.494924982694773)]]","[[np.float64(1.3291925414920602), np.float64(1.4078792818165864), np.float64(1.3834048263820045), np.float64(1.1622865593108263), np.float64(1.2627884976283164)], [np.float64(2.9401813956512766), np.float64(2.8577231133229524), np.float64(3.4514581193059293), np.float64(2.471531495813647), np.float64(2.6139640916252196)], [np.float64(4.472437974682048), np.float64(4.280407228674843), np.float64(4.4767410914796155), np.float64(4.8041873966186674), np.float64(4.458328897759564)], [np.float64(35.764424897814955), np.float64(40.72388875478721), np.float64(32.742434135661064), np.float64(35.555454573369786), np.float64(32.473571278096166)], [np.float64(19.374485218467758), np.float64(21.135178757475256), np.float64(20.441718037429727), np.float64(15.820816689174988), np.float64(17.80604789651625)]]"
35,36,"[[np.float64(1.3640241701715285), np.float64(1.216160686022041), np.float64(1.4110496653730429), np.float64(1.4547675221620031), np.float64(1.3932017237421384)], [np.float64(3.2998169327720666), np.float64(3.438273454840299), np.float64(3.6444938413419705), np.float64(2.6563772631120277), np.float64(3.042660211783273)], [np.float64(5.7493967524066205), np.float64(6.122509651263013), np.float64(5.47428016920032), np.float64(6.048672412161487), np.float64(5.355059918586377)], [np.float64(41.12898485506451), np.float64(50.97550893260673), np.float64(37.34727813399411), np.float64(41.22929916238232), np.float64(30.179242956795772)], [np.float64(24.46452930145416), np.float64(28.837137946232954), np.float64(22.661083245983978), np.float64(25.373179715359083), np.float64(19.29235805333752)]]","[[np.float64(1.2973672487493941), np.float64(1.1497128576915345), np.float64(1.386591749309355), np.float64(1.424943080516652), np.float64(1.2145233089140273)], [np.float64(3.0439002308192786), np.float64(3.3177701189864397), np.float64(3.176966012703625), np.float64(2.5343326968595807), np.float64(2.8525525130957172)], [np.float64(4.608463910649046), np.float64(4.857313935022585), np.float64(4.193417157650494), np.float64(5.1740017945651635), np.float64(4.335442420550834)], [np.float64(36.13819602202191), np.float64(43.15872836088462), np.float64(32.692892533046816), np.float64(39.23353739189437), np.float64(26.55805127268064)], [np.float64(19.98259017275343), np.float64(24.209487756258977), np.float64(18.21600333839465), np.float64(21.349337691816434), np.float64(14.081341944249196)]]","[[np.float64(1.3098397051823272), np.float64(1.1534789992607035), np.float64(1.3806260289830343), np.float64(1.46832760685456), np.float64(1.2386171680463247)], [np.float64(2.9216467333911047), np.float64(2.9810900350422616), np.float64(3.2041378771434985), np.float64(2.3713234658105193), np.float64(2.816906996265256)], [np.float64(4.609179552102114), np.float64(4.83493472022053), np.float64(4.266153718857655), np.float64(4.774814744860751), np.float64(4.668168416395228)], [np.float64(37.162751032144115), np.float64(44.00856621103661), np.float64(33.641047316265904), np.float64(36.87712678769549), np.float64(32.187412040407686)], [np.float64(19.95986838683189), np.float64(22.713869207470584), np.float64(18.085159774902834), np.float64(20.336634325109475), np.float64(18.368112662145624)]]"
