,seed,regression,xgboost,cnn
10,11,"[[np.float64(1.3478552736432727), np.float64(1.4061759404423924), np.float64(1.3826428447679164), np.float64(1.4059189498919997), np.float64(1.1517813394521672)], [np.float64(3.3908088275022292), np.float64(3.8420682132653594), np.float64(3.6136917863248916), np.float64(2.95112330506403), np.float64(2.633139605775542)], [np.float64(5.831723138833061), np.float64(6.314887789983091), np.float64(5.934407225153847), np.float64(6.024324213948876), np.float64(4.749467761264613)], [np.float64(43.957619207447635), np.float64(49.552304409256905), np.float64(46.81380825642267), np.float64(45.69637314381996), np.float64(26.58130169369365)], [np.float64(27.51605286614756), np.float64(32.03145044465708), np.float64(27.21139135833406), np.float64(30.19697042141054), np.float64(17.550145625211677)]]","[[np.float64(1.2607170041337732), np.float64(1.3219855441979496), np.float64(1.2346256246885001), np.float64(1.3314544080582227), np.float64(1.1576850921840487)], [np.float64(3.071484168524275), np.float64(3.6180506130494776), np.float64(3.1294910061691756), np.float64(2.815560920756607), np.float64(2.2935004377974297)], [np.float64(4.892259298645331), np.float64(5.2823882695697035), np.float64(4.94615218543049), np.float64(4.838531292371654), np.float64(4.2770912846452225)], [np.float64(41.100500180441166), np.float64(48.00816419659653), np.float64(41.37680253255099), np.float64(42.69741751555325), np.float64(27.18065658533419)], [np.float64(22.061112626159723), np.float64(26.28361759873379), np.float64(20.865606823679887), np.float64(22.61249542328828), np.float64(16.778637800860743)]]","[[np.float64(1.301240954156789), np.float64(1.3051259072281245), np.float64(1.3480140195138024), np.float64(1.306150924019823), np.float64(1.2129425693294396)], [np.float64(2.98195545850739), np.float64(3.2451498556934752), np.float64(3.2465749783533107), np.float64(2.8717979867877266), np.float64(2.148137971860334)], [np.float64(4.66191760305835), np.float64(4.711439754126702), np.float64(4.7810126651446545), np.float64(4.657079584312471), np.float64(4.399843849290259)], [np.float64(38.57875570570404), np.float64(43.0584662412316), np.float64(38.262249468416), np.float64(40.00552112008473), np.float64(30.95675770832081)], [np.float64(20.956403788087034), np.float64(24.146885955723445), np.float64(20.389627627696868), np.float64(20.662544173822635), np.float64(17.253214060862238)]]"
11,12,"[[np.float64(1.3031696270522835), np.float64(1.499040063678082), np.float64(1.203302117484958), np.float64(1.3056616623101247), np.float64(1.186025400702446)], [np.float64(3.329455095192236), np.float64(3.7965066160285423), np.float64(3.318868048381073), np.float64(2.5282261780679764), np.float64(3.1838328535237843)], [np.float64(5.470231350744062), np.float64(6.1844836766003), np.float64(5.275538962157907), np.float64(5.171552665550159), np.float64(4.982619266164212)], [np.float64(41.886664111350996), np.float64(51.49462290952962), np.float64(40.02087753780936), np.float64(39.128725501034594), np.float64(31.48780420914585)], [np.float64(25.315969477823064), np.float64(33.37100870021364), np.float64(22.289652809728963), np.float64(23.41636756010089), np.float64(18.25771355509032)]]","[[np.float64(1.2060388122346142), np.float64(1.3070919572702928), np.float64(1.1386626517103764), np.float64(1.2581926324595984), np.float64(1.1421669055831554)], [np.float64(3.0544821802155777), np.float64(3.5315880348243858), np.float64(3.1011129381187192), np.float64(2.388792165506075), np.float64(2.689256267588123)], [np.float64(4.645284941480349), np.float64(4.9907527967025835), np.float64(4.641955770417288), np.float64(4.816713436149415), np.float64(4.006041526568962)], [np.float64(38.172527427259645), np.float64(45.29665912808571), np.float64(37.4030298152361), np.float64(36.075173548951696), np.float64(29.674578458335752)], [np.float64(20.7114749660005), np.float64(26.186517531478916), np.float64(19.11312698793608), np.float64(18.985554570289857), np.float64(15.783032020751733)]]","[[np.float64(1.261022967466078), np.float64(1.3575663842657524), np.float64(1.1774092386112305), np.float64(1.2819119401015413), np.float64(1.2557101696928086)], [np.float64(2.949805816867587), np.float64(3.3311999225375297), np.float64(3.0535650060701296), np.float64(2.2724256397870795), np.float64(2.634531354513029)], [np.float64(4.412658812738024), np.float64(4.61774800550073), np.float64(4.420841889786208), np.float64(4.700702808379186), np.float64(3.873761986063517)], [np.float64(36.27004247662197), np.float64(42.80953895873148), np.float64(36.320849228350674), np.float64(34.419413523488814), np.float64(26.735877038157554)], [np.float64(19.554941645266275), np.float64(23.826651927083354), np.float64(19.021223266717325), np.float64(18.402637576896016), np.float64(14.270879691107252)]]"
12,13,"[[np.float64(1.311371428084112), np.float64(1.3128909118293262), np.float64(1.2980114778857892), np.float64(1.4561001972334864), np.float64(1.1962411471142964)], [np.float64(3.4709230699715206), np.float64(3.9179995108026575), np.float64(3.615327300454807), np.float64(3.0277522098910854), np.float64(2.921320387801606)], [np.float64(5.79755223913577), np.float64(5.712757911946238), np.float64(6.182737432114124), np.float64(5.8231154155494345), np.float64(5.216251091782549)], [np.float64(42.3652266962047), np.float64(43.82891440328177), np.float64(46.94633087682963), np.float64(43.24686255861526), np.float64(30.134212144785565)], [np.float64(24.45690988463626), np.float64(27.132937057069196), np.float64(26.215528925938294), np.float64(23.74731204964513), np.float64(17.42732053015076)]]","[[np.float64(1.2128823718043578), np.float64(1.1522179656494531), np.float64(1.2542247675902634), np.float64(1.2877929781908872), np.float64(1.1555633128113338)], [np.float64(3.1101932278065583), np.float64(3.4539737163598576), np.float64(3.300602208847102), np.float64(2.447862170211377), np.float64(2.8084258650837954)], [np.float64(4.586667349378268), np.float64(4.3151474545943564), np.float64(5.117388592138188), np.float64(4.682201277016701), np.float64(3.8928636609906233)], [np.float64(36.535673856084685), np.float64(37.34526080598737), np.float64(40.86789143529953), np.float64(38.11778281155826), np.float64(24.84470477322685)], [np.float64(18.47438792322947), np.float64(19.534532351609666), np.float64(20.66912226927119), np.float64(17.29825622700246), np.float64(13.645982957146304)]]","[[np.float64(1.2707540620453281), np.float64(1.2281770081995413), np.float64(1.2824534199313378), np.float64(1.3980433366625968), np.float64(1.1905994993734064)], [np.float64(3.1044504917824307), np.float64(3.346685114789355), np.float64(3.2514257758631815), np.float64(2.5484508520473543), np.float64(2.9599453700461953)], [np.float64(4.388361239503753), np.float64(3.888848796055703), np.float64(4.742843898821305), np.float64(4.496315187796616), np.float64(4.316287500780538)], [np.float64(36.233883922781914), np.float64(37.55156038038619), np.float64(38.33746606806841), np.float64(37.2360338228295), np.float64(29.517856567269938)], [np.float64(18.598012924381422), np.float64(19.41915196626983), np.float64(19.95055846998633), np.float64(17.071164832796203), np.float64(16.354396266418515)]]"
13,14,"[[np.float64(1.3381804834524873), np.float64(1.3387865451570682), np.float64(1.3620740336862285), np.float64(1.345565052733979), np.float64(1.288634867133879)], [np.float64(3.3611428200299933), np.float64(3.4415508625862183), np.float64(3.6100552827449417), np.float64(2.8540337423911444), np.float64(3.074516208548609)], [np.float64(5.423712094071606), np.float64(5.364496199828166), np.float64(5.652199781244482), np.float64(5.679990969542528), np.float64(4.909046309417076)], [np.float64(43.619709837485274), np.float64(46.121462564299), np.float64(45.037757852234805), np.float64(46.526268226428535), np.float64(33.45212809533552)], [np.float64(25.253056124307317), np.float64(25.222775692261504), np.float64(27.093664559353765), np.float64(26.44741491052559), np.float64(20.692040193081947)]]","[[np.float64(1.2708445041486018), np.float64(1.2555309588797148), np.float64(1.291826483028463), np.float64(1.2532813626876382), np.float64(1.2713788732090283)], [np.float64(3.0295015120040794), np.float64(2.855020482133955), np.float64(3.335024578066201), np.float64(2.9027540679451103), np.float64(2.830361336423069)], [np.float64(4.768938111371766), np.float64(4.626394726382865), np.float64(5.013395909242731), np.float64(4.672468157438448), np.float64(4.629124681842224)], [np.float64(40.62198083052654), np.float64(38.64737591431333), np.float64(45.16259540469534), np.float64(40.71990610619348), np.float64(34.99064990577209)], [np.float64(21.335970559393125), np.float64(20.22795491762623), np.float64(24.046174965211858), np.float64(20.695892878133034), np.float64(18.30555764077722)]]","[[np.float64(1.3090338907278949), np.float64(1.2540815484804988), np.float64(1.3677284617536531), np.float64(1.3199006998373155), np.float64(1.287281223001919)], [np.float64(2.887650361773861), np.float64(2.7045553138009404), np.float64(3.2089253288875823), np.float64(2.6881628900475087), np.float64(2.718029045122708)], [np.float64(4.507176825177726), np.float64(4.413041525773362), np.float64(4.705022825641657), np.float64(4.310440514492389), np.float64(4.440095291603363)], [np.float64(39.723360854733066), np.float64(38.30841742729878), np.float64(43.295065502603684), np.float64(40.59071133548823), np.float64(34.57591589871224)], [np.float64(20.187246298127686), np.float64(19.042387447608153), np.float64(23.35380515350441), np.float64(18.339899361157713), np.float64(17.011640862743885)]]"
14,15,"[[np.float64(1.3692046974441408), np.float64(1.4318358884656628), np.float64(1.4422979606956343), np.float64(1.2056722023020363), np.float64(1.2959333314753743)], [np.float64(3.4620226751108896), np.float64(3.7826600369358734), np.float64(3.739444135020693), np.float64(2.901495869421989), np.float64(2.9703324867332865)], [np.float64(5.350115156615512), np.float64(5.884917540615585), np.float64(5.1719773203324415), np.float64(5.202895280131148), np.float64(5.002985491379391)], [np.float64(41.59946648002236), np.float64(50.17410905769334), np.float64(41.673359279187515), np.float64(34.73858955355418), np.float64(33.69734151855775)], [np.float64(24.388820777659877), np.float64(28.566089023773387), np.float64(24.318307805393033), np.float64(22.838882879005602), np.float64(19.29213236572675)]]","[[np.float64(1.2829252479698563), np.float64(1.313091314097138), np.float64(1.3925163542953467), np.float64(1.0695445225303104), np.float64(1.2282664065284385)], [np.float64(3.206143776291643), np.float64(3.314634122449576), np.float64(3.669260813667065), np.float64(2.664486566315395), np.float64(2.6507363635587877)], [np.float64(4.677346686431565), np.float64(4.9025331244257915), np.float64(4.672187712281894), np.float64(4.078910365763992), np.float64(4.859678117010008)], [np.float64(38.81747510099776), np.float64(47.131337130764024), np.float64(39.091469582409836), np.float64(29.819183620278537), np.float64(32.61059866889908)], [np.float64(20.934470327827317), np.float64(25.835573901068003), np.float64(20.96951292923364), np.float64(16.768204490816224), np.float64(16.411112287558307)]]","[[np.float64(1.4977894182403095), np.float64(1.5736310995043608), np.float64(1.3852418339330324), np.float64(1.2346777780614857), np.float64(1.7519391984676385)], [np.float64(3.3297959098391567), np.float64(3.7602313567874592), np.float64(3.317104158755843), np.float64(2.8814079196078843), np.float64(3.098246430872531)], [np.float64(4.667935195019628), np.float64(4.591922375911623), np.float64(4.628140410174897), np.float64(4.234388898841642), np.float64(5.159130276483219)], [np.float64(40.46228896541676), np.float64(45.64105157018695), np.float64(39.75114269471448), np.float64(29.768083763258012), np.float64(42.263289290788975)], [np.float64(21.011310545565028), np.float64(24.9800258354248), np.float64(20.91550942129158), np.float64(16.21369484336674), np.float64(19.0037599558987)]]"
15,16,"[[np.float64(1.2875100332131566), np.float64(1.3669127324073016), np.float64(1.334025394072067), np.float64(1.292852991443704), np.float64(1.0653263021549892)], [np.float64(3.162389068078404), np.float64(3.4162881423899685), np.float64(3.1806085638947006), np.float64(2.8451057187244833), np.float64(3.0193901946552164)], [np.float64(5.602108093887758), np.float64(6.035314498695624), np.float64(5.26291065324459), np.float64(5.8004764914645675), np.float64(5.2542086515421715)], [np.float64(43.74463007463467), np.float64(50.797647426113826), np.float64(42.968964540744594), np.float64(43.52712980584958), np.float64(32.288786161131746)], [np.float64(25.183283482679744), np.float64(29.61954895571407), np.float64(23.328649622893685), np.float64(24.155642198895144), np.float64(21.504698825272257)]]","[[np.float64(1.2398680976001621), np.float64(1.3133346078938974), np.float64(1.2750821943399286), np.float64(1.2097063414449578), np.float64(1.0886370988439187)], [np.float64(2.941611250338609), np.float64(3.1845501324418177), np.float64(3.0316386480802007), np.float64(2.6041311429876517), np.float64(2.7081447690026126)], [np.float64(4.588277070474665), np.float64(4.798893542328079), np.float64(4.299299514220606), np.float64(5.084425366939492), np.float64(4.204535319740809)], [np.float64(38.82539397272463), np.float64(43.624472707862246), np.float64(39.08737650275762), np.float64(40.53145628312012), np.float64(27.494388476593613)], [np.float64(20.240863743185294), np.float64(22.134460798254132), np.float64(20.322416280651574), np.float64(21.203051921715044), np.float64(15.713710904315048)]]","[[np.float64(1.3225611607638745), np.float64(1.4286853478918766), np.float64(1.3866759704510025), np.float64(1.2599080231383584), np.float64(1.089890906010998)], [np.float64(2.906255668121623), np.float64(3.0848678752011196), np.float64(3.0287067603591287), np.float64(2.744598279934044), np.float64(2.558754564508128)], [np.float64(4.445220582295713), np.float64(4.546525330179763), np.float64(4.102529280423603), np.float64(5.113471593055885), np.float64(4.130182659404365)], [np.float64(36.75500859080592), np.float64(41.74088387085457), np.float64(35.90174324441136), np.float64(39.022422498816354), np.float64(26.518482190175632)], [np.float64(19.90654692960023), np.float64(22.22960058311447), np.float64(19.318332929028582), np.float64(21.40418822499925), np.float64(15.118086648647418)]]"
16,17,"[[np.float64(1.3641279138912614), np.float64(1.4730050131502628), np.float64(1.2894966932708123), np.float64(1.3189214817164692), np.float64(1.3219837154833727)], [np.float64(3.2694240073820895), np.float64(3.3052015000054396), np.float64(3.4921891611835947), np.float64(3.4355493399455894), np.float64(2.6251719838231127)], [np.float64(5.5103045930074765), np.float64(6.06052721444574), np.float64(5.31453717123882), np.float64(5.911714835444762), np.float64(4.326555709481593)], [np.float64(43.12274973121975), np.float64(49.47790760365133), np.float64(46.47182139576896), np.float64(39.35147061535051), np.float64(24.995647804148803)], [np.float64(24.95550374510254), np.float64(28.734530651708454), np.float64(25.100028808726343), np.float64(24.998944988669866), np.float64(16.019114302663894)]]","[[np.float64(1.2790567416668515), np.float64(1.3458459824497946), np.float64(1.2528797540506815), np.float64(1.1480324971411824), np.float64(1.309257113787975)], [np.float64(2.9497323509502618), np.float64(3.283064515972798), np.float64(3.04931353669777), np.float64(2.579522823414169), np.float64(2.4307817572796115)], [np.float64(4.4411129996720815), np.float64(4.876406014043475), np.float64(4.0570044166337285), np.float64(5.0183939828283854), np.float64(3.629652235224807)], [np.float64(38.7529650777519), np.float64(43.56483561033073), np.float64(40.732922551953756), np.float64(38.47433375370923), np.float64(24.064462632594875)], [np.float64(20.63206601456114), np.float64(24.085440150303608), np.float64(21.227497097948817), np.float64(19.516598323152), np.float64(12.49548940616171)]]","[[np.float64(1.3026980167697324), np.float64(1.3182702828606352), np.float64(1.2834025475255455), np.float64(1.2343773011086394), np.float64(1.3626868638351732)], [np.float64(3.060163092421058), np.float64(3.425607665490395), np.float64(3.1290655667622036), np.float64(3.0136753943665284), np.float64(2.192029803369837)], [np.float64(4.523050877722465), np.float64(4.871538926945488), np.float64(4.369850267183027), np.float64(5.066802593008745), np.float64(3.5249900260666513)], [np.float64(39.97547388406577), np.float64(45.568378863498424), np.float64(42.26360846450944), np.float64(38.50440262606368), np.float64(23.756579803435933)], [np.float64(20.565059582445947), np.float64(23.46937950568306), np.float64(21.58880073248757), np.float64(19.54792696165415), np.float64(12.912713727778568)]]"
17,18,"[[np.float64(1.3093071603617403), np.float64(1.3547346691782454), np.float64(1.3258763989912548), np.float64(1.165453485280923), np.float64(1.3226468965987903)], [np.float64(3.3159235200376203), np.float64(3.709792364659944), np.float64(3.405344413787009), np.float64(2.6326689970085533), np.float64(2.9338928215614968)], [np.float64(5.498895367727682), np.float64(5.260673373672555), np.float64(5.89921166341182), np.float64(5.914951739303934), np.float64(4.771430177621157)], [np.float64(43.892349971892884), np.float64(44.63897369087663), np.float64(48.82052803233423), np.float64(44.02549024268169), np.float64(31.780006584412313)], [np.float64(26.860851698711407), np.float64(28.55930971448503), np.float64(28.36587051338456), np.float64(25.958348023891396), np.float64(21.14689843260857)]]","[[np.float64(1.2274120335629009), np.float64(1.2571734166687456), np.float64(1.2443074760518955), np.float64(1.0508202182582072), np.float64(1.2952444853522473)], [np.float64(3.0850189713108906), np.float64(3.566666919433966), np.float64(3.0935810642283323), np.float64(2.4221930999565164), np.float64(2.6172277971061475)], [np.float64(4.635187583795181), np.float64(4.713327087675671), np.float64(4.837219216735533), np.float64(4.60873358305414), np.float64(4.1314735348979905)], [np.float64(39.34654748655016), np.float64(42.7158572154126), np.float64(41.805123563153636), np.float64(37.13436467553249), np.float64(29.091892766552956)], [np.float64(21.4520669080649), np.float64(23.62629661014342), np.float64(22.291800171155103), np.float64(21.201659947192084), np.float64(14.923257655766246)]]","[[np.float64(1.268569882411944), np.float64(1.3445919988134465), np.float64(1.2136903717506384), np.float64(1.196738424247385), np.float64(1.2788650111708728)], [np.float64(3.082817956270856), np.float64(3.5946383375440822), np.float64(3.005669213622741), np.float64(2.4940815286988376), np.float64(2.641508573011455)], [np.float64(4.491759066628697), np.float64(4.494018974175355), np.float64(4.605026107075088), np.float64(4.858474557571426), np.float64(3.8886481504072847)], [np.float64(40.17866817498523), np.float64(45.99643773316734), np.float64(40.21397221246379), np.float64(37.128643799710325), np.float64(29.795087908454036)], [np.float64(21.69714769619447), np.float64(25.052686861947702), np.float64(21.891139889215765), np.float64(20.431191293368006), np.float64(14.52853322402553)]]"
18,19,"[[np.float64(1.3486453979774553), np.float64(1.3168436294337578), np.float64(1.3212935035688838), np.float64(1.3612466042544298), np.float64(1.4231462306834277)], [np.float64(3.2597642988400874), np.float64(3.4291465075513696), np.float64(3.40453825712901), np.float64(3.2538093102785832), np.float64(2.7391384855003227)], [np.float64(5.260990713573626), np.float64(5.395445517102333), np.float64(5.177070115941067), np.float64(5.67995962921355), np.float64(4.761066408415517)], [np.float64(42.72645747379499), np.float64(49.396749230472146), np.float64(44.10982446729561), np.float64(40.027042037738525), np.float64(30.377736503993027)], [np.float64(24.935435139287787), np.float64(27.549271685411878), np.float64(25.9027675698268), np.float64(24.880761019211384), np.float64(18.538121279429625)]]","[[np.float64(1.264862989926253), np.float64(1.3188618450411709), np.float64(1.2190952090708742), np.float64(1.2588391439401327), np.float64(1.2549182234063958)], [np.float64(3.124946900319587), np.float64(3.512331598367892), np.float64(3.3091730615615926), np.float64(2.84372581273046), np.float64(2.37424889841842)], [np.float64(4.482405251242193), np.float64(4.530584277698989), np.float64(4.866192387621669), np.float64(4.610382137254088), np.float64(3.6023784483289414)], [np.float64(40.17709909340609), np.float64(47.272816399692616), np.float64(42.106117900285675), np.float64(36.80623804082704), np.float64(26.021667064980026)], [np.float64(20.847460587636018), np.float64(22.85501940573064), np.float64(23.926814703669354), np.float64(18.179511697403125), np.float64(13.77298449978444)]]","[[np.float64(1.3987848697714533), np.float64(1.3749196569315734), np.float64(1.425198582973175), np.float64(1.3983577323320129), np.float64(1.3946483811830093)], [np.float64(3.066201053764132), np.float64(3.146414392174692), np.float64(3.2692205487298374), np.float64(3.1027654996283487), np.float64(2.551362536888207)], [np.float64(4.345805319507898), np.float64(4.306916279606283), np.float64(4.75965371064956), np.float64(4.401624989436627), np.float64(3.643443464821449)], [np.float64(39.55517932967919), np.float64(46.57823706375382), np.float64(40.67147349969778), np.float64(37.21467542284845), np.float64(26.125180664410273)], [np.float64(19.841409448082626), np.float64(21.48970818361753), np.float64(22.787079487710923), np.float64(17.184995129059036), np.float64(13.840753359225582)]]"
19,20,"[[np.float64(1.338767063271651), np.float64(1.500357393102831), np.float64(1.3046078987396983), np.float64(1.1935333073980774), np.float64(1.2580879218734504)], [np.float64(3.357504400004173), np.float64(3.941635173595378), np.float64(3.4949083300950106), np.float64(2.5220012241330485), np.float64(2.8219186017366953)], [np.float64(5.535136199328181), np.float64(5.620744084238163), np.float64(5.825590895774539), np.float64(5.87309625908008), np.float64(4.563283479335097)], [np.float64(40.76523379446927), np.float64(40.62948790638941), np.float64(48.91007970570755), np.float64(39.7320995585874), np.float64(25.46037414809151)], [np.float64(22.79991375077397), np.float64(24.997368256212365), np.float64(24.238885813532747), np.float64(22.811449876402197), np.float64(16.21843213990495)]]","[[np.float64(1.2539577125834027), np.float64(1.32229862371805), np.float64(1.2650190982278078), np.float64(1.1208566677842706), np.float64(1.246213327127768)], [np.float64(3.055406976314045), np.float64(3.66154551255956), np.float64(3.141134764286471), np.float64(2.3147608870949155), np.float64(2.4691809737562984)], [np.float64(4.687184942985436), np.float64(4.816439999275962), np.float64(5.413966110398974), np.float64(4.268143590431932), np.float64(3.52281044397076)], [np.float64(37.95794232525944), np.float64(38.61751504298397), np.float64(46.63093469126947), np.float64(34.47450897259226), np.float64(21.9635501161272)], [np.float64(19.64000236979773), np.float64(21.025644046085944), np.float64(22.51575845214005), np.float64(17.485612761169502), np.float64(13.81992940328487)]]","[[np.float64(1.2810352925086157), np.float64(1.4193555945678902), np.float64(1.2359208475720371), np.float64(1.2141548094808765), np.float64(1.1887595253757477)], [np.float64(2.9237281998889557), np.float64(3.468754121882378), np.float64(2.90490591784244), np.float64(2.486714170244709), np.float64(2.388665791777336)], [np.float64(4.598043287575558), np.float64(4.864515085944098), np.float64(5.215799918711528), np.float64(4.273842431287768), np.float64(3.292304720756007)], [np.float64(39.09207545501041), np.float64(41.68190510723363), np.float64(46.73166300188866), np.float64(34.328258302349596), np.float64(23.270234436916517)], [np.float64(19.65494106859057), np.float64(21.882858829958316), np.float64(22.391307076279453), np.float64(16.713741972258838), np.float64(13.107641010229653)]]"
20,21,"[[np.float64(1.3383814914155687), np.float64(1.5328234939654515), np.float64(1.2752642512488945), np.float64(1.3063070398619643), np.float64(1.0951890942382114)], [np.float64(3.324717862605654), np.float64(3.837066480279549), np.float64(3.6192759196511983), np.float64(2.7486881466470963), np.float64(2.231080802489206)], [np.float64(5.824467965854096), np.float64(5.772567467265055), np.float64(6.096974310132122), np.float64(6.052962878123762), np.float64(5.140151945121068)], [np.float64(45.55464810507966), np.float64(48.01243968618832), np.float64(48.04447418035848), np.float64(42.27337033264854), np.float64(39.86165413990218)], [np.float64(25.548019723643524), np.float64(27.681088542171267), np.float64(24.890879329806584), np.float64(25.03172817284308), np.float64(23.265613567205968)]]","[[np.float64(1.2274871297266317), np.float64(1.4139641507680683), np.float64(1.1648408129774115), np.float64(1.1441528466372546), np.float64(1.0609793768167473)], [np.float64(3.0107822621014213), np.float64(3.4441970251238767), np.float64(3.32751272968558), np.float64(2.261169643483698), np.float64(2.2492710248429226)], [np.float64(4.90727669739266), np.float64(4.4546555552461635), np.float64(5.337769349958669), np.float64(5.267985203013698), np.float64(4.454396124082167)], [np.float64(42.073265145211856), np.float64(40.02646815699241), np.float64(46.31641528017754), np.float64(41.829113608986646), np.float64(37.923824901391335)], [np.float64(21.472254278126552), np.float64(22.575058552744586), np.float64(22.705584114566605), np.float64(20.709056526148064), np.float64(17.834400602778363)]]","[[np.float64(1.2553205673941479), np.float64(1.4893415924578528), np.float64(1.1354427543109455), np.float64(1.157496009034719), np.float64(1.1010386564505923)], [np.float64(2.764812339407644), np.float64(3.242822849411069), np.float64(2.8796069034341674), np.float64(2.401014824690223), np.float64(1.8959190924109972)], [np.float64(4.792503923256015), np.float64(4.50506903357427), np.float64(5.318961821194509), np.float64(4.878786150586625), np.float64(4.186895675970992)], [np.float64(41.51903677453457), np.float64(42.04494677539348), np.float64(44.96131202683493), np.float64(37.92790051495795), np.float64(38.022699717847935)], [np.float64(20.474262311871218), np.float64(22.34101027707584), np.float64(21.147347064635674), np.float64(18.549448910458402), np.float64(17.723757779629565)]]"
21,22,"[[np.float64(1.373673524523426), np.float64(1.393711428433079), np.float64(1.3657114029514992), np.float64(1.2997680623192718), np.float64(1.413566526197502)], [np.float64(3.2496285784423007), np.float64(3.176549633336921), np.float64(3.605715010745727), np.float64(2.904481653138924), np.float64(3.0807432826732795)], [np.float64(5.384753491590024), np.float64(5.065580301542482), np.float64(5.301618619890836), np.float64(6.5271573032383055), np.float64(4.9280648112920336)], [np.float64(41.962843325617), np.float64(45.15438708884124), np.float64(43.52161883330403), np.float64(45.49819422146542), np.float64(26.54467090319876)], [np.float64(25.20379044465348), np.float64(27.909236073596944), np.float64(24.338924850439767), np.float64(27.728299294618058), np.float64(17.212688017299087)]]","[[np.float64(1.2708745380882878), np.float64(1.3119224062740518), np.float64(1.3341530624238949), np.float64(1.1112755910324412), np.float64(1.2217703090876701)], [np.float64(3.025007203805942), np.float64(3.218962473740162), np.float64(3.3602310485674978), np.float64(2.3293019588180144), np.float64(2.5987046189730876)], [np.float64(4.5841514683268665), np.float64(4.324721545539792), np.float64(5.008018866285757), np.float64(5.360253121985026), np.float64(3.421971399290725)], [np.float64(38.08586125719602), np.float64(38.854894682684964), np.float64(43.34880603702539), np.float64(40.54385494568142), np.float64(21.279299223278485)], [np.float64(20.57817687382552), np.float64(21.37361330714131), np.float64(22.55224096291153), np.float64(22.118126028221504), np.float64(12.527880539438083)]]","[[np.float64(1.7750273358747861), np.float64(2.2360289680888528), np.float64(1.4253989744158044), np.float64(1.1095140109704287), np.float64(1.7676794439517447)], [np.float64(3.516013140790187), np.float64(4.445483235732172), np.float64(2.9604072580380274), np.float64(2.545405440852216), np.float64(3.022649737480305)], [np.float64(5.158368618320016), np.float64(5.864722671199052), np.float64(4.713405084771929), np.float64(4.9804311272843185), np.float64(4.482862834581562)], [np.float64(44.17991100049437), np.float64(54.51596695328996), np.float64(40.34756164294192), np.float64(36.7846361812387), np.float64(32.050910003701745)], [np.float64(24.32038461454587), np.float64(30.51962374002447), np.float64(21.067302184114563), np.float64(20.101144809483895), np.float64(18.352577814530612)]]"
22,23,"[[np.float64(1.3523142574431772), np.float64(1.3869382934595362), np.float64(1.4365763811260863), np.float64(1.3068608999544482), np.float64(1.1560794198089228)], [np.float64(3.236229647998814), np.float64(3.4198916042294667), np.float64(3.657185143174135), np.float64(2.642011840896235), np.float64(2.520344120504908)], [np.float64(5.597954398637933), np.float64(6.210639808454251), np.float64(5.5807264410517625), np.float64(5.10026688087705), np.float64(4.862455336381711)], [np.float64(41.19022768974323), np.float64(50.85256010716098), np.float64(41.34512724198203), np.float64(30.917479342875023), np.float64(27.772445422652705)], [np.float64(26.314490577722985), np.float64(33.361709879222374), np.float64(24.710132407646114), np.float64(19.65512528857148), np.float64(19.33448465770099)]]","[[np.float64(1.2709628045094015), np.float64(1.3078455025880196), np.float64(1.3659009276773015), np.float64(1.1438077844257626), np.float64(1.1335901234483587)], [np.float64(2.951731415569071), np.float64(3.198477967943142), np.float64(3.190482664310709), np.float64(2.4470418579613096), np.float64(2.4359288259542757)], [np.float64(4.78133737301472), np.float64(5.465743863645835), np.float64(4.680803663100989), np.float64(4.119672008357162), np.float64(4.192788186543139)], [np.float64(37.02235164619695), np.float64(44.10389462859765), np.float64(39.26963994509999), np.float64(27.977618753657417), np.float64(24.089128993414114)], [np.float64(20.750578932905185), np.float64(25.57119597107471), np.float64(21.368603937370903), np.float64(14.718898079201553), np.float64(13.575832443103138)]]","[[np.float64(1.4207701358437337), np.float64(1.3245622148699574), np.float64(1.7072775605841308), np.float64(1.1892233527181792), np.float64(1.2074038549731765)], [np.float64(3.031255228187234), np.float64(2.9049432075667863), np.float64(3.6847345872203356), np.float64(2.4248650216584307), np.float64(2.4052081932992047)], [np.float64(4.796072286379002), np.float64(5.451532066165791), np.float64(4.866557081251175), np.float64(3.999246908525658), np.float64(4.046302826052433)], [np.float64(39.94693252110331), np.float64(44.86418374785626), np.float64(47.26674086181793), np.float64(26.887490157332945), np.float64(22.79404549391685)], [np.float64(20.868524112718493), np.float64(25.46705598237697), np.float64(21.87295173643017), np.float64(14.905976250064072), np.float64(13.269820715161108)]]"
