,seed,regression,xgboost,cnn
10,11,"[[np.float64(1.2322936762433274), np.float64(1.2630418402087686), np.float64(1.2666688823884165), np.float64(1.133366582377652), np.float64(1.229004338371641)], [np.float64(2.9601522753597953), np.float64(3.252260882560281), np.float64(3.1681829231727714), np.float64(2.615146382620701), np.float64(2.4945159908436523)], [np.float64(5.169306660874716), np.float64(5.764190770330984), np.float64(5.215638087474396), np.float64(4.760782438380007), np.float64(4.53736443561846)], [np.float64(38.707876237594014), np.float64(48.250480783896165), np.float64(38.44425173531569), np.float64(32.8978455215089), np.float64(27.073892965766305)], [np.float64(23.408136280410044), np.float64(29.31432873883649), np.float64(22.083947818143635), np.float64(19.397789440528054), np.float64(18.650865619245394)]]","[[np.float64(1.1617350797976869), np.float64(1.2459048847355578), np.float64(1.2037679941417463), np.float64(1.0367912082191753), np.float64(1.0869247732526177)], [np.float64(2.7512440560424776), np.float64(3.117114931821834), np.float64(2.97272724825986), np.float64(2.2934217758141076), np.float64(2.219807911888773)], [np.float64(4.103333828399866), np.float64(4.437914285952534), np.float64(4.240062603163583), np.float64(4.230716416571497), np.float64(3.1923212307937576)], [np.float64(33.233240952988716), np.float64(37.3900845863641), np.float64(36.18427064408594), np.float64(32.367712733995766), np.float64(21.368049975979876)], [np.float64(18.049808347103646), np.float64(19.60039180217603), np.float64(19.018539249887446), np.float64(18.68520196651048), np.float64(13.08032702193835)]]","[[np.float64(1.1643554215714265), np.float64(1.2481859232532277), np.float64(1.216682050263672), np.float64(0.8796327320980447), np.float64(1.2008103636859455)], [np.float64(2.56448475551072), np.float64(2.7684519142773105), np.float64(2.8631780041003974), np.float64(2.106798964157639), np.float64(2.190450035221592)], [np.float64(4.023144662939229), np.float64(4.11257047874307), np.float64(4.343396185409372), np.float64(4.146706171219422), np.float64(3.2415039147987725)], [np.float64(33.02296357936792), np.float64(36.77893040250431), np.float64(35.44125072096508), np.float64(32.75179932895852), np.float64(22.472854117720065)], [np.float64(17.258190843229393), np.float64(18.230787121209175), np.float64(18.7005811402445), np.float64(17.3110833422694), np.float64(13.244033583111673)]]"
11,12,"[[np.float64(1.13640276315492), np.float64(1.157321143326359), np.float64(1.1308499727011092), np.float64(1.1275788212752995), np.float64(1.123069328962993)], [np.float64(2.857498476256114), np.float64(3.0726307788489087), np.float64(2.9809173089432015), np.float64(2.722082970354912), np.float64(2.3894089725518604)], [np.float64(4.951046097862389), np.float64(4.802549788065069), np.float64(4.917916596151112), np.float64(5.558470458982396), np.float64(4.473908347142918)], [np.float64(37.04613145183769), np.float64(40.65280384735567), np.float64(36.0677560349812), np.float64(39.21576972955403), np.float64(29.434046907750943)], [np.float64(23.19834230054426), np.float64(25.31380178556226), np.float64(23.525531108072503), np.float64(23.442505400163448), np.float64(18.289749753012202)]]","[[np.float64(1.0749554190259976), np.float64(1.0855528372413443), np.float64(1.1066772745833346), np.float64(1.0315363118583685), np.float64(1.0485700230520976)], [np.float64(2.681480931854934), np.float64(2.77854157661827), np.float64(2.8236989569343196), np.float64(2.573497847870878), np.float64(2.3635006973182566)], [np.float64(4.382307789081482), np.float64(4.489724470914279), np.float64(4.204309776217833), np.float64(4.900678302810676), np.float64(3.859816460078799)], [np.float64(34.13932495125371), np.float64(37.834888553449204), np.float64(32.361976376801486), np.float64(37.444631811576855), np.float64(26.160468482993277)], [np.float64(18.94567607477714), np.float64(21.88707870434666), np.float64(16.792510281327928), np.float64(20.697768416094732), np.float64(15.090436861521729)]]","[[np.float64(1.1322067193734384), np.float64(1.1548067740068892), np.float64(1.1789966365264453), np.float64(1.0609565367408957), np.float64(1.0883712207530474)], [np.float64(2.5673098552079034), np.float64(2.7209277461086057), np.float64(2.6574617289192717), np.float64(2.5475488668531847), np.float64(2.136652649224931)], [np.float64(4.220934248735695), np.float64(4.1915331133769955), np.float64(4.103608835486484), np.float64(4.7024280241226), np.float64(3.8741132386964066)], [np.float64(33.60085352775755), np.float64(38.49432741724412), np.float64(30.25054016114509), np.float64(35.83565954678457), np.float64(27.895120196326296)], [np.float64(17.87280450434068), np.float64(20.42479233762054), np.float64(15.945131563963205), np.float64(19.016978096412917), np.float64(15.293443850250775)]]"
12,13,"[[np.float64(1.281401452474314), np.float64(1.2574999909649773), np.float64(1.2537890625081307), np.float64(1.293588800943799), np.float64(1.3399050931994547)], [np.float64(3.102935735590809), np.float64(3.085738146436952), np.float64(3.7691187261835313), np.float64(2.2512097966152167), np.float64(2.8049514810161855)], [np.float64(4.821494717655966), np.float64(5.016588579824577), np.float64(4.778527083572785), np.float64(4.9878249634234155), np.float64(4.414485810333538)], [np.float64(37.24046083124564), np.float64(46.017212193081676), np.float64(35.154115058352225), np.float64(33.85920547832922), np.float64(27.506426520706544)], [np.float64(23.318827736523524), np.float64(29.682647054873183), np.float64(20.851692119556393), np.float64(20.17683110275328), np.float64(18.16942061837051)]]","[[np.float64(1.2212688317416966), np.float64(1.2031173935783004), np.float64(1.232637214427595), np.float64(1.1456772023416728), np.float64(1.2983099021631122)], [np.float64(2.7868669592445245), np.float64(2.7181942812020505), np.float64(3.3243102481942706), np.float64(2.015942573030824), np.float64(2.710372732948462)], [np.float64(4.169637653893609), np.float64(4.3561705635406405), np.float64(4.06876114031601), np.float64(4.42904277462011), np.float64(3.7561123312677425)], [np.float64(34.72642773770202), np.float64(43.04936285983711), np.float64(32.79827678079146), np.float64(32.096708889212145), np.float64(24.653025635220597)], [np.float64(18.967377802781854), np.float64(23.801397152262798), np.float64(18.12167511245565), np.float64(16.329397297401503), np.float64(13.770360389349698)]]","[[np.float64(1.243447258305282), np.float64(1.1853489627154783), np.float64(1.2472439420253734), np.float64(1.1979680108058486), np.float64(1.357351693073319)], [np.float64(2.7460551232629915), np.float64(2.619665721446248), np.float64(3.094301547853387), np.float64(2.1380723845244725), np.float64(2.9257835076771745)], [np.float64(4.101727107173451), np.float64(4.333777712427923), np.float64(4.053684573871688), np.float64(4.147672141177582), np.float64(3.7627011302152593)], [np.float64(35.592358694931896), np.float64(42.719949032244294), np.float64(36.66520571935869), np.float64(30.996958279177996), np.float64(25.282117788894272)], [np.float64(18.52629756278781), np.float64(21.856577940501438), np.float64(19.683374530120993), np.float64(15.5643889269715), np.float64(13.528629608171686)]]"
13,14,"[[np.float64(1.2184147346515877), np.float64(1.2848807937312812), np.float64(1.2628105671293837), np.float64(1.2185690131646658), np.float64(1.0234143291323146)], [np.float64(2.96176386186942), np.float64(3.3197559032481045), np.float64(3.0042515046633853), np.float64(2.320585011911432), np.float64(2.6838617403543394)], [np.float64(4.982090614745143), np.float64(4.635935094526909), np.float64(5.144016700827344), np.float64(5.677831750882986), np.float64(4.713632924543169)], [np.float64(36.439463789305584), np.float64(37.9633963840529), np.float64(37.83275322010611), np.float64(37.83904523599189), np.float64(30.20689967898824)], [np.float64(21.617350909713796), np.float64(23.028967668049926), np.float64(22.12650601950555), np.float64(21.647936263196186), np.float64(18.235159095936947)]]","[[np.float64(1.156749961821397), np.float64(1.260154526990493), np.float64(1.1295492556404783), np.float64(1.1558311079427452), np.float64(1.0262621614656506)], [np.float64(2.801673650380853), np.float64(3.2994964951815824), np.float64(2.659030119158338), np.float64(2.244330403804146), np.float64(2.51809851612025)], [np.float64(4.280535767387402), np.float64(4.3742658801575205), np.float64(4.051626802879801), np.float64(4.90947412493762), np.float64(4.023836519690162)], [np.float64(34.10686913467778), np.float64(38.00261535808159), np.float64(34.2262294365897), np.float64(34.37783208324591), np.float64(26.492270552584927)], [np.float64(18.171877205448226), np.float64(20.65617241997165), np.float64(18.07229060276851), np.float64(17.941089378828256), np.float64(13.867186077306282)]]","[[np.float64(1.1883245049887083), np.float64(1.2313598813046003), np.float64(1.2028583599474583), np.float64(1.2313217644324184), np.float64(1.0595803060840874)], [np.float64(2.759116435577292), np.float64(3.1977545348071645), np.float64(2.589025933428246), np.float64(2.314749739287061), np.float64(2.5672941724296274)], [np.float64(4.0305026066570075), np.float64(4.108402662289995), np.float64(3.819511272214915), np.float64(4.313196075550789), np.float64(4.041295491078939)], [np.float64(33.59626292507199), np.float64(36.739567346750086), np.float64(33.821357865438976), np.float64(32.100424779462074), np.float64(28.79107387485208)], [np.float64(17.38064632408981), np.float64(19.763789998805073), np.float64(17.17231258823886), np.float64(15.776035299600084), np.float64(14.599833886285692)]]"
14,15,"[[np.float64(1.192716885680958), np.float64(1.2489502515971018), np.float64(1.1949747228997916), np.float64(1.1962529161497868), np.float64(1.1114338069051029)], [np.float64(2.959969625435337), np.float64(2.96022835363866), np.float64(3.5263678714231634), np.float64(2.4703106786956868), np.float64(2.4146418433575265)], [np.float64(5.075274943838232), np.float64(5.071749770441893), np.float64(4.888769567800912), np.float64(5.506649050260869), np.float64(4.9095819220785755)], [np.float64(39.65704068387021), np.float64(47.11288928170176), np.float64(39.16848020565406), np.float64(37.84326758283372), np.float64(31.06503269050815)], [np.float64(23.877269382193557), np.float64(27.067028452658683), np.float64(22.830521014887484), np.float64(24.713721661625083), np.float64(20.044316056643893)]]","[[np.float64(1.136769101486344), np.float64(1.2008400911876833), np.float64(1.1881210555646728), np.float64(1.097490391334833), np.float64(1.0060279554153442)], [np.float64(2.8402525270349845), np.float64(2.9350265367848536), np.float64(3.368906306162439), np.float64(2.2803965264823094), np.float64(2.292221717860342)], [np.float64(4.202166287247248), np.float64(4.598722260792621), np.float64(4.029049408105263), np.float64(4.573543386406617), np.float64(3.5003420903772224)], [np.float64(35.65695808267091), np.float64(43.234019275095974), np.float64(34.788592907286194), np.float64(35.166556354120225), np.float64(25.586607015192453)], [np.float64(18.934225877849396), np.float64(22.70076308941763), np.float64(17.88336249494011), np.float64(19.71534210715855), np.float64(13.860809412112847)]]","[[np.float64(1.6904507699365419), np.float64(2.385342824434341), np.float64(1.6531037844374397), np.float64(1.0939115263619543), np.float64(1.0789593956825942)], [np.float64(3.811505307226754), np.float64(4.683072912425214), np.float64(4.556604571430293), np.float64(2.148522437773279), np.float64(2.3833012627213965)], [np.float64(4.2944171969842575), np.float64(4.697913652043193), np.float64(4.331395935600193), np.float64(4.544198156086536), np.float64(3.3564170218453016)], [np.float64(40.97717548770586), np.float64(53.36071504409158), np.float64(41.20042325547152), np.float64(35.39513389124321), np.float64(24.886298743388384)], [np.float64(21.44711401282657), np.float64(26.78146994628554), np.float64(22.61239771060736), np.float64(19.098731934931223), np.float64(12.505156574584971)]]"
15,16,"[[np.float64(1.1507922471862555), np.float64(1.181042156758132), np.float64(1.1634946495839311), np.float64(1.2024626227458433), np.float64(1.0274067803969855)], [np.float64(3.104526537194772), np.float64(3.3702679730469334), np.float64(3.311597643675327), np.float64(2.8027614997871853), np.float64(2.5913059091755795)], [np.float64(4.987014057288709), np.float64(5.2196779342946575), np.float64(4.76011081596854), np.float64(5.381839334645011), np.float64(4.58464346047154)], [np.float64(37.57548449251969), np.float64(40.807302250042056), np.float64(39.2872141232414), np.float64(37.59123713623098), np.float64(28.787414154895956)], [np.float64(21.328352802437298), np.float64(23.26802211684242), np.float64(21.89889743180649), np.float64(21.37866700664151), np.float64(16.939504264419043)]]","[[np.float64(1.091308041544985), np.float64(1.1156108377089031), np.float64(1.1139369586146242), np.float64(1.0707075115787177), np.float64(1.036972176618009)], [np.float64(2.8434281801750405), np.float64(2.9244946524032387), np.float64(3.1485149621355166), np.float64(2.578151003204472), np.float64(2.416234798990123)], [np.float64(4.0602117344929525), np.float64(4.253779841400173), np.float64(3.957227425798148), np.float64(3.859765885495603), np.float64(4.126881539432807)], [np.float64(32.89600816956642), np.float64(34.38183729399443), np.float64(35.75647332293189), np.float64(31.505837027398787), np.float64(26.554749260307506)], [np.float64(17.461623120553508), np.float64(19.4370144023447), np.float64(18.039739220511063), np.float64(15.663047940480638), np.float64(14.953236310219486)]]","[[np.float64(1.2287263736007306), np.float64(1.161321597886412), np.float64(1.358762627759048), np.float64(1.1780959576183818), np.float64(1.1474217239584419)], [np.float64(3.2957235016787565), np.float64(2.8128787271565274), np.float64(4.320567467607723), np.float64(2.691857332460411), np.float64(2.4499971641021134)], [np.float64(3.8298496196795866), np.float64(3.9869568604429912), np.float64(3.6942138103033857), np.float64(3.6960217054800864), np.float64(3.939438322091069)], [np.float64(31.433534344350633), np.float64(32.988047713849824), np.float64(34.61222746683415), np.float64(29.42999072385845), np.float64(24.90718273293239)], [np.float64(17.33612740992212), np.float64(17.944193592035976), np.float64(19.594487938438185), np.float64(15.036256199089266), np.float64(14.368780843275136)]]"
16,17,"[[np.float64(1.1607628627589188), np.float64(1.0954189049290426), np.float64(1.18792035832831), np.float64(1.2286888232935889), np.float64(1.1498047052343872)], [np.float64(3.0550666857671525), np.float64(3.4230466205650134), np.float64(3.096905654562889), np.float64(2.9887224170194324), np.float64(2.4355114196647047)], [np.float64(5.055558487784666), np.float64(5.358367050711176), np.float64(4.7677437540361245), np.float64(5.26584111389733), np.float64(4.83280132566968)], [np.float64(37.805470408448315), np.float64(42.346642548193614), np.float64(37.652312555853015), np.float64(38.20204516931906), np.float64(30.085912131191787)], [np.float64(21.388239256533673), np.float64(23.159048415671034), np.float64(20.937834183226467), np.float64(21.643783993054402), np.float64(19.085089218398576)]]","[[np.float64(1.0866531547323712), np.float64(1.0576455691884825), np.float64(1.1050724502577889), np.float64(1.091358645362985), np.float64(1.0958351730913183)], [np.float64(2.8331810773145985), np.float64(3.1668858767083847), np.float64(2.895349761020849), np.float64(2.697834062339043), np.float64(2.3068316520920353)], [np.float64(4.203399215360917), np.float64(4.425494858168576), np.float64(4.262603781128789), np.float64(3.9493084237334863), np.float64(4.002204686411381)], [np.float64(35.029572478097535), np.float64(38.8703516916653), np.float64(37.57165367670633), np.float64(33.00133629653531), np.float64(25.979575853479254)], [np.float64(18.32765241603204), np.float64(20.162851957901637), np.float64(19.245425697061822), np.float64(17.558547402776647), np.float64(14.471015423385564)]]","[[np.float64(1.206616835496456), np.float64(1.2050446087437636), np.float64(1.2174984104809106), np.float64(1.1632659710814137), np.float64(1.2294879357264121)], [np.float64(2.7692679280510046), np.float64(3.0308828320348113), np.float64(2.7397053450887117), np.float64(2.6633753389041726), np.float64(2.5017406835215494)], [np.float64(3.908064792096698), np.float64(4.382267465863037), np.float64(3.7975496269296585), np.float64(3.7418169340777125), np.float64(3.4726100274159326)], [np.float64(33.31981388477064), np.float64(36.97864375773616), np.float64(35.48567559793752), np.float64(31.728761479207044), np.float64(24.857217332395724)], [np.float64(17.067445443155957), np.float64(19.728803135770754), np.float64(17.05299149161788), np.float64(16.102361416933476), np.float64(13.461224463374931)]]"
17,18,"[[np.float64(1.2315214755350186), np.float64(1.2797355739533083), np.float64(1.1602377247349283), np.float64(1.2709194936633263), np.float64(1.22205179378042)], [np.float64(3.2455112524470056), np.float64(3.33378062203798), np.float64(3.4124950504008726), np.float64(2.921043250051627), np.float64(3.1519044569681114)], [np.float64(4.722477907415647), np.float64(4.356747735503321), np.float64(5.0304628500659705), np.float64(5.607453254265264), np.float64(3.9298343214917413)], [np.float64(35.010733177753565), np.float64(38.134296274249664), np.float64(35.144039085501724), np.float64(37.04826973097089), np.float64(27.99822323336216)], [np.float64(20.90883765949621), np.float64(22.134472918536854), np.float64(20.64935355261215), np.float64(21.84553715242504), np.float64(18.626586989899465)]]","[[np.float64(1.1372493341244998), np.float64(1.2048578504339205), np.float64(0.9866462885659889), np.float64(1.1670183388677589), np.float64(1.1991847095341397)], [np.float64(2.8513307261639893), np.float64(3.148430460445501), np.float64(2.8352147617192394), np.float64(2.4084991088370327), np.float64(2.780700436517092)], [np.float64(4.139031827569599), np.float64(3.7666466785913655), np.float64(4.141758980561239), np.float64(4.767500828611141), np.float64(4.065359511079245)], [np.float64(33.3717933213321), np.float64(36.404926320764545), np.float64(32.2380813876178), np.float64(36.77778630554608), np.float64(26.986030119480183)], [np.float64(17.638472293219408), np.float64(18.97245056066187), np.float64(17.20133058907709), np.float64(19.258631832959036), np.float64(14.692566318936196)]]","[[np.float64(1.2885451255448734), np.float64(1.3040596390848609), np.float64(1.2892946135870296), np.float64(1.2646811282624715), np.float64(1.2856938072406328)], [np.float64(2.9410171219713193), np.float64(2.9821225819742665), np.float64(3.1801004415444702), np.float64(2.7192010122309576), np.float64(2.728216807253681)], [np.float64(3.91400147743654), np.float64(3.533640916848547), np.float64(4.020534450195182), np.float64(4.332649776724545), np.float64(3.9046333334890124)], [np.float64(32.450429118994116), np.float64(34.953820551597936), np.float64(34.11209059979789), np.float64(32.625200323116054), np.float64(25.908014761706298)], [np.float64(16.833475921171214), np.float64(18.264198367840695), np.float64(17.177282505699957), np.float64(16.97944726471565), np.float64(14.001519433581667)]]"
18,19,"[[np.float64(1.1770050923269857), np.float64(1.2163949303327897), np.float64(1.1514228686983499), np.float64(1.2817817519187586), np.float64(1.067856449648501)], [np.float64(3.076099419293749), np.float64(2.8640756120756676), np.float64(3.3059193485622482), np.float64(3.284404859186319), np.float64(2.7520203275299755)], [np.float64(4.7753705122256225), np.float64(4.831289991533301), np.float64(4.824767868157819), np.float64(5.265848508941292), np.float64(4.138494177000446)], [np.float64(34.72801017825117), np.float64(40.867270661562124), np.float64(37.10709504677606), np.float64(31.241873842413092), np.float64(22.671291167648853)], [np.float64(20.74517893420595), np.float64(25.067386510104562), np.float64(20.91838631556709), np.float64(18.85915355486399), np.float64(14.933722529019834)]]","[[np.float64(1.1110932022636046), np.float64(1.1442808154909505), np.float64(1.1089812042693987), np.float64(1.1202325557887411), np.float64(1.0615567798785563)], [np.float64(2.902297244960305), np.float64(3.007463544512374), np.float64(3.0908106556256487), np.float64(2.8286231010960545), np.float64(2.4727706846616804)], [np.float64(4.033267527011957), np.float64(4.546830051186115), np.float64(3.942394454820925), np.float64(3.761093237610546), np.float64(3.673965698568739)], [np.float64(31.706346063962844), np.float64(36.43884673198001), np.float64(34.45017585230524), np.float64(27.36579634460477), np.float64(22.441559181427635)], [np.float64(17.22158900002867), np.float64(21.097935226779647), np.float64(17.05522966518592), np.float64(13.622122635930333), np.float64(14.357372000240726)]]","[[np.float64(1.1910287388632648), np.float64(1.2419426211350386), np.float64(1.249763784574865), np.float64(1.0625607276098208), np.float64(1.1259106678792765)], [np.float64(2.9982697781511747), np.float64(2.969323072550378), np.float64(3.3347469073381943), np.float64(2.8081185357772322), np.float64(2.580172944234)], [np.float64(3.9088343105252226), np.float64(4.36702366142641), np.float64(3.938424158602541), np.float64(3.518092691751134), np.float64(3.5224350099730115)], [np.float64(31.96202299263242), np.float64(37.53188705955717), np.float64(35.01983040505551), np.float64(25.087748047907347), np.float64(22.645152941407233)], [np.float64(17.057919093090256), np.float64(20.938945432407593), np.float64(17.46212200111307), np.float64(12.334959810675558), np.float64(13.904528645771496)]]"
19,20,"[[np.float64(1.2185348648909844), np.float64(1.2457141585994356), np.float64(1.2842823742204823), np.float64(1.1560585041770706), np.float64(1.1356128771144327)], [np.float64(3.0726087378465894), np.float64(3.51048634782924), np.float64(3.221973235650326), np.float64(2.6221470864910694), np.float64(2.5680325100834205)], [np.float64(5.048830075900473), np.float64(4.384330016253625), np.float64(4.966464165225872), np.float64(6.069845430461809), np.float64(4.982150484061408)], [np.float64(34.795174534867385), np.float64(34.48337521499008), np.float64(34.48407866290492), np.float64(38.40329861817916), np.float64(32.20821115820615)], [np.float64(21.541938967795357), np.float64(23.644482497090817), np.float64(20.543433508700506), np.float64(20.901119332539214), np.float64(20.634100046434675)]]","[[np.float64(1.136938034609519), np.float64(1.1209136079915951), np.float64(1.2664857795859876), np.float64(0.9606925909827023), np.float64(1.101386638996942)], [np.float64(2.7431510295292516), np.float64(3.262556403769785), np.float64(2.9600932941525646), np.float64(2.0714775254818285), np.float64(2.1281376823714955)], [np.float64(4.197125445433769), np.float64(4.049936902543385), np.float64(3.9877493198148026), np.float64(4.9571932997006956), np.float64(3.943399008168067)], [np.float64(32.29812348661539), np.float64(34.76195080139055), np.float64(30.441679331857078), np.float64(35.562696945526234), np.float64(28.333200524677455)], [np.float64(16.92627618077035), np.float64(19.054890039424343), np.float64(15.4678008375498), np.float64(17.707720153397645), np.float64(15.227959376651654)]]","[[np.float64(1.169081484997022), np.float64(1.1783529901047962), np.float64(1.2311639259998457), np.float64(1.1481124145346127), np.float64(1.0793011511347015)], [np.float64(2.6143042579336986), np.float64(3.0248403705349625), np.float64(2.6719263977456684), np.float64(2.30933908411406), np.float64(2.170458171446655)], [np.float64(3.9436897780389275), np.float64(3.8094637460669407), np.float64(3.927783415982909), np.float64(4.469359341762415), np.float64(3.6316577697545482)], [np.float64(31.08017015987175), np.float64(34.46373605911945), np.float64(30.625645573727144), np.float64(32.245525329419955), np.float64(25.571943875260672)], [np.float64(16.161324340460208), np.float64(17.87983489536479), np.float64(16.447901271456267), np.float64(15.152114533942074), np.float64(14.126028795162785)]]"
20,21,"[[np.float64(1.1326317645384545), np.float64(1.02511577256585), np.float64(1.261448385651411), np.float64(1.185841253257524), np.float64(1.0352559591874748)], [np.float64(3.192316542764794), np.float64(3.3579125939516232), np.float64(3.23118993520122), np.float64(3.4028244960530962), np.float64(2.613273814464822)], [np.float64(5.126311572348014), np.float64(4.89019880866578), np.float64(5.116530358090103), np.float64(5.327926515119681), np.float64(5.239165456520766)], [np.float64(37.04111600745167), np.float64(37.36377911450367), np.float64(40.11602704910994), np.float64(37.49016617791554), np.float64(31.486790198124464)], [np.float64(21.837796871156527), np.float64(23.166959025406243), np.float64(23.180510878613095), np.float64(21.039994758107397), np.float64(18.728623537731657)]]","[[np.float64(1.0623695150423613), np.float64(1.0053909019455158), np.float64(1.2178392265919928), np.float64(0.974138287559876), np.float64(1.0127886516789304)], [np.float64(2.8630991727467223), np.float64(3.192913336400548), np.float64(2.80796835143591), np.float64(2.8048132120439226), np.float64(2.4807854559296474)], [np.float64(4.082442238154975), np.float64(4.026903169855529), np.float64(4.187676085230588), np.float64(4.190743499743506), np.float64(3.897162544573192)], [np.float64(34.081193983604116), np.float64(36.532626543519456), np.float64(38.6389914968754), np.float64(31.305215451047612), np.float64(26.10276902956196)], [np.float64(18.247738355799807), np.float64(20.468292602690784), np.float64(19.062314351111485), np.float64(17.70808043294204), np.float64(13.902960238812282)]]","[[np.float64(1.1200757077191998), np.float64(1.0772842575384798), np.float64(1.235259183541727), np.float64(0.9905261808538087), np.float64(1.1527938463912486)], [np.float64(2.724269340956901), np.float64(3.0145292598571505), np.float64(2.5917827796180313), np.float64(2.625992644793952), np.float64(2.5632389063550685)], [np.float64(3.9890147647153684), np.float64(3.8956719945615577), np.float64(4.067603494352894), np.float64(4.010139384769029), np.float64(3.9919793759581443)], [np.float64(33.42840958836515), np.float64(33.913776386810724), np.float64(37.74255108087647), np.float64(31.704826189592026), np.float64(28.13562383259047)], [np.float64(17.549935857960048), np.float64(18.777889554975058), np.float64(19.55539606937415), np.float64(16.31520148723491), np.float64(13.901981328360327)]]"
21,22,"[[np.float64(1.1705422514522053), np.float64(1.1328850378839528), np.float64(1.2111414288005415), np.float64(1.1553414091735021), np.float64(1.1760768156029269)], [np.float64(2.924711261793461), np.float64(3.152876871060918), np.float64(3.204180530681829), np.float64(2.334538172991661), np.float64(2.605756679407857)], [np.float64(4.942726950230548), np.float64(4.718367734558048), np.float64(5.569378878525734), np.float64(5.374607775443667), np.float64(3.9725930117283648)], [np.float64(34.90499679684354), np.float64(37.24291625627049), np.float64(40.15615114865638), np.float64(33.31446949162883), np.float64(24.13187085125597)], [np.float64(21.96902923649123), np.float64(23.369738364784947), np.float64(24.97530397464871), np.float64(21.76743769535485), np.float64(15.167883402505467)]]","[[np.float64(1.102481460156964), np.float64(1.1458081305833767), np.float64(1.1245605854615126), np.float64(1.0101535332268319), np.float64(1.0794796431691567)], [np.float64(2.64082327179196), np.float64(3.0128618837110155), np.float64(2.7403627694590704), np.float64(1.8255451363323638), np.float64(2.4812725022192983)], [np.float64(4.202789457121728), np.float64(4.417940974318895), np.float64(4.531736833896348), np.float64(4.110780322130825), np.float64(3.494861330620731)], [np.float64(33.350972421919984), np.float64(36.705715680991574), np.float64(38.492799559231365), np.float64(28.0110003005105), np.float64(23.991040033214013)], [np.float64(18.432891669001332), np.float64(20.049294188319617), np.float64(21.235452362278853), np.float64(16.920251447800037), np.float64(12.55756384205601)]]","[[np.float64(1.191422962662692), np.float64(1.2342382127083156), np.float64(1.2014523439163303), np.float64(1.1712866093259005), np.float64(1.135891120050156)], [np.float64(2.6543763350878655), np.float64(3.0726247714012227), np.float64(2.6013776436055562), np.float64(1.9313979430071138), np.float64(2.580134517779912)], [np.float64(3.954361463163438), np.float64(4.3344711679254), np.float64(4.0799058612190935), np.float64(3.8310294907309848), np.float64(3.320590460440691)], [np.float64(31.87475967302711), np.float64(35.290971540879006), np.float64(35.24859399527917), np.float64(28.694077299518696), np.float64(23.930605815546652)], [np.float64(17.709051495406904), np.float64(19.161317212546727), np.float64(19.849002575584155), np.float64(17.43255133118355), np.float64(12.285552978074005)]]"
22,23,"[[np.float64(1.1970863240982128), np.float64(1.3515300711199687), np.float64(1.161840584991131), np.float64(1.0639149489114637), np.float64(1.0486053715171741)], [np.float64(2.9012423795444646), np.float64(3.179650935374589), np.float64(2.8821868925294036), np.float64(2.6033173008771655), np.float64(2.616735493019341)], [np.float64(4.8985383321978615), np.float64(5.134646903045202), np.float64(4.2570654873710625), np.float64(5.861770803112792), np.float64(4.572794674236145)], [np.float64(39.01826434140925), np.float64(47.5998956314647), np.float64(30.67127891317655), np.float64(43.46103421000832), np.float64(28.828733048372804)], [np.float64(22.86287785009875), np.float64(26.46816826662718), np.float64(20.31026239076978), np.float64(26.424168134426427), np.float64(15.205805574143763)]]","[[np.float64(1.171867487604145), np.float64(1.2868554016794165), np.float64(1.1797989499039347), np.float64(1.0352833057854556), np.float64(1.034452332312503)], [np.float64(2.8182735934073193), np.float64(3.0263334687306784), np.float64(2.899203294435398), np.float64(2.4220379881631446), np.float64(2.5769326625071542)], [np.float64(4.351675393651375), np.float64(4.673403843806145), np.float64(4.067832625835013), np.float64(4.946986425164845), np.float64(3.593845257125296)], [np.float64(36.688869279004095), np.float64(44.32085750119219), np.float64(31.44401815577665), np.float64(38.5873527292239), np.float64(26.25320074741153)], [np.float64(19.306743418998668), np.float64(22.612867615762397), np.float64(17.785770755739684), np.float64(20.492748976611978), np.float64(13.080969896699905)]]","[[np.float64(1.1819255324949272), np.float64(1.2356798097113135), np.float64(1.2066150712126913), np.float64(1.0842557980469114), np.float64(1.1138572009926637)], [np.float64(2.695912511434232), np.float64(2.8465882378923166), np.float64(2.8400824349741214), np.float64(2.388714411873889), np.float64(2.3773190921593197)], [np.float64(4.035761579952701), np.float64(4.3154747235863775), np.float64(3.6219296048091993), np.float64(4.6661911591911105), np.float64(3.568314372730556)], [np.float64(35.32453556682425), np.float64(43.67616069532875), np.float64(30.0893917051087), np.float64(36.46538550117199), np.float64(23.229439767567897)], [np.float64(18.56492542954555), np.float64(22.171923663841877), np.float64(16.83540692709136), np.float64(19.58346807799121), np.float64(11.95628964329973)]]"
